Time	AMP.ParticleNumber	CDK5.ParticleNumber	CK1.ParticleNumber	CK1P.ParticleNumber	CK1P_PP2B.ParticleNumber	Ca.ParticleNumber	D.ParticleNumber	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D34:75_CK1.ParticleNumber	D34:75_PP2A.ParticleNumber	D34:75_PP2ACa.ParticleNumber	D34:75_PP2AP.ParticleNumber	D34:75_PP2APCa.ParticleNumber	D34:75_PP2B.ParticleNumber	D34_CDK5.ParticleNumber	D34_CK1.ParticleNumber	D34_PP2B.ParticleNumber	D75.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber	D75_CK1.ParticleNumber	D75_PKA.ParticleNumber	D75_PP2A.ParticleNumber	D75_PP2ACa.ParticleNumber	D75_PP2AP.ParticleNumber	D75_PP2APCa.ParticleNumber	D_CDK5.ParticleNumber	D_CK1.ParticleNumber	D_PKA.ParticleNumber	Empty.ParticleNumber	PDE.ParticleNumber	PDEP.ParticleNumber	PDE_PKA.ParticleNumber	PKA.ParticleNumber	PP2A.ParticleNumber	PP2ACa.ParticleNumber	PP2ACa_PKA.ParticleNumber	PP2AP.ParticleNumber	PP2APCa.ParticleNumber	PP2A_PKA.ParticleNumber	PP2B.ParticleNumber	PP2Binactive.ParticleNumber	PP2BinactiveCa2.ParticleNumber	PP2C.ParticleNumber	R2C2.ParticleNumber	cAMP.ParticleNumber	cAMP2_R2C2.ParticleNumber	cAMP3_R2C2.ParticleNumber	cAMP4_R2.ParticleNumber	cAMP4_R2C.ParticleNumber	cAMP4_R2C2.ParticleNumber	cAMP_PDE.ParticleNumber	cAMP_PDEP.ParticleNumber	cAMP_R2C2.ParticleNumber	Ca.ParticleNumberRate
197	0	52	14	66	0	8	1701	153	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	79	0	2	0	0	0	4	12	0	19	0	0	0	61	8	0	0	1204	0	0	0	99	0	0	0	0	0	14	153	33	71	3999	0	0	0	0	0	0	0	0	0	6.24995
197.5	0	60	15	63	4	7	1705	149	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	87	0	1	0	0	0	4	3	0	19	0	0	0	54	15	0	0	1204	0	0	0	100	0	0	0	0	0	15	156	25	65	3999	0	0	0	0	0	0	0	0	0	20.5011
198	0	48	15	69	2	6	1725	152	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	92	0	0	0	0	0	5	5	0	9	1	0	0	65	9	0	0	1204	0	0	0	110	0	0	0	0	0	15	157	26	64	3999	0	0	0	0	0	0	0	0	0	39.9811
198.5	0	60	15	68	4	5	1735	153	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	90	0	1	0	0	0	5	6	0	15	0	0	0	57	7	0	0	1204	0	0	0	104	0	0	0	0	0	14	157	25	64	3999	0	0	0	0	0	0	0	0	0	52.3969
199	0	51	15	66	4	7	1702	163	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	83	0	1	0	0	0	9	3	0	17	0	0	0	62	12	0	0	1204	0	0	0	102	0	0	0	0	0	14	157	25	66	3999	0	0	0	0	0	0	0	0	0	18.2262
199.5	0	60	12	70	0	5	1701	168	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	78	0	2	0	0	0	6	3	0	20	0	0	0	56	15	0	0	1204	0	0	0	98	0	0	0	0	0	18	155	27	67	3999	0	0	0	0	0	0	0	0	0	63.8554
200	0	57	11	69	3	6	1673	161	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	84	0	2	0	0	0	3	3	0	16	0	0	0	58	14	0	0	1204	0	0	0	102	0	0	0	0	0	16	155	26	67	3999	3975	0	0	0	0	0	0	0	0	42.3941
200.5	78	53	16	70	2	12	1155	115	2	29	6	262	27	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	753	71	13	0	0	0	0	6	4	191	8	0	1	0	55	7	277	0	882	239	73	375	77	0	0	11	0	23	11	158	26	67	2287	138	280	43	449	83	25	8	2	832	-119.11
201	153	59	10	72	1	10	890	78	5	20	8	583	77	0	0	1	24	1	0	0	0	0	0	0	0	0	0	0	0	0	17	2	6	630	72	16	1	0	1	0	3	8	263	5	0	5	0	39	7	237	0	600	533	60	388	65	1	0	13	0	29	6	154	33	68	2363	118	276	40	470	73	24	7	4	753	-62.7276
201.5	255	62	12	75	0	8	682	69	1	17	4	837	91	5	0	6	46	3	0	0	0	0	0	0	0	2	0	1	0	0	26	4	4	628	70	19	0	0	0	0	5	4	226	4	0	6	0	26	5	208	0	427	718	47	422	74	0	0	13	0	20	12	156	28	65	2328	98	276	32	440	79	14	5	7	830	-3.48281
202	345	54	8	77	1	6	545	47	2	16	4	1016	113	4	0	3	86	7	0	0	0	0	0	0	1	2	0	0	0	0	41	6	8	589	68	17	1	0	0	0	4	2	219	8	0	4	0	19	5	162	0	318	840	35	448	66	0	0	18	0	21	6	156	29	69	2378	131	247	39	420	78	16	2	9	821	26.4447
202.5	452	51	7	78	3	12	431	48	1	9	0	1163	119	4	0	11	135	12	0	0	0	0	0	1	2	0	0	2	0	0	39	5	7	541	45	24	2	0	0	0	5	3	209	8	0	10	0	25	2	136	0	237	924	32	425	55	0	0	24	0	19	6	160	24	63	2418	123	274	32	385	84	21	3	8	785	-129.897
203	536	58	4	78	1	9	381	40	1	11	1	1254	134	5	0	9	188	13	0	0	0	0	0	0	1	3	0	1	0	0	45	11	5	492	40	13	0	0	3	0	1	2	205	3	0	6	0	11	3	117	0	197	977	19	437	66	1	0	17	0	20	10	161	23	69	2441	138	255	29	371	80	22	2	9	801	-36.2331
203.5	657	48	10	77	2	7	318	24	1	14	3	1362	145	8	0	11	214	15	0	0	0	0	0	0	2	3	0	2	0	0	50	5	5	450	36	14	1	0	0	0	3	3	187	5	0	1	0	13	1	103	0	176	999	14	423	74	1	0	18	0	15	9	157	27	63	2485	138	269	28	342	86	14	2	13	775	11.6281
204	747	52	12	79	2	8	284	28	0	10	1	1424	160	5	0	9	249	22	0	0	1	0	0	0	0	5	0	1	0	0	54	5	10	412	31	7	1	0	0	0	6	1	163	7	0	6	0	9	1	87	0	147	1015	26	430	58	0	0	20	0	21	7	155	26	64	2478	107	247	31	338	68	19	0	16	818	-14.9883
204.5	846	53	3	79	2	7	248	23	0	3	1	1460	169	4	0	9	294	27	0	0	0	0	0	1	3	4	0	2	0	0	52	10	8	403	26	11	0	0	0	0	1	1	138	5	0	1	0	11	2	82	0	150	1033	9	436	63	0	0	19	0	26	13	158	19	68	2527	121	239	32	321	63	23	1	11	794	8.86652
205	948	44	9	77	2	7	241	17	1	9	0	1526	170	4	0	10	304	30	0	0	0	0	0	1	1	3	0	3	0	0	63	10	12	346	21	11	1	0	0	0	0	1	138	2	0	2	0	8	0	64	0	138	1040	17	422	58	0	0	22	0	29	6	157	23	69	2560	111	242	31	313	64	11	1	8	778	-0.1013
205.5	1055	53	12	79	0	12	201	20	0	3	0	1583	165	5	0	13	335	34	1	0	0	0	0	2	1	2	0	4	0	0	55	8	11	318	21	5	0	0	0	0	5	0	125	2	0	3	0	7	0	70	0	143	1036	14	396	68	0	0	20	0	20	7	155	27	60	2556	115	237	23	289	55	12	0	11	827	-125.11
206	1147	53	11	79	1	12	194	14	1	3	0	1612	172	5	0	7	372	34	2	0	1	0	0	2	2	3	0	0	0	0	56	5	11	300	15	11	1	0	1	0	3	2	112	1	0	3	0	5	0	49	0	141	1033	17	435	74	0	0	15	0	19	8	156	24	68	2628	105	210	26	294	58	7	2	11	776	-122.761
206.5	1248	60	10	79	2	5	186	8	1	6	0	1640	162	6	0	7	383	39	0	0	0	0	0	3	0	8	0	4	0	0	39	8	11	300	17	9	0	0	0	0	2	1	82	2	0	3	0	14	0	58	0	134	1051	9	394	60	1	0	19	0	23	8	158	21	68	2650	117	216	24	263	55	11	2	8	780	34.955
207	1341	51	8	78	5	7	196	11	0	2	0	1649	157	5	0	11	403	35	1	0	0	0	0	5	1	4	0	3	0	0	60	7	9	270	17	10	0	0	0	0	1	1	78	7	0	1	0	4	0	51	0	145	1038	10	383	67	0	1	10	0	26	9	158	19	63	2695	119	196	22	252	57	11	1	10	766	0.878141
207.5	1434	46	8	80	3	4	179	8	0	3	0	1700	160	6	0	8	409	35	1	0	0	0	0	1	2	4	0	2	1	0	56	4	5	245	22	5	0	0	0	0	0	2	69	3	0	1	1	12	1	54	0	140	1043	7	417	68	0	0	14	0	25	15	155	22	71	2723	87	178	13	272	36	12	1	13	765	62.6462
208	1534	42	6	84	1	9	177	8	0	3	2	1701	142	9	0	9	435	35	0	0	2	0	0	3	2	8	0	2	0	0	64	6	16	212	23	2	0	0	0	0	1	1	82	0	0	3	0	5	0	46	0	149	1042	8	378	64	1	0	8	1	31	6	154	23	65	2761	88	161	17	253	44	8	1	4	755	-40.0733
208.5	1639	56	10	81	1	4	170	9	0	1	1	1747	149	3	0	8	447	34	0	0	1	0	0	2	3	3	0	6	0	0	57	3	13	216	19	2	0	0	0	0	1	1	58	1	0	2	0	4	1	37	0	141	1049	8	367	58	1	0	24	0	24	10	151	25	68	2813	82	168	21	224	49	11	1	5	713	59.205
209	1725	47	12	78	3	6	169	6	0	6	2	1773	132	12	0	6	448	43	0	0	0	1	0	0	1	8	0	4	0	0	54	5	15	187	12	6	0	0	0	0	1	1	47	8	0	3	0	7	0	42	0	150	1036	10	373	65	0	0	14	0	17	6	154	22	71	2861	76	158	21	228	45	3	2	6	683	17.0209
209.5	1811	49	8	82	1	9	162	9	0	4	1	1777	140	6	0	13	465	36	1	0	0	0	0	4	0	7	0	4	0	0	60	7	16	178	11	4	0	0	0	0	2	2	44	2	0	1	0	5	0	38	0	152	1042	4	361	68	1	0	14	0	22	8	155	20	60	2897	72	153	15	216	45	6	0	6	667	-39.5296
210	1904	46	6	85	1	14	153	8	0	2	0	1795	142	9	0	7	483	30	3	0	0	0	0	1	1	8	0	2	0	0	59	7	12	158	13	4	0	0	0	0	1	0	48	1	0	3	0	6	0	43	0	144	1042	11	330	66	1	0	18	0	18	9	155	23	71	2955	87	146	17	212	32	7	3	4	630	-186.256
210.5	1982	57	5	87	0	6	170	6	0	2	0	1807	137	7	1	6	504	33	0	0	1	0	0	1	1	4	1	4	0	0	49	6	13	151	12	3	0	0	0	0	2	0	35	1	0	2	0	7	1	32	0	146	1043	7	316	60	0	0	21	0	26	9	151	26	71	2970	80	148	19	192	37	1	0	8	632	29.2301
211	2067	56	7	83	1	6	164	5	0	1	1	1815	130	9	1	8	510	33	2	0	0	0	0	1	0	7	0	7	0	0	54	9	16	137	15	1	0	0	0	0	0	0	32	3	0	1	0	1	0	36	0	148	1037	15	315	65	0	1	21	0	13	9	155	18	70	3004	84	144	9	197	20	4	1	3	621	17.1908
211.5	2139	52	13	82	0	5	156	9	0	1	0	1841	138	4	0	11	510	30	0	0	0	0	0	1	1	6	0	4	0	0	56	3	12	126	9	5	0	0	0	0	0	1	26	2	0	1	0	8	0	38	0	145	1041	13	299	73	1	0	18	0	15	12	151	25	68	3010	61	127	12	189	19	2	2	3	640	50.2457
212	2208	54	7	80	2	7	174	6	0	2	0	1852	139	5	0	8	496	30	0	0	0	0	0	2	5	11	0	2	0	0	54	6	17	110	12	4	0	0	0	0	0	0	32	1	0	0	0	7	0	24	0	148	1039	9	280	76	1	0	15	0	14	6	151	24	70	3080	68	146	16	174	17	7	2	6	559	3.6838
212.5	2269	57	8	82	1	10	153	3	0	2	1	1836	143	4	0	7	529	37	0	0	0	0	0	3	3	6	0	5	0	0	57	4	15	114	9	2	1	0	0	0	1	2	18	3	1	1	0	2	0	37	0	157	1031	10	257	71	1	0	13	0	18	7	154	23	68	3076	73	111	16	159	26	2	1	5	609	-64.2032
213	2323	59	7	86	1	9	147	6	0	1	0	1838	146	2	0	6	548	35	0	0	1	0	0	3	1	6	0	6	0	1	56	5	15	100	10	0	0	0	0	0	0	0	30	1	1	3	0	3	0	28	0	171	1019	8	256	76	0	0	13	0	13	8	153	22	71	3090	67	110	10	158	20	2	0	6	609	-38.3373
213.5	2384	52	7	84	0	3	145	5	1	1	0	1841	140	4	0	8	552	40	0	0	0	0	0	1	1	7	0	3	0	0	60	5	21	97	8	1	0	0	0	0	0	2	21	4	0	0	0	3	1	27	0	172	1024	4	248	82	1	0	12	0	11	8	155	16	71	3112	64	123	6	148	17	2	1	3	591	48.7862
214	2446	47	6	85	0	3	147	5	1	0	1	1832	136	5	0	7	561	46	1	0	0	0	0	3	0	5	1	4	0	0	61	8	15	85	6	2	0	0	0	0	1	1	23	2	0	2	0	6	0	32	0	178	1014	6	231	75	0	0	7	0	23	12	153	20	68	3162	58	90	11	147	23	2	0	6	564	63.3018
214.5	2504	46	4	88	0	11	158	7	0	0	0	1826	134	3	0	6	578	45	1	0	0	0	0	2	2	5	1	4	0	0	66	6	11	93	5	2	0	0	0	0	1	0	12	0	0	0	0	5	0	26	0	191	1000	10	273	81	0	0	10	0	18	14	153	22	71	3213	49	85	7	164	13	1	1	2	516	-78.1132
215	2567	53	5	88	1	6	129	6	0	3	0	1861	132	3	0	5	565	43	0	0	1	0	0	5	1	10	0	3	0	0	59	5	14	83	6	2	0	0	0	0	0	0	20	2	0	1	0	5	0	35	0	194	996	9	225	76	1	0	10	0	16	8	149	28	70	3229	43	82	5	147	16	3	0	5	517	31.426
215.5	2616	49	5	90	0	8	142	7	1	1	0	1855	117	3	0	9	583	45	0	0	1	0	0	2	0	8	0	5	0	0	63	4	12	78	5	2	0	0	0	0	0	0	24	3	0	2	0	4	1	22	0	192	999	8	234	85	0	0	9	0	7	10	146	32	69	3260	44	91	6	144	10	2	2	3	486	-0.207303
216	2678	52	4	90	1	8	151	8	0	1	0	1840	111	5	0	3	608	45	0	0	2	0	0	5	1	9	0	1	0	0	58	4	14	80	7	0	0	0	0	0	0	0	15	2	0	1	0	5	0	23	0	205	980	10	225	79	0	0	10	0	16	10	147	28	72	3296	53	68	1	138	14	2	2	7	480	-4.31161
216.5	2719	47	7	86	2	9	158	5	0	1	1	1807	109	4	0	7	641	50	0	0	2	0	0	1	0	10	0	1	0	0	65	5	11	72	6	0	0	0	0	0	0	0	16	0	0	2	0	4	0	21	0	205	989	6	224	76	0	0	12	0	17	13	151	23	71	3331	60	74	3	138	9	1	0	4	443	-26.7811
217	2758	51	1	82	3	4	161	5	0	1	0	1786	114	4	0	6	654	49	0	0	0	0	0	1	3	11	0	0	0	0	63	10	17	72	3	2	0	0	0	0	0	0	13	0	0	0	0	2	1	21	0	191	1002	6	209	74	0	0	15	0	20	11	151	18	73	3330	42	61	1	127	18	1	0	5	461	48.0486
217.5	2800	48	8	81	1	7	160	4	0	0	0	1789	114	5	0	10	653	45	0	0	1	0	0	3	4	11	0	3	0	0	62	6	14	66	4	2	0	0	0	0	0	0	13	1	0	0	0	5	0	24	0	209	977	10	200	77	0	0	13	0	14	15	152	18	67	3354	41	57	5	125	13	0	1	7	445	13.2799
218	2855	51	6	87	0	8	172	3	0	1	0	1787	110	5	0	5	657	50	1	0	0	0	0	1	1	9	0	5	0	1	60	6	19	66	5	0	0	0	0	0	0	0	11	1	0	0	0	4	0	19	0	216	977	5	212	81	0	0	9	0	14	11	149	20	74	3394	51	44	3	126	10	0	1	5	422	-10.5495
218.5	2897	52	6	84	1	10	178	3	0	0	0	1775	111	3	0	10	667	46	0	0	0	0	0	3	3	9	0	2	0	0	60	5	16	71	4	1	0	0	0	0	0	0	7	1	0	0	0	5	1	18	0	231	963	7	191	81	0	0	11	0	16	11	146	26	67	3403	43	45	8	115	10	0	0	3	418	-51.7813
219	2946	59	10	77	2	8	170	2	1	0	0	1797	114	2	0	8	659	40	3	0	0	0	0	1	2	6	0	3	0	0	51	7	14	65	4	1	0	0	0	0	0	1	16	3	0	0	0	7	1	21	0	237	946	13	174	85	0	0	6	0	14	13	144	27	71	3433	47	37	1	116	7	0	1	7	405	1.80075
219.5	2987	51	11	75	1	8	164	7	0	0	0	1766	125	1	0	6	659	40	3	0	0	0	0	0	3	12	0	3	0	0	63	9	21	66	3	1	0	0	0	0	0	0	14	1	0	0	0	5	1	26	0	233	956	11	160	80	0	0	8	0	13	8	146	24	74	3465	44	47	1	108	9	2	2	2	367	-11.7207
220	3018	48	5	76	2	7	174	4	0	2	0	1762	121	7	1	8	659	36	1	0	1	0	0	2	7	11	0	0	0	0	60	10	18	68	5	0	0	0	0	0	0	0	14	2	0	0	0	5	0	21	0	263	936	1	165	85	0	0	7	0	13	8	146	25	70	3487	50	42	2	103	10	2	1	3	353	9.22192
220.5	3054	51	11	76	2	9	174	5	0	0	0	1746	124	4	1	11	670	39	0	0	0	0	0	1	1	17	0	3	0	0	58	8	15	77	5	0	1	0	0	0	0	0	8	0	0	0	0	7	2	22	0	270	924	7	163	81	0	0	7	0	11	11	147	24	68	3495	46	33	4	103	5	1	1	2	358	-28.3344
221	3087	62	9	82	0	13	197	6	0	0	0	1748	124	2	1	9	669	40	2	0	0	0	0	2	1	12	0	3	0	0	53	6	16	72	3	1	0	0	0	0	1	1	8	0	0	1	0	3	1	17	0	272	923	6	158	79	0	0	9	0	14	10	147	26	68	3498	35	23	1	97	10	1	1	2	369	-145.124
221.5	3116	56	2	85	1	9	173	5	1	0	1	1769	126	4	1	4	653	44	3	0	0	0	0	1	2	10	0	3	0	0	49	10	17	68	4	0	0	0	0	0	0	0	15	0	0	0	0	10	0	26	0	282	910	8	141	88	0	0	4	0	12	9	148	24	74	3526	39	31	0	98	6	0	1	3	338	-32.793
222	3152	46	9	82	0	5	183	5	0	1	0	1727	123	5	1	8	683	45	3	0	0	0	0	2	1	10	0	1	0	0	64	8	18	81	3	1	0	0	0	0	0	0	5	1	0	0	0	5	0	15	0	282	909	8	153	82	0	0	11	0	12	11	149	21	70	3548	37	28	1	95	5	0	1	4	322	41.1726
222.5	3179	56	9	77	1	5	187	2	0	3	0	1741	123	2	1	8	673	40	1	0	0	0	0	3	4	10	0	2	0	0	58	8	17	80	3	0	0	0	0	0	1	1	6	2	0	1	0	4	0	18	0	282	908	12	140	87	0	0	8	0	9	11	150	20	68	3570	28	35	4	91	6	1	1	1	292	39.445
223	3212	60	12	74	0	4	202	3	0	2	0	1694	129	6	1	2	705	42	0	0	0	0	0	0	5	9	0	5	0	0	49	7	21	79	4	1	0	0	0	0	0	2	11	2	0	0	0	5	0	13	0	295	894	10	131	88	0	0	6	0	10	10	149	19	78	3585	29	36	0	85	8	0	1	4	285	47.9538
223.5	3242	57	11	74	1	7	205	4	0	1	0	1705	127	5	0	6	680	46	0	0	0	0	0	2	3	12	0	1	0	0	50	9	20	85	3	0	0	0	0	0	2	1	3	2	0	0	0	8	1	18	0	307	886	4	136	87	0	0	10	0	8	9	150	20	70	3596	29	26	2	82	6	0	2	5	287	4.18277
224	3265	58	7	76	2	11	217	3	2	0	0	1683	140	3	0	5	694	45	1	0	0	0	0	2	4	3	0	2	0	0	54	8	10	82	3	0	0	0	0	0	1	2	11	3	0	1	0	3	1	16	0	311	883	9	124	88	1	0	13	0	8	16	150	22	72	3593	29	16	0	82	4	0	1	0	304	-71.1479
224.5	3288	47	10	78	4	8	222	4	0	1	0	1691	139	4	0	11	656	46	0	0	0	0	0	1	1	13	0	4	0	0	59	4	20	77	4	0	0	0	0	0	0	1	13	2	0	0	0	10	2	14	0	309	883	10	118	90	1	0	3	0	7	5	147	24	68	3617	26	25	0	79	5	0	0	2	273	-17.0869
225	3309	55	5	81	1	3	228	3	0	1	1	1684	139	6	1	6	654	43	0	0	0	0	0	4	3	17	0	1	0	0	51	8	18	82	4	0	0	0	0	0	0	2	11	3	0	0	0	8	0	21	0	318	876	6	113	81	1	0	6	0	11	10	147	23	69	3628	25	13	2	80	3	0	1	3	273	66.1479
225.5	3337	51	7	83	1	11	241	2	2	0	1	1651	133	6	1	11	675	44	3	0	0	0	0	2	3	15	1	4	0	0	53	3	15	84	6	1	0	0	0	0	0	0	8	1	0	0	0	8	3	22	0	320	875	7	120	85	0	0	5	0	6	12	150	21	66	3667	28	22	1	80	4	0	0	2	225	-80.1059
226	3354	56	8	82	2	3	241	4	0	0	0	1656	139	2	1	13	676	43	1	0	0	0	0	1	4	8	0	2	0	0	54	3	16	98	5	0	1	0	1	0	1	0	3	1	0	0	0	8	1	16	0	323	872	8	120	88	1	0	2	0	15	10	147	24	65	3666	26	15	0	80	2	0	1	0	236	67.9961
226.5	3377	48	11	77	1	5	244	5	0	0	1	1656	132	8	1	8	664	50	2	0	0	0	0	1	3	11	0	2	0	0	60	8	10	91	7	0	0	0	0	0	0	0	11	2	0	0	0	4	0	18	0	326	866	10	113	91	0	0	7	0	5	18	149	21	70	3679	25	8	0	76	5	0	0	2	231	55.1643
227	3387	61	6	76	2	6	231	4	0	1	0	1670	127	3	1	7	672	48	3	0	0	0	0	3	4	10	0	1	0	0	49	9	14	94	5	1	0	0	0	0	0	1	11	1	0	0	0	7	2	20	0	332	864	7	111	86	0	0	8	0	11	10	149	24	70	3693	23	13	1	81	0	0	0	1	211	28.7925
227.5	3405	51	6	80	2	12	254	3	0	0	1	1628	125	6	1	12	678	48	0	0	1	0	0	1	6	12	0	1	0	0	56	6	17	96	7	0	0	0	0	0	0	0	9	4	0	0	0	7	0	20	0	329	865	8	101	84	0	0	6	0	12	7	155	18	66	3707	28	15	1	73	4	0	1	1	199	-121.676
228	3425	51	7	83	0	6	237	2	1	1	1	1657	133	1	1	9	671	52	1	0	0	0	0	0	3	6	0	0	0	0	54	6	18	96	6	0	0	0	0	0	1	0	11	0	0	0	0	13	1	17	0	319	876	7	105	99	0	0	6	0	8	9	153	19	69	3704	14	8	0	72	5	0	2	0	210	18.9544
228.5	3440	57	8	79	2	15	251	5	0	0	0	1651	128	3	1	9	683	48	0	0	1	0	0	1	3	10	0	1	0	0	57	7	6	92	7	0	0	0	0	0	0	1	7	3	0	0	0	3	0	21	0	323	867	11	104	97	0	0	5	0	3	13	152	26	70	3726	23	14	0	72	2	0	0	3	185	-218.343
229	3458	56	9	76	0	8	266	3	0	0	0	1639	125	5	1	9	679	53	0	0	0	0	0	2	7	11	0	1	0	0	50	5	8	93	9	1	0	0	0	0	0	0	3	0	0	0	0	9	3	17	0	336	860	8	105	99	0	0	4	0	5	14	149	28	69	3726	19	7	1	67	5	0	0	0	193	2.9453
229.5	3479	52	12	75	0	8	268	6	0	1	0	1633	122	4	1	7	671	59	0	0	0	0	0	3	5	19	0	0	0	0	57	8	13	80	8	0	0	0	0	0	0	0	9	3	0	1	0	7	0	14	0	343	856	5	101	85	0	0	5	0	7	10	149	27	70	3732	13	4	1	67	3	0	0	0	192	-5.96132
230	3492	49	10	76	1	7	251	8	0	1	0	1602	134	2	2	4	703	55	0	0	0	0	0	5	3	9	0	4	0	0	63	9	9	92	8	0	0	0	0	0	0	0	6	2	0	0	0	6	1	20	0	356	841	5	98	98	0	0	3	0	4	11	147	30	71	3757	26	9	0	66	2	0	1	1	165	20.8774
230.5	3507	61	3	78	1	7	256	6	1	1	2	1588	137	2	2	11	712	49	0	0	0	0	0	0	6	18	0	1	0	0	50	11	16	97	6	1	1	0	0	0	0	1	7	1	0	0	0	6	0	10	0	355	838	5	100	93	0	0	1	0	5	7	153	21	67	3756	7	8	0	62	5	1	2	4	167	0.568396
231	3525	61	9	82	1	7	259	9	0	0	1	1598	139	2	3	8	709	49	1	0	0	0	0	3	2	13	0	0	0	0	53	3	15	92	6	1	0	0	0	0	0	1	9	0	0	0	0	4	2	17	0	372	825	5	91	93	0	0	4	0	9	7	154	20	68	3778	18	8	0	65	2	0	0	2	146	-0.89813
231.5	3532	49	11	77	3	12	270	8	0	2	2	1583	139	3	2	7	715	46	1	0	0	0	0	4	4	9	0	0	0	0	61	5	11	90	6	0	0	0	0	0	1	0	10	2	0	0	0	7	0	11	0	374	819	10	84	93	0	0	3	0	12	6	152	26	66	3773	12	6	0	63	3	0	0	1	154	-124.377
232	3539	58	12	72	3	6	260	7	1	0	0	1594	140	3	2	6	712	44	1	0	0	0	0	5	3	12	0	0	0	0	42	7	15	97	5	1	0	0	0	0	1	0	8	1	0	0	0	16	3	13	0	389	811	4	94	92	0	0	5	0	9	6	153	21	68	3783	17	5	0	63	3	0	0	0	145	15.7791
232.5	3552	57	13	75	0	6	271	5	0	0	0	1570	138	2	2	10	706	50	2	0	0	0	0	3	4	12	1	3	0	0	53	7	17	99	6	2	0	0	0	0	0	0	11	2	0	0	0	8	1	14	0	399	799	5	94	90	0	0	7	0	3	5	152	24	67	3789	14	3	0	64	1	0	0	1	142	18.1909
233	3560	55	12	74	2	8	267	4	1	0	1	1579	136	2	2	11	704	53	2	0	0	0	0	3	4	6	0	0	0	0	54	7	11	105	6	2	0	0	0	0	0	0	11	3	0	0	0	8	1	16	0	404	790	7	81	89	1	0	9	0	10	10	154	21	65	3795	9	4	0	62	3	0	2	1	135	-12.3943
233.5	3571	60	6	80	0	5	265	4	1	0	0	1580	133	6	2	8	692	56	1	0	0	0	0	3	7	17	0	0	0	0	45	4	14	114	5	1	0	0	0	0	1	1	8	3	0	0	0	8	2	18	0	409	781	12	79	84	1	0	6	0	8	9	152	23	68	3805	8	5	0	61	4	0	2	0	124	40.9367
234	3585	52	14	74	2	3	270	4	0	0	0	1565	133	4	3	9	707	52	1	0	0	0	0	5	3	8	0	3	0	0	60	7	8	122	8	0	0	0	0	0	0	0	6	0	0	0	0	4	0	17	0	416	774	13	85	99	1	0	5	0	3	8	149	30	66	3821	14	8	0	61	2	0	0	1	107	74.9894
234.5	3597	59	11	78	1	11	272	7	0	0	0	1568	120	8	3	8	717	56	0	0	0	0	0	4	3	10	0	0	0	0	47	5	12	122	7	0	0	0	0	0	0	0	12	1	0	0	0	6	2	9	0	443	755	5	86	94	0	1	8	0	6	3	152	29	68	3825	11	6	0	57	5	0	1	0	106	-99.4992
235	3606	52	9	78	0	7	262	4	1	1	1	1548	123	1	3	8	723	57	0	0	0	0	0	6	6	13	0	0	0	0	57	5	13	122	5	1	0	0	0	0	0	1	9	2	0	2	0	9	1	15	0	442	752	9	82	97	0	0	3	0	3	7	155	22	65	3822	3	5	0	59	2	0	0	1	111	1.20333
235.5	3615	51	7	85	0	8	252	7	0	0	1	1556	124	6	3	6	749	45	1	0	0	0	0	6	2	7	0	0	0	0	55	2	11	124	3	2	1	0	0	0	1	3	6	3	0	0	0	8	1	14	0	442	746	13	78	102	0	0	3	0	3	7	153	26	66	3831	11	1	0	57	2	0	1	2	108	-14.3541
236	3619	53	8	83	0	8	242	9	0	0	0	1550	130	2	3	2	752	49	0	0	0	0	0	2	1	12	0	0	0	0	55	5	12	125	6	0	0	0	0	0	0	1	4	1	0	0	0	10	2	24	0	456	743	5	79	95	0	0	9	0	3	9	155	21	76	3823	3	3	0	57	1	0	0	0	115	-15.7632
