# time 'Ca2+(a)' 'D(ser137~p,thr34~p,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~p,thr34~u,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~p,thr34~u,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~u,thr34~p,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~u,thr34~p,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~u,thr34~u,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~u,thr34~u,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'PP2A(ca!0,pSite~p),Ca2+(a!0)' 'PP2A(ca!0,pSite~u!1),Ca2+(a!0),PKA(a!1)' 'PP2A(ca!0,pSite~u),Ca2+(a!0)' 'PP2B(ca1!0,ca2!1,ca3,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1!0,ca2,ca3!1,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1!0,ca2,ca3,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2!0,ca3!1,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2!0,ca3,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2,ca3!0,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'D(ser137~p!0,thr34~p,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PP2C(a!0)' 'D(ser137~p,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PKA(a!0)' 'D(ser137~u!0,thr34~u,thr75~p!1),PP2A(ca!2,pSite~u!1),CK1(pSite~u!0),Ca2+(a!2)' 'D(ser137~u,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~p!1),Ca2+(a!2),PKA(a!0)' 'D(ser137~u,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PKA(a!0)' 'PP2B(ca1!0,ca2!1,ca3!2,ca4!3,state~a),Ca2+(a!0),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),CK1(pSite~p!0),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~p,thr34~p!0,thr75~p),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~p,thr34~p!0,thr75~u),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~u,thr34~p!0,thr75~p),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~u,thr34~p!0,thr75~u),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!0),D(ser137~p,thr34~p!0,thr75~u!1),CDK5(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!0),D(ser137~u,thr34~p!0,thr75~u!1),CDK5(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!1),D(ser137~p!0,thr34~p!1,thr75~u),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5),PP2C(a!0)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!1),D(ser137~u!0,thr34~p!1,thr75~u),CK1(pSite~u!0),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!3,ca2!4,ca3!5,ca4!6,state~a!1),D(ser137~u!0,thr34~p!1,thr75~u!2),CK1(pSite~u!0),CDK5(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5),Ca2+(a!6)'
 4.500000E+01 11 0 0 0 0 0 0 0 0 0 0 20 14 10 19 15 20 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 4.550000E+01 8 0 0 0 0 0 0 0 0 0 0 14 12 19 17 18 16 0 0 0 0 0 15 1 0 0 0 0 0 0 0 0 0
 4.600000E+01 6 0 0 0 0 0 0 1 0 0 0 20 14 20 18 19 22 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 4.650000E+01 12 0 0 0 0 0 0 1 0 0 0 22 20 17 23 15 13 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 4.700000E+01 7 0 0 0 0 0 0 0 0 0 0 16 28 18 21 12 12 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 4.750000E+01 15 0 0 0 0 0 0 0 0 0 0 18 22 15 23 18 15 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 4.800000E+01 5 0 0 0 0 0 0 0 0 0 0 22 19 9 18 25 16 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 4.850000E+01 9 0 0 0 0 0 0 0 0 0 0 31 22 12 16 17 16 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 4.900000E+01 9 0 0 0 0 0 0 0 0 0 0 22 14 19 21 17 19 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 4.950000E+01 7 0 0 0 0 0 0 0 0 0 0 18 15 26 18 13 18 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 5.000000E+01 5 0 0 0 0 0 0 0 0 0 0 16 17 19 15 11 24 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 5.050000E+01 8 0 0 0 0 0 0 0 0 0 0 17 17 20 21 16 19 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 5.100000E+01 7 0 0 0 0 0 0 0 0 0 0 20 16 18 13 17 20 0 0 0 0 0 9 4 0 0 0 0 0 0 0 0 0
 5.150000E+01 10 0 0 0 0 0 0 0 0 0 0 19 16 15 24 12 24 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 5.200000E+01 6 0 0 0 0 0 0 0 0 0 0 21 19 18 20 16 12 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 5.250000E+01 8 0 0 0 0 0 0 0 0 0 0 22 18 13 22 14 16 0 0 0 0 0 8 4 0 0 0 0 0 0 0 0 0
 5.300000E+01 11 0 0 0 0 0 0 0 0 0 0 17 18 10 22 12 17 0 0 0 0 0 12 3 0 0 0 0 0 0 0 0 0
 5.350000E+01 8 0 0 0 0 0 0 0 0 0 0 18 17 13 16 16 22 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 5.400000E+01 12 0 0 0 0 0 0 0 0 0 0 14 19 13 15 24 25 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 5.450000E+01 12 0 0 0 0 0 0 0 0 0 0 20 14 20 15 21 14 0 0 0 0 0 12 3 0 0 0 0 0 0 0 0 0
 5.500000E+01 11 0 0 0 0 0 0 0 0 0 0 18 15 16 21 23 17 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 5.550000E+01 8 0 0 0 0 0 0 0 0 0 0 17 15 18 15 23 16 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0
 5.600000E+01 10 0 0 0 0 0 0 0 0 0 0 19 16 18 18 17 18 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 5.650000E+01 17 0 0 0 0 0 0 0 0 0 0 18 18 16 15 19 21 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 5.700000E+01 5 0 0 0 0 0 0 0 0 0 0 16 15 19 15 17 18 0 0 0 0 0 16 2 0 0 0 0 0 0 0 0 0
 5.750000E+01 6 0 0 0 0 0 0 0 0 0 0 20 17 18 21 17 17 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 5.800000E+01 3 0 0 0 0 0 0 0 0 0 0 21 15 21 19 14 23 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 5.850000E+01 9 0 0 0 0 0 0 0 0 0 0 19 12 11 23 14 23 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 5.900000E+01 8 0 0 0 0 0 0 0 0 0 0 13 19 13 18 18 13 0 0 0 0 0 16 2 0 0 0 0 0 0 0 0 0
 5.950000E+01 9 0 0 0 0 0 0 0 0 0 1 15 23 7 18 23 14 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
 6.000000E+01 9 0 0 0 0 0 0 1 0 0 0 20 19 12 15 24 16 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 6.050000E+01 5 0 0 0 0 0 0 0 0 0 0 22 16 16 18 22 15 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 6.100000E+01 8 0 0 0 0 0 0 0 0 0 0 21 16 13 12 16 20 0 0 0 0 0 12 3 0 0 0 0 0 0 0 0 0
 6.150000E+01 7 0 0 0 0 0 0 0 0 0 0 17 13 15 22 19 20 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 6.200000E+01 6 0 0 0 0 0 0 0 0 0 0 13 20 18 19 17 18 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 6.250000E+01 7 0 0 0 0 0 0 0 0 0 0 9 14 23 16 19 20 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 6.300000E+01 5 0 0 0 0 0 0 0 0 0 0 20 14 22 15 16 18 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 6.350000E+01 5 0 0 0 0 0 0 0 0 0 0 14 18 20 17 13 18 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 6.400000E+01 10 0 0 0 0 0 0 0 0 0 0 19 17 14 11 17 18 0 0 0 0 0 10 3 0 0 0 0 0 0 0 0 0
 6.450000E+01 10 0 0 0 0 0 0 0 0 0 0 16 19 15 16 14 11 0 0 0 0 0 14 3 0 0 0 0 0 0 0 0 0
 6.500000E+01 7 0 0 0 0 0 0 0 0 0 1 19 24 13 21 9 10 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 6.550000E+01 14 0 0 0 0 0 0 0 0 0 1 16 23 16 19 12 12 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 6.600000E+01 10 0 0 0 0 0 0 1 0 0 0 16 18 16 20 12 13 0 0 0 0 0 11 3 0 0 0 0 0 0 0 0 0
 6.650000E+01 9 0 0 0 0 0 0 0 0 0 0 16 22 18 21 13 14 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0
 6.700000E+01 6 0 0 0 0 0 0 0 0 0 0 16 12 25 19 9 21 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 6.750000E+01 11 0 0 0 0 0 0 0 0 0 1 21 18 14 9 14 19 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0
 6.800000E+01 4 0 0 0 0 0 0 0 0 0 1 17 17 21 11 20 19 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 6.850000E+01 8 0 0 0 0 0 0 0 0 0 0 20 17 16 18 13 17 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 6.900000E+01 7 0 0 0 0 0 0 0 0 0 0 16 14 16 20 16 12 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0
 6.950000E+01 7 0 0 0 0 0 0 0 0 0 0 17 17 11 24 11 16 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 7.000000E+01 9 0 0 0 0 0 0 0 0 0 0 18 13 14 17 20 15 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 7.050000E+01 9 0 0 0 0 0 0 0 0 0 0 14 12 18 18 16 14 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 7.100000E+01 4 0 0 0 0 0 0 0 0 0 1 13 12 22 18 12 22 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 7.150000E+01 7 0 0 0 0 0 0 0 0 0 1 12 21 15 17 12 22 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 7.200000E+01 3 0 0 0 0 0 0 1 0 0 0 12 21 14 17 14 17 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 7.250000E+01 6 0 0 0 0 0 0 1 0 0 0 19 14 14 12 21 16 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 7.300000E+01 5 0 0 0 0 0 0 0 0 0 0 25 17 20 12 14 18 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 7.350000E+01 9 0 0 0 0 0 0 0 0 0 0 17 16 16 19 17 20 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 7.400000E+01 6 0 0 0 0 0 0 0 0 0 0 15 17 11 23 11 25 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 7.450000E+01 4 0 0 0 0 0 0 0 0 0 0 17 17 15 17 15 19 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 7.500000E+01 6 0 0 0 0 0 0 0 0 0 0 14 17 20 13 19 23 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 7.550000E+01 14 0 0 0 0 0 0 0 0 0 0 16 17 21 13 24 21 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0
 7.600000E+01 5 0 0 0 0 0 0 0 0 0 0 23 12 20 19 17 10 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 7.650000E+01 6 0 0 0 0 0 0 0 0 0 0 26 18 23 19 14 12 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0
 7.700000E+01 5 0 0 0 0 0 0 0 0 0 0 24 11 12 19 14 15 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 7.750000E+01 13 0 0 0 0 0 0 0 0 0 0 18 13 12 20 18 12 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 7.800000E+01 12 0 0 0 0 0 0 0 0 0 1 10 14 12 17 23 16 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 7.850000E+01 7 0 0 0 0 0 0 0 0 0 1 13 10 21 15 17 19 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 7.900000E+01 6 0 0 0 0 0 0 0 0 0 1 13 12 19 13 25 22 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 7.950000E+01 12 0 0 0 0 0 0 0 0 0 1 19 16 12 13 16 19 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 8.000000E+01 11 0 0 0 0 0 0 0 0 0 1 21 14 10 16 14 17 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 8.050000E+01 11 0 0 0 0 0 0 0 0 0 0 18 17 12 17 13 16 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 8.100000E+01 5 0 0 0 0 0 0 0 0 0 0 12 17 17 18 16 14 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 8.150000E+01 9 0 0 0 0 0 0 0 0 0 0 17 15 16 18 11 16 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 8.200000E+01 7 0 0 0 0 0 0 0 0 0 0 14 25 16 23 10 16 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 8.250000E+01 7 0 0 0 0 0 0 1 0 0 0 11 18 18 16 14 12 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0
 8.300000E+01 10 0 0 0 0 0 0 0 0 0 1 16 17 16 19 14 19 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 8.350000E+01 8 0 0 0 0 0 0 0 0 0 0 16 20 15 14 13 20 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 8.400000E+01 9 0 0 0 0 0 0 0 0 0 0 19 23 15 14 12 17 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 8.450000E+01 6 0 0 0 0 0 0 0 0 0 0 22 24 14 18 14 14 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 8.500000E+01 8 0 0 0 0 0 0 0 0 0 0 23 22 13 17 10 18 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 8.550000E+01 8 0 0 0 0 0 0 0 0 0 0 18 26 18 11 16 18 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 8.600000E+01 7 0 0 0 0 0 0 0 0 0 0 13 25 17 15 14 20 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 8.650000E+01 8 0 0 0 0 0 0 0 0 0 0 16 27 14 12 14 16 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 8.700000E+01 12 0 0 0 0 0 0 1 0 0 0 21 22 18 14 13 22 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 8.750000E+01 11 0 0 0 0 0 0 1 0 0 0 20 14 17 18 21 17 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 8.800000E+01 12 0 0 0 0 0 0 0 0 0 1 20 14 17 16 20 14 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 8.850000E+01 16 0 0 0 0 0 0 0 0 0 1 17 22 14 15 20 16 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 8.900000E+01 13 0 0 0 0 0 0 0 0 0 1 21 22 15 15 16 14 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 8.950000E+01 11 0 0 0 0 0 0 0 0 0 0 16 26 12 17 14 19 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 9.000000E+01 15 0 0 0 0 0 0 0 0 0 0 11 17 13 25 18 12 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
 9.050000E+01 6 0 0 0 0 0 0 0 0 0 0 18 23 13 19 24 12 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 9.100000E+01 7 0 0 0 0 0 0 0 0 0 0 22 15 15 21 22 9 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0
 9.150000E+01 9 0 0 0 0 0 0 0 0 0 0 19 13 18 19 12 20 0 0 0 0 0 12 3 0 0 0 0 0 0 0 0 0
 9.200000E+01 8 0 0 0 0 0 0 0 0 0 0 19 16 11 23 18 16 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 9.250000E+01 8 0 0 0 0 0 0 0 0 0 0 20 22 17 17 17 16 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 9.300000E+01 7 0 0 0 0 0 0 0 0 0 1 19 18 16 12 22 19 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 9.350000E+01 10 0 0 0 0 0 0 0 0 0 0 24 16 16 16 22 13 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 9.400000E+01 12 0 0 0 0 0 0 0 0 0 0 24 12 16 20 23 15 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 9.450000E+01 5 0 0 0 0 0 0 0 0 0 0 20 16 19 17 18 13 0 0 0 0 0 16 2 0 0 0 0 0 0 0 0 0
 9.500000E+01 11 0 0 0 0 0 0 0 0 0 0 30 21 13 12 16 17 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0
 9.550000E+01 9 0 0 0 0 0 0 0 0 0 1 22 24 19 12 20 19 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 9.600000E+01 14 0 0 0 0 0 0 0 0 0 1 17 21 11 13 14 27 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 9.650000E+01 5 0 0 0 0 0 0 0 0 0 1 22 20 15 15 19 20 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 9.700000E+01 6 0 0 0 0 0 0 0 0 0 1 20 19 19 10 17 21 0 0 0 0 0 15 2 0 0 0 0 0 0 0 0 0
 9.750000E+01 9 0 0 0 0 0 0 0 0 0 1 20 18 17 13 13 17 0 0 0 0 0 17 3 0 0 0 0 0 0 0 0 0
 9.800000E+01 7 0 0 0 0 0 0 0 0 0 0 17 18 32 9 18 20 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 9.850000E+01 7 0 0 0 0 0 0 0 0 0 0 14 20 26 14 21 16 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 9.900000E+01 10 0 0 0 0 0 0 0 0 0 0 15 20 22 16 22 19 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 9.950000E+01 6 0 0 0 0 0 0 0 0 0 0 17 11 19 16 19 19 0 0 0 0 0 18 2 0 0 0 0 0 0 0 0 0
 1.000000E+02 9 0 0 0 0 0 0 0 0 0 0 26 10 12 19 25 12 0 0 0 0 0 17 1 0 0 0 0 0 0 0 0 0
 1.005000E+02 6 0 0 0 0 0 0 0 0 0 0 17 11 21 22 27 14 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 1.010000E+02 7 0 0 0 0 0 0 0 0 0 0 17 20 20 18 19 19 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.015000E+02 8 0 0 0 0 0 0 0 0 0 0 13 22 18 21 23 16 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.020000E+02 11 0 0 0 0 0 0 0 0 0 0 13 14 20 17 20 19 0 0 0 0 0 16 1 0 0 0 0 0 0 0 0 0
 1.025000E+02 7 0 0 0 0 0 0 0 0 0 0 19 23 22 17 16 15 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.030000E+02 12 0 0 0 0 0 0 0 0 0 0 26 17 19 21 14 14 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0
 1.035000E+02 7 0 0 0 0 0 0 0 0 0 0 15 18 20 14 13 19 0 0 0 0 0 15 3 0 0 0 0 0 0 0 0 0
 1.040000E+02 3 0 0 0 0 0 0 0 0 0 0 17 18 22 18 15 18 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.045000E+02 7 0 0 0 0 0 0 0 0 0 0 14 20 21 22 14 14 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.050000E+02 8 0 0 0 0 0 0 0 0 0 0 12 17 19 20 15 17 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0
 1.055000E+02 8 0 0 0 0 0 0 0 0 0 0 13 18 14 20 15 23 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.060000E+02 8 0 0 0 0 0 0 0 0 0 0 19 18 17 17 19 22 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0
 1.065000E+02 11 0 0 0 0 0 0 0 0 0 0 15 18 20 21 22 17 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0
 1.070000E+02 9 0 0 0 0 0 0 0 0 0 0 15 16 18 20 15 22 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.075000E+02 11 0 0 0 0 0 0 0 0 0 0 16 17 17 16 12 17 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 1.080000E+02 10 0 0 0 0 0 0 0 0 0 0 14 24 18 15 14 24 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.085000E+02 16 0 0 0 0 0 0 0 0 0 0 17 15 18 18 18 20 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.090000E+02 14 0 0 0 0 0 0 0 0 0 0 15 13 20 17 17 13 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.095000E+02 7 0 0 0 0 0 0 0 0 0 0 17 17 20 16 18 12 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.100000E+02 12 0 0 0 0 0 0 0 0 0 0 12 15 15 17 26 15 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.105000E+02 12 0 0 0 0 0 0 0 0 0 0 19 17 21 13 19 14 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 1.110000E+02 10 0 0 0 0 0 0 0 0 0 0 20 16 18 17 14 13 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.115000E+02 7 0 0 0 0 0 0 0 0 0 0 19 12 17 16 20 14 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.120000E+02 6 0 0 0 0 0 0 0 0 0 0 16 20 8 18 15 15 0 0 0 0 0 15 1 0 0 0 0 0 0 0 0 0
 1.125000E+02 11 0 0 0 0 0 0 0 0 0 0 21 19 11 15 16 13 0 0 0 0 0 10 3 0 0 0 0 0 0 0 0 0
 1.130000E+02 10 0 0 0 0 0 0 0 0 0 1 21 17 13 19 12 15 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.135000E+02 8 0 0 0 0 0 0 0 0 0 1 15 20 15 24 17 13 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.140000E+02 10 0 0 0 0 0 0 0 0 0 0 20 15 15 22 14 10 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.145000E+02 8 0 0 0 0 0 0 0 0 0 0 17 13 16 22 19 9 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.150000E+02 7 0 0 0 0 0 0 0 0 0 0 11 15 22 18 17 15 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.155000E+02 7 0 0 0 0 0 0 0 0 0 0 16 19 22 16 17 17 0 0 0 0 0 4 3 0 0 0 0 0 0 0 0 0
 1.160000E+02 7 0 0 0 0 0 0 0 0 0 0 11 17 15 16 18 20 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.165000E+02 5 0 0 0 0 0 0 0 0 0 0 17 19 20 16 10 20 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.170000E+02 5 0 0 0 0 0 0 0 0 0 0 20 16 24 20 12 16 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.175000E+02 4 0 0 0 0 0 0 0 0 0 0 18 14 25 22 13 11 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 1.180000E+02 5 0 0 0 0 0 0 0 0 0 0 17 16 26 17 14 12 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0
 1.185000E+02 10 0 0 0 0 0 0 0 0 0 0 14 13 18 19 18 11 0 0 0 0 0 11 4 0 0 0 0 0 0 0 0 0
 1.190000E+02 5 0 0 0 0 0 0 0 0 0 0 17 16 19 21 21 14 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.195000E+02 14 0 0 0 0 0 0 0 0 0 0 17 10 17 23 18 18 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.200000E+02 12 0 0 0 0 0 0 0 0 0 0 12 10 20 22 20 16 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
 1.205000E+02 9 0 0 0 0 0 0 0 0 0 0 19 17 18 14 24 16 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.210000E+02 4 0 0 0 0 0 0 0 0 0 1 14 16 21 20 21 18 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.215000E+02 8 0 0 0 0 0 0 1 0 0 0 17 17 23 20 10 16 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 1.220000E+02 12 0 0 0 0 0 0 0 0 0 1 22 22 19 19 9 18 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.225000E+02 5 0 0 0 0 0 0 0 0 0 1 18 23 18 16 10 21 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
