# time 'Ca2+(a)' 'D(ser137~p,thr34~p,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~p,thr34~u,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~p,thr34~u,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~u,thr34~p,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~u,thr34~p,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'D(ser137~u,thr34~u,thr75~p!0),PP2A(ca!1,pSite~p!0),Ca2+(a!1)' 'D(ser137~u,thr34~u,thr75~p!0),PP2A(ca!1,pSite~u!0),Ca2+(a!1)' 'PP2A(ca!0,pSite~p),Ca2+(a!0)' 'PP2A(ca!0,pSite~u!1),Ca2+(a!0),PKA(a!1)' 'PP2A(ca!0,pSite~u),Ca2+(a!0)' 'PP2B(ca1!0,ca2!1,ca3,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1!0,ca2,ca3!1,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1!0,ca2,ca3,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2!0,ca3!1,ca4,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2!0,ca3,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'PP2B(ca1,ca2,ca3!0,ca4!1,state~i),Ca2+(a!0),Ca2+(a!1)' 'D(ser137~p!0,thr34~p,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PP2C(a!0)' 'D(ser137~p,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PKA(a!0)' 'D(ser137~u!0,thr34~u,thr75~p!1),PP2A(ca!2,pSite~u!1),CK1(pSite~u!0),Ca2+(a!2)' 'D(ser137~u,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~p!1),Ca2+(a!2),PKA(a!0)' 'D(ser137~u,thr34~u!0,thr75~p!1),PP2A(ca!2,pSite~u!1),Ca2+(a!2),PKA(a!0)' 'PP2B(ca1!0,ca2!1,ca3!2,ca4!3,state~a),Ca2+(a!0),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),CK1(pSite~p!0),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~p,thr34~p!0,thr75~p),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~p,thr34~p!0,thr75~u),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~u,thr34~p!0,thr75~p),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!1,ca2!2,ca3!3,ca4!4,state~a!0),D(ser137~u,thr34~p!0,thr75~u),Ca2+(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!0),D(ser137~p,thr34~p!0,thr75~u!1),CDK5(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!0),D(ser137~u,thr34~p!0,thr75~u!1),CDK5(a!1),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!1),D(ser137~p!0,thr34~p!1,thr75~u),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5),PP2C(a!0)' 'PP2B(ca1!2,ca2!3,ca3!4,ca4!5,state~a!1),D(ser137~u!0,thr34~p!1,thr75~u),CK1(pSite~u!0),Ca2+(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5)' 'PP2B(ca1!3,ca2!4,ca3!5,ca4!6,state~a!1),D(ser137~u!0,thr34~p!1,thr75~u!2),CK1(pSite~u!0),CDK5(a!2),Ca2+(a!3),Ca2+(a!4),Ca2+(a!5),Ca2+(a!6)'
 1.230000E+02 5 0 0 0 0 0 0 1 0 0 1 14 27 17 17 11 16 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.235000E+02 10 0 0 0 0 0 0 0 0 0 1 16 18 15 16 20 20 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.240000E+02 11 0 0 0 0 0 0 0 0 0 0 20 13 16 16 25 18 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.245000E+02 8 0 0 0 0 0 0 0 0 0 0 16 17 9 17 24 20 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 1.250000E+02 11 0 0 0 0 0 0 0 0 0 0 14 20 12 11 20 22 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.255000E+02 11 0 0 0 0 0 0 0 0 0 0 16 22 16 12 10 15 0 0 0 0 0 13 2 0 0 0 0 0 0 0 0 0
 1.260000E+02 7 0 0 0 0 0 0 0 0 0 0 22 14 15 18 13 18 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.265000E+02 8 0 0 0 0 0 0 0 0 0 0 26 13 20 17 14 16 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.270000E+02 5 0 0 0 0 0 0 0 0 0 0 20 12 15 17 22 17 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.275000E+02 9 0 0 0 0 0 0 0 0 0 0 10 15 15 21 21 19 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
 1.280000E+02 10 0 0 0 0 0 0 0 0 0 0 17 21 18 17 20 16 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.285000E+02 13 0 0 0 0 0 0 0 0 0 0 17 15 26 16 16 13 0 0 0 0 0 11 4 0 0 0 0 0 0 0 0 0
 1.290000E+02 8 0 0 0 0 0 0 0 0 0 0 20 15 28 13 19 16 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 1.295000E+02 13 0 0 0 0 0 0 1 0 0 0 16 15 21 15 17 24 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.300000E+02 10 0 0 0 0 0 0 0 0 0 0 18 21 19 13 16 18 0 0 0 0 0 13 2 0 0 0 0 0 0 0 0 0
 1.305000E+02 4 0 0 0 0 0 0 0 0 0 0 15 17 26 12 26 19 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.310000E+02 10 0 0 0 0 0 0 0 0 0 0 11 15 19 26 17 16 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 1.315000E+02 10 0 0 0 0 0 0 0 0 0 0 19 16 19 19 17 17 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 1.320000E+02 6 0 0 0 0 0 0 0 0 0 0 18 21 18 18 24 17 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 1.325000E+02 12 0 0 0 0 0 0 0 0 0 0 20 18 17 22 18 17 0 0 0 0 0 6 3 0 0 0 0 0 0 0 0 0
 1.330000E+02 6 0 0 0 0 0 0 0 0 0 0 20 15 19 18 20 13 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.335000E+02 10 0 0 0 0 0 0 0 0 0 0 17 17 16 18 22 16 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 1.340000E+02 15 0 0 0 0 0 0 0 0 0 0 16 12 18 17 19 18 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.345000E+02 7 0 0 0 0 0 0 0 0 0 0 16 16 15 12 21 18 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 1.350000E+02 7 0 0 0 0 0 0 0 0 0 0 21 15 13 19 20 22 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
 1.355000E+02 11 0 0 0 0 0 0 0 0 0 0 18 16 15 17 14 20 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.360000E+02 10 0 0 0 0 0 0 0 0 0 0 21 13 12 17 15 16 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 1.365000E+02 7 0 0 0 0 0 0 0 0 0 1 16 13 24 13 14 21 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0
 1.370000E+02 11 0 0 0 0 0 0 0 0 0 2 15 17 20 15 15 14 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.375000E+02 9 0 0 0 0 0 0 0 0 0 1 17 16 17 15 15 14 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.380000E+02 7 0 0 0 0 0 0 1 0 0 0 19 13 21 19 17 10 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.385000E+02 16 0 0 0 0 0 0 0 0 0 1 18 18 17 19 10 17 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 1.390000E+02 6 0 0 0 0 0 0 0 0 0 1 16 14 24 18 11 19 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 1.395000E+02 11 0 0 1 0 0 0 0 0 0 0 14 19 18 10 7 27 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.400000E+02 7 0 0 0 0 0 0 0 0 0 0 18 19 17 13 6 19 0 0 0 0 0 13 3 0 0 0 0 0 0 0 0 0
 1.405000E+02 8 0 0 0 0 0 0 0 0 0 0 14 19 23 16 14 18 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.410000E+02 8 0 0 0 0 0 0 0 0 0 0 17 17 15 20 15 16 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
 1.415000E+02 7 0 0 0 0 0 0 0 0 0 0 12 19 15 15 14 23 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 1.420000E+02 5 0 0 0 0 0 0 0 0 0 0 14 22 15 18 14 19 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.425000E+02 8 0 0 0 0 0 0 0 0 0 0 12 20 19 18 16 17 0 0 0 0 0 9 4 0 0 0 0 0 0 0 0 0
 1.430000E+02 6 0 0 0 0 0 0 0 0 0 0 19 16 17 18 19 20 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.435000E+02 15 0 0 0 0 0 0 0 0 0 0 12 21 15 19 24 14 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.440000E+02 11 0 0 0 0 0 0 0 0 0 0 11 21 15 11 23 20 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.445000E+02 11 0 0 0 0 0 0 0 0 0 0 16 13 18 13 21 21 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.450000E+02 7 0 0 0 0 0 0 0 0 0 0 17 15 19 14 16 20 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 1.455000E+02 11 0 0 0 0 0 0 0 0 0 0 20 19 18 12 18 12 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.460000E+02 4 0 0 0 0 0 0 0 0 0 0 20 16 18 16 24 13 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 1.465000E+02 8 0 0 0 0 0 0 0 0 0 0 17 15 25 16 19 9 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.470000E+02 10 0 0 0 0 0 0 0 0 0 1 14 13 20 14 24 19 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.475000E+02 10 0 0 0 0 0 0 0 0 0 1 16 14 21 14 22 21 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0
 1.480000E+02 9 0 0 0 0 0 0 0 0 0 0 18 16 10 15 20 19 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.485000E+02 5 0 0 0 0 0 0 0 0 0 0 11 18 18 17 18 20 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.490000E+02 5 0 0 0 0 0 0 0 0 0 0 14 15 14 15 20 12 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 1.495000E+02 5 0 0 0 0 0 0 0 0 0 0 16 18 17 22 15 17 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.500000E+02 5 0 0 0 0 0 0 0 0 0 0 19 19 20 19 19 11 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.505000E+02 7 0 0 0 0 0 0 0 0 0 0 22 14 21 17 18 12 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.510000E+02 11 0 0 0 0 0 0 0 0 0 0 16 14 13 18 17 21 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.515000E+02 6 0 0 0 0 0 0 0 0 0 0 19 15 16 16 13 19 0 0 0 0 0 10 3 0 0 0 0 0 0 0 0 0
 1.520000E+02 6 0 0 0 0 0 0 0 0 0 0 20 18 17 11 13 15 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 1.525000E+02 8 0 0 0 0 0 0 0 0 0 0 15 20 14 7 19 23 0 0 0 0 0 11 3 0 0 0 0 0 0 0 0 0
 1.530000E+02 11 0 0 0 0 0 0 0 0 0 0 15 13 14 12 20 22 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 1.535000E+02 11 0 0 0 0 0 0 0 0 0 0 15 17 19 14 20 19 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.540000E+02 10 0 0 0 0 0 0 0 0 0 0 10 11 24 18 15 21 0 0 0 0 0 11 3 0 0 0 0 0 0 0 0 0
 1.545000E+02 12 0 0 0 0 0 0 0 0 0 0 12 22 22 17 17 17 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.550000E+02 9 0 0 0 0 0 0 0 0 0 0 19 18 25 20 11 13 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.555000E+02 12 0 0 0 0 0 0 0 0 0 0 21 17 23 18 11 13 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.560000E+02 13 0 0 0 0 0 0 0 0 0 0 16 11 26 15 14 19 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.565000E+02 10 0 0 0 0 0 0 0 0 0 0 22 14 25 16 17 17 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.570000E+02 7 0 0 0 0 0 0 0 0 0 0 21 18 19 17 15 17 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.575000E+02 11 0 0 0 0 0 0 0 0 0 0 22 25 16 17 13 11 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.580000E+02 12 0 0 0 0 0 0 0 0 0 0 14 18 21 14 17 15 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0
 1.585000E+02 7 0 0 0 0 0 0 0 0 0 0 10 20 17 20 11 13 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
 1.590000E+02 5 0 0 0 0 0 0 0 0 0 0 10 24 18 26 18 13 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0
 1.595000E+02 8 0 0 0 0 0 0 0 0 0 1 9 21 10 27 15 20 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0
 1.600000E+02 9 0 0 0 0 0 0 1 0 0 0 15 19 11 22 16 22 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.605000E+02 8 0 0 0 0 0 0 0 0 0 0 12 28 14 17 19 12 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 1.610000E+02 5 0 0 0 0 0 0 0 0 0 0 16 26 17 17 18 9 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.615000E+02 8 0 0 0 0 0 0 0 0 0 0 13 27 15 21 16 10 0 0 0 0 0 6 3 0 0 0 0 0 0 0 0 0
 1.620000E+02 6 0 0 0 0 0 0 0 0 0 0 13 17 23 18 12 12 0 0 0 0 0 9 5 0 0 0 0 0 0 0 0 0
 1.625000E+02 8 0 0 0 0 0 0 0 0 0 0 11 14 24 17 14 18 0 0 0 0 0 7 5 0 0 0 0 0 0 0 0 0
 1.630000E+02 5 0 0 0 0 0 0 0 0 0 0 10 15 23 18 19 22 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.635000E+02 7 0 0 0 0 0 0 0 0 0 0 10 13 17 20 18 17 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.640000E+02 9 0 0 0 0 0 0 0 0 0 0 13 12 16 17 14 25 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.645000E+02 8 0 0 0 0 0 0 0 0 0 0 17 14 19 16 14 16 0 0 0 0 0 8 4 0 0 0 0 0 0 0 0 0
 1.650000E+02 10 0 0 0 0 0 0 0 0 0 0 23 20 11 13 11 23 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.655000E+02 9 0 0 0 0 0 0 0 0 0 1 19 18 11 19 12 19 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.660000E+02 5 0 0 0 0 0 0 0 0 0 0 16 17 18 17 18 23 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 1.665000E+02 12 0 0 0 0 0 0 0 0 0 0 19 9 15 12 21 20 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.670000E+02 9 0 0 0 0 0 0 0 0 0 0 25 7 15 14 22 17 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0
 1.675000E+02 4 0 0 0 0 0 0 0 0 0 0 21 11 17 15 16 18 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.680000E+02 9 0 0 0 0 0 0 0 0 0 0 17 16 15 16 15 22 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.685000E+02 7 0 0 0 0 0 0 0 0 0 1 14 20 14 16 10 23 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0
 1.690000E+02 5 0 0 0 0 0 0 0 0 0 0 21 21 13 16 12 23 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.695000E+02 9 0 0 0 0 0 0 0 0 0 0 14 21 9 11 18 19 0 0 0 0 0 13 3 0 0 0 0 0 0 0 0 0
 1.700000E+02 16 0 0 0 0 0 0 0 0 0 0 16 17 11 15 20 18 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
 1.705000E+02 6 0 0 0 0 0 0 0 0 0 0 16 19 15 14 21 20 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 1.710000E+02 10 0 0 0 0 0 0 0 0 0 0 17 25 16 15 13 21 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.715000E+02 10 0 0 0 0 0 0 0 0 0 1 20 22 20 10 12 17 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.720000E+02 11 0 0 0 0 0 0 1 0 0 0 16 14 21 17 21 16 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 1.725000E+02 10 0 0 0 0 0 0 0 0 0 1 19 10 18 15 25 16 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.730000E+02 6 0 0 0 0 0 0 0 0 0 0 16 16 19 18 21 14 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
 1.735000E+02 6 0 0 0 0 0 0 0 0 0 0 15 16 19 20 21 10 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.740000E+02 13 0 0 0 0 0 0 0 0 0 0 14 21 20 17 17 10 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.745000E+02 12 0 0 0 0 0 0 0 0 0 0 22 20 16 17 15 13 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 1.750000E+02 12 0 0 0 0 0 0 0 0 0 0 20 12 17 23 9 13 0 0 0 0 0 11 1 0 0 0 0 0 0 0 0 0
 1.755000E+02 9 0 0 0 0 0 0 0 0 0 0 19 15 15 21 15 16 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.760000E+02 6 0 0 0 0 0 0 0 0 0 0 20 18 14 21 17 7 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.765000E+02 7 0 0 0 0 0 0 0 0 0 1 22 17 18 17 14 20 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.770000E+02 8 0 0 0 0 0 0 1 0 0 1 21 19 18 18 8 17 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.775000E+02 12 0 0 0 0 0 0 1 0 0 0 19 19 20 15 10 14 0 0 0 0 0 9 3 0 0 0 0 0 0 0 0 0
 1.780000E+02 4 0 0 0 0 0 0 2 0 0 0 14 19 17 18 13 18 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.785000E+02 8 0 0 0 0 0 0 0 0 0 2 18 16 17 18 13 18 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.790000E+02 9 0 0 0 0 0 0 0 0 0 2 21 19 16 21 19 13 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.795000E+02 6 0 0 0 0 0 0 0 0 0 1 21 15 18 19 16 12 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 1.800000E+02 10 0 0 0 0 0 0 1 0 0 0 17 16 26 12 25 17 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.805000E+02 9 0 0 0 0 0 0 0 0 0 0 17 21 22 13 18 17 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0
 1.810000E+02 10 0 0 0 0 0 0 0 0 0 1 23 21 16 14 20 13 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 1.815000E+02 12 0 0 0 0 0 0 0 0 0 0 24 12 24 11 15 21 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 1.820000E+02 12 0 0 0 0 0 0 0 0 0 0 18 17 26 15 11 23 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.825000E+02 11 0 0 0 0 0 0 0 0 0 0 17 21 23 9 21 17 0 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0
 1.830000E+02 14 0 0 0 0 0 0 0 0 0 0 13 15 21 16 17 23 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
 1.835000E+02 3 0 0 0 0 0 0 0 0 0 0 16 18 16 18 12 17 0 0 0 0 0 12 4 0 0 0 0 0 0 0 0 0
 1.840000E+02 3 0 0 0 0 0 0 0 0 0 0 20 21 15 17 19 15 0 0 0 0 0 6 5 0 0 0 0 0 0 0 0 0
 1.845000E+02 6 0 0 0 0 0 0 0 0 0 0 22 19 14 19 13 18 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.850000E+02 8 0 0 0 0 0 0 0 0 0 0 20 20 13 14 20 20 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0
 1.855000E+02 12 0 0 0 0 0 0 0 0 0 0 17 7 15 13 22 21 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 0
 1.860000E+02 6 0 0 0 0 0 0 0 0 0 0 14 15 15 11 20 19 0 0 0 0 0 10 4 0 0 0 0 0 0 0 0 0
 1.865000E+02 14 0 0 0 0 0 0 0 0 0 0 17 14 14 18 16 20 0 0 0 0 0 8 2 0 0 0 0 0 0 0 0 0
 1.870000E+02 11 0 0 0 0 0 0 0 0 0 0 19 16 15 13 17 19 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.875000E+02 6 0 0 0 0 0 0 0 0 0 0 22 19 15 12 17 13 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.880000E+02 3 0 0 0 0 0 0 0 0 0 0 18 17 13 12 24 14 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.885000E+02 7 0 0 0 0 0 0 0 0 0 0 14 13 16 13 23 18 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.890000E+02 7 0 0 0 0 0 0 0 0 0 0 19 16 17 13 20 15 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.895000E+02 5 0 0 0 0 0 0 0 0 0 0 14 18 12 15 23 22 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.900000E+02 6 0 0 0 0 0 0 0 0 0 0 9 16 17 16 16 22 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 1.905000E+02 5 0 0 0 0 0 0 0 0 0 0 21 16 20 12 15 19 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.910000E+02 8 0 0 0 0 0 0 0 0 0 0 17 16 23 14 21 16 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
 1.915000E+02 4 0 0 0 0 0 0 0 0 0 0 17 16 16 18 13 16 0 0 0 0 0 10 1 0 0 0 0 0 0 0 0 0
 1.920000E+02 6 0 0 0 0 0 0 0 0 0 0 17 16 13 14 14 16 0 0 0 0 0 12 1 0 0 0 0 0 0 0 0 0
 1.925000E+02 9 0 0 0 0 0 0 0 0 0 0 10 24 16 15 14 19 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0
 1.930000E+02 9 0 0 0 0 0 0 0 0 0 1 8 20 11 10 22 19 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0
 1.935000E+02 13 0 0 0 0 0 0 1 0 0 2 15 17 11 13 22 21 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0
 1.940000E+02 10 0 0 0 0 0 0 1 0 0 0 11 20 14 15 15 22 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0
 1.945000E+02 12 0 0 0 0 0 0 0 0 0 1 19 13 14 13 15 16 0 0 0 0 0 8 3 0 0 0 0 0 0 0 0 0
 1.950000E+02 4 0 0 0 0 0 0 1 0 0 0 17 13 13 19 21 17 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.955000E+02 8 0 0 0 0 0 0 0 0 0 0 24 10 13 20 15 18 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.960000E+02 4 0 0 0 0 0 0 0 0 0 0 12 9 18 19 12 17 0 0 0 0 0 13 2 0 0 0 0 0 0 0 0 0
 1.965000E+02 2 0 0 0 0 0 0 0 0 0 1 14 12 16 21 11 24 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0
 1.970000E+02 8 0 0 0 0 0 0 0 0 0 1 17 16 15 18 13 21 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 1.975000E+02 7 0 0 0 0 0 0 0 0 0 0 17 19 20 18 13 20 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0
 1.980000E+02 14 0 0 0 0 0 0 0 0 0 0 15 19 17 14 15 14 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0
 1.985000E+02 8 0 0 0 0 0 0 0 0 0 0 16 19 19 22 22 14 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
 1.990000E+02 10 0 0 0 0 0 0 0 0 0 0 20 21 9 19 17 16 0 0 0 0 0 9 2 0 0 0 0 0 0 0 0 0
 1.995000E+02 6 0 0 0 0 0 0 0 0 0 0 19 19 11 22 16 18 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
 2.000000E+02 5 0 0 0 0 0 0 0 0 0 0 16 17 18 16 16 15 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 0
 2.005000E+02 16 0 0 0 0 0 0 0 0 0 0 17 12 17 19 14 10 0 0 0 0 0 13 0 0 0 0 1 0 0 0 0 0
