# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0
 1.000000E+00 4 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 3 1
 1.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 2 4
 2.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 1 2 3 1 5 3
 2.500000E+00 4 0 0 0 0 0 0 0 0 1 0 0 4 3 2 1 5 2
 3.000000E+00 4 0 0 0 0 0 0 0 0 1 0 0 1 5 1 2 7 5
 3.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 4 6 2 3 3 4
 4.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 3 7 6 3 4 3
 4.500000E+00 3 0 0 0 0 0 0 0 0 0 0 0 7 5 4 4 2 2
 5.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 4 3 8 5 4 2
 5.500000E+00 5 0 0 0 0 0 0 0 0 0 0 0 5 4 8 6 4 3
 6.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 7 6 6 3 5 6
 6.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 8 3 6 4 4 7
 7.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 8 5 8 2 6 7
 7.500000E+00 8 0 0 0 0 0 0 0 0 0 0 0 3 6 12 4 7 5
 8.000000E+00 5 0 0 0 0 0 0 0 0 1 0 0 5 6 8 6 5 6
 8.500000E+00 4 0 0 0 0 0 0 0 0 2 0 0 8 10 6 7 7 7
 9.000000E+00 6 0 0 0 0 0 0 0 0 1 0 0 2 6 9 10 7 8
 9.500000E+00 6 0 0 0 0 0 0 0 0 1 0 0 3 5 10 10 5 15
 1.000000E+01 5 0 0 0 0 0 0 1 0 0 0 0 8 4 8 7 4 14
 1.050000E+01 6 0 0 0 0 0 0 0 0 1 0 0 9 7 11 5 6 11
 1.100000E+01 8 0 0 0 0 0 0 0 0 1 0 0 9 8 10 4 6 10
 1.150000E+01 6 0 0 0 0 0 0 0 0 1 0 0 11 8 11 7 9 8
 1.200000E+01 4 0 0 0 0 0 0 0 0 1 0 0 11 5 10 10 10 7
 1.250000E+01 8 0 0 0 0 0 0 0 0 1 0 0 11 4 7 9 12 11
 1.300000E+01 4 0 0 0 0 0 0 1 0 1 0 0 7 11 14 7 8 6
 1.350000E+01 6 0 0 0 0 0 0 0 0 1 0 0 11 13 12 9 3 11
 1.400000E+01 5 0 0 0 0 0 0 0 0 0 0 0 10 8 14 10 8 14
 1.450000E+01 5 0 0 0 0 0 0 0 0 0 0 0 9 16 11 12 8 6
 1.500000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 10 14 10 15 5
 1.550000E+01 9 0 0 0 0 0 0 0 0 0 0 0 9 9 12 9 16 11
 1.600000E+01 8 0 0 0 0 0 0 0 0 0 0 0 8 7 14 13 10 17
 1.650000E+01 5 0 0 0 0 0 0 0 0 0 0 0 8 9 10 18 11 11
 1.700000E+01 3 0 0 0 0 0 0 0 0 0 0 0 9 13 10 14 13 14
 1.750000E+01 8 0 0 0 0 0 0 0 0 0 0 0 11 10 13 15 15 12
 1.800000E+01 0 0 0 0 0 0 0 0 0 0 0 0 10 11 13 15 11 17
 1.850000E+01 5 0 0 0 0 0 0 0 0 0 0 0 7 14 15 14 12 12
 1.900000E+01 6 0 0 0 0 0 0 0 0 0 0 0 5 14 12 12 13 18
 1.950000E+01 14 0 0 0 0 0 0 0 0 0 0 0 8 17 15 7 10 20
 2.000000E+01 9 0 0 0 0 0 0 0 0 0 0 0 11 16 15 6 10 13
 2.050000E+01 4 0 0 0 0 0 0 0 0 0 0 0 16 11 12 12 10 16
 2.100000E+01 8 0 0 0 0 0 0 0 0 0 0 0 14 12 16 12 14 10
 2.150000E+01 8 0 0 0 0 0 0 0 0 0 0 0 16 16 12 13 10 10
 2.200000E+01 5 0 0 0 0 0 0 0 0 0 0 0 16 14 17 11 14 12
 2.250000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 14 19 12 15 8
 2.300000E+01 8 0 0 0 0 0 0 0 0 0 0 0 13 16 19 13 15 8
 2.350000E+01 3 0 0 0 0 0 0 0 0 0 0 0 10 12 17 9 13 12
 2.400000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 12 18 8 14 12
 2.450000E+01 4 0 0 0 0 0 0 0 0 0 0 0 14 16 13 7 22 9
 2.500000E+01 7 0 0 0 0 0 0 0 0 0 0 0 16 11 11 8 12 9
 2.550000E+01 9 0 0 0 0 0 0 0 0 0 0 0 21 10 13 6 17 12
 2.600000E+01 10 0 0 0 0 0 0 0 0 0 0 0 15 16 10 8 15 9
 2.650000E+01 8 0 0 0 0 0 0 0 0 0 0 0 19 15 8 9 13 14
 2.700000E+01 6 0 0 0 0 0 0 0 0 0 0 0 10 15 9 11 15 14
 2.750000E+01 5 0 0 0 0 0 0 0 0 0 0 0 13 14 13 12 16 11
 2.800000E+01 6 0 0 0 0 0 0 0 0 0 0 0 14 13 7 15 16 12
 2.850000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 13 9 12 15 16
 2.900000E+01 7 0 0 0 0 0 0 0 0 0 0 0 14 12 8 14 20 18
 2.950000E+01 6 0 0 0 0 0 0 0 0 0 0 0 21 10 9 9 18 13
 3.000000E+01 5 0 0 0 0 0 0 0 0 0 0 0 16 12 17 12 13 14
 3.050000E+01 5 0 0 0 0 0 0 0 0 0 0 0 15 12 19 13 11 11
 3.100000E+01 6 0 0 0 0 0 0 0 0 0 0 0 16 11 21 13 13 12
 3.150000E+01 9 0 0 0 0 0 0 0 0 0 0 0 21 9 23 13 9 17
 3.200000E+01 7 0 0 0 0 0 0 0 0 0 0 0 22 11 21 13 11 13
 3.250000E+01 4 0 0 0 0 0 0 0 0 0 0 0 17 13 21 11 8 12
 3.300000E+01 6 0 0 0 0 0 0 0 0 0 0 0 20 19 18 10 7 16
 3.350000E+01 8 0 0 0 0 0 0 0 0 0 0 0 21 16 19 8 4 12
 3.400000E+01 8 0 0 0 0 0 0 0 0 0 0 0 18 10 17 12 11 14
 3.450000E+01 4 0 0 0 0 0 0 0 0 0 0 0 16 9 15 18 10 18
 3.500000E+01 10 0 0 0 0 0 0 0 0 0 0 0 16 14 17 12 11 17
 3.550000E+01 7 0 0 0 0 0 0 0 0 0 0 0 13 14 14 12 18 20
 3.600000E+01 8 0 0 0 0 0 0 0 0 0 0 0 12 14 17 18 18 20
 3.650000E+01 9 0 0 0 0 0 0 0 0 0 0 0 10 10 17 14 14 20
 3.700000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 12 20 12 17 15
 3.750000E+01 12 0 0 0 0 0 0 0 0 0 0 0 21 17 9 10 11 17
 3.800000E+01 9 0 0 0 0 0 0 0 0 0 0 0 19 15 14 18 11 15
 3.850000E+01 4 0 0 0 0 0 0 0 0 0 0 0 23 16 16 8 16 18
 3.900000E+01 10 0 0 0 0 0 0 0 0 0 0 0 18 16 9 13 8 22
 3.950000E+01 6 0 0 0 0 0 0 0 0 0 0 0 18 18 12 15 10 15
 4.000000E+01 6 0 0 0 0 0 0 0 0 0 0 0 15 15 11 16 19 10
 4.050000E+01 5 0 0 0 0 0 0 0 0 0 0 0 15 13 14 13 13 22
 4.100000E+01 4 0 0 0 0 0 0 0 0 0 0 0 19 14 10 14 10 20
 4.150000E+01 8 0 0 0 0 0 0 0 0 0 0 0 19 20 11 13 14 18
 4.200000E+01 9 0 0 0 0 0 0 0 0 0 0 0 19 14 12 10 13 13
 4.250000E+01 10 0 0 0 0 0 0 0 0 0 0 0 18 15 19 14 17 13
 4.300000E+01 8 0 0 0 0 0 0 0 0 0 0 0 21 16 19 11 18 11
 4.350000E+01 8 0 0 0 0 0 0 0 0 0 0 0 16 14 15 14 16 15
 4.400000E+01 7 0 0 0 0 0 0 0 0 0 0 0 15 6 20 19 15 16
 4.450000E+01 7 0 0 0 0 0 0 0 0 0 0 0 14 11 15 11 20 18
 4.500000E+01 4 0 0 0 0 0 0 0 0 0 0 0 12 18 15 10 23 12
 4.550000E+01 10 0 0 0 0 0 0 0 0 0 0 0 19 11 19 15 13 11
 4.600000E+01 7 0 0 0 0 0 0 1 0 0 0 0 16 11 14 19 13 13
 4.650000E+01 7 0 0 0 0 0 0 0 0 1 0 0 17 22 13 10 10 15
 4.700000E+01 8 0 0 0 0 0 0 0 0 1 0 0 16 17 18 12 16 13
 4.750000E+01 7 0 0 0 0 0 0 0 0 1 0 0 17 18 12 15 16 16
 4.800000E+01 9 0 0 0 0 0 0 0 0 1 0 0 20 13 14 20 8 8
 4.850000E+01 11 0 0 0 0 0 0 0 0 0 0 0 11 18 14 17 13 16
 4.900000E+01 7 0 0 0 0 0 0 0 0 1 0 0 19 20 9 15 17 12
 4.950000E+01 10 0 0 0 0 0 0 0 0 0 0 0 18 15 13 20 15 20
 5.000000E+01 4 0 0 0 0 0 0 0 0 0 0 0 16 23 15 19 13 13
 5.050000E+01 6 0 0 0 0 0 0 0 0 1 0 0 19 14 20 19 13 19
 5.100000E+01 3 0 0 0 0 0 0 1 0 0 0 0 18 14 18 20 14 13
 5.150000E+01 9 0 0 0 0 0 0 0 0 0 0 0 18 15 19 17 14 16
 5.200000E+01 7 0 0 0 0 0 0 0 0 0 0 0 18 15 13 18 15 18
 5.250000E+01 9 0 0 0 0 0 0 0 0 0 0 0 14 19 15 19 13 26
 5.300000E+01 6 0 0 0 0 0 0 0 0 0 0 0 16 16 19 16 11 19
 5.350000E+01 9 0 0 0 0 0 0 0 0 0 0 0 13 19 16 12 12 17
 5.400000E+01 7 0 0 0 0 0 0 0 0 0 0 0 25 17 12 19 18 13
 5.450000E+01 7 0 0 0 0 0 0 0 0 0 0 0 15 14 14 21 23 15
 5.500000E+01 4 0 0 0 0 0 0 0 0 0 0 0 16 14 16 20 23 13
 5.550000E+01 9 0 0 0 0 0 0 0 0 0 0 0 18 15 11 14 15 17
 5.600000E+01 9 0 0 0 0 0 0 0 0 0 0 0 21 15 10 20 15 11
 5.650000E+01 9 0 0 0 0 0 0 0 0 0 0 0 25 15 15 10 13 17
 5.700000E+01 10 0 0 0 0 0 0 0 0 0 0 0 24 12 11 11 15 18
 5.750000E+01 5 0 0 0 0 0 0 0 0 0 0 0 18 19 9 12 23 17
 5.800000E+01 7 0 0 0 0 0 0 0 0 0 0 0 13 18 14 19 19 16
 5.850000E+01 10 0 0 0 0 0 0 0 0 0 0 0 13 22 10 19 12 21
 5.900000E+01 8 0 0 0 0 0 0 0 0 0 0 0 13 20 6 11 21 17
 5.950000E+01 8 0 0 0 0 0 0 0 0 1 0 0 22 18 13 11 16 20
 6.000000E+01 7 0 0 0 0 0 0 0 0 1 0 0 21 19 8 13 17 16
