# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
 1.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 0
 1.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 2
 2.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 2 2 3 1 1 1
 2.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 2 0 5 1 2 1
 3.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 1 2 4 4 3 2
 3.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 2 4 3 3 3 0
 4.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 2 4 2 3 4 1
 4.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 4 6 2 3 3 1
 5.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 7 4 2 2 3 5
 5.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 5 3 5 3 4 5
 6.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 4 2 2 5 3 9
 6.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 4 3 3 4 3 12
 7.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 4 3 7 4 5 7
 7.500000E+00 2 0 0 0 0 0 0 0 0 1 0 0 4 6 7 6 2 7
 8.000000E+00 4 0 0 0 0 0 0 0 0 1 0 0 7 5 5 4 4 9
 8.500000E+00 5 0 0 0 0 1 0 0 0 0 0 0 7 7 8 3 2 8
 9.000000E+00 2 0 0 0 0 0 0 1 0 0 0 0 7 8 9 7 0 8
 9.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 6 8 7 7 5 9
 1.000000E+01 3 0 0 0 0 0 0 0 0 0 0 0 6 5 11 7 7 9
 1.050000E+01 5 0 0 0 0 0 0 0 0 0 0 0 4 8 8 8 5 10
 1.100000E+01 3 0 0 0 0 0 0 0 0 0 0 0 7 8 4 7 7 7
 1.150000E+01 4 0 0 0 0 0 0 0 0 0 0 0 6 11 6 6 7 6
 1.200000E+01 1 0 0 0 0 0 0 0 0 0 0 0 7 8 6 5 10 10
 1.250000E+01 4 0 0 0 0 0 0 0 0 0 0 0 8 5 9 6 9 7
 1.300000E+01 4 0 0 0 0 0 0 0 0 0 0 0 5 6 10 7 5 7
 1.350000E+01 2 0 0 0 0 0 0 0 0 0 0 0 7 6 10 11 4 9
 1.400000E+01 7 0 0 0 0 0 0 0 0 0 0 0 5 9 9 10 6 9
 1.450000E+01 5 0 0 0 0 0 0 0 0 0 0 0 8 7 9 11 4 10
 1.500000E+01 6 0 0 0 0 0 0 0 0 0 0 0 10 8 8 7 7 9
 1.550000E+01 4 0 0 0 0 0 0 0 0 0 0 0 10 7 10 6 8 11
 1.600000E+01 3 0 0 0 0 0 0 0 0 0 0 0 11 11 10 4 5 6
 1.650000E+01 3 0 0 0 0 0 0 0 0 0 0 0 12 10 8 5 10 7
 1.700000E+01 5 0 0 0 0 0 0 0 0 0 0 0 12 11 8 7 9 8
 1.750000E+01 4 0 0 0 0 0 0 0 0 0 0 0 12 11 6 4 9 11
 1.800000E+01 2 0 0 0 0 0 0 0 0 0 0 0 8 11 9 4 8 15
 1.850000E+01 8 0 0 0 0 0 0 0 0 0 0 0 10 11 7 6 11 9
 1.900000E+01 11 0 0 0 0 0 0 0 0 0 0 0 11 8 7 11 15 8
 1.950000E+01 3 0 0 0 0 0 0 0 0 0 0 0 13 10 8 11 15 10
 2.000000E+01 6 0 0 0 0 0 0 0 0 0 0 0 15 6 10 11 11 10
 2.050000E+01 7 0 0 0 0 0 0 0 0 0 0 0 13 8 14 7 12 10
 2.100000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 8 12 9 9 13
 2.150000E+01 6 0 0 0 0 0 0 0 0 0 0 0 12 9 11 11 12 11
 2.200000E+01 7 0 0 0 0 0 0 0 0 0 0 0 11 10 16 10 11 9
 2.250000E+01 12 0 0 0 0 0 0 0 0 0 0 0 13 9 19 9 9 8
 2.300000E+01 6 0 0 0 0 0 0 0 0 0 0 0 8 11 11 11 9 12
 2.350000E+01 5 0 0 0 0 0 0 0 0 0 0 0 5 19 15 13 13 5
 2.400000E+01 8 0 0 0 0 0 0 0 0 1 0 0 7 15 12 11 15 5
 2.450000E+01 5 0 0 0 0 0 0 0 0 1 0 0 17 8 10 14 13 7
 2.500000E+01 5 0 0 0 0 0 0 0 0 0 0 0 15 9 10 19 17 6
 2.550000E+01 6 0 0 0 0 0 0 0 0 0 0 0 14 13 5 12 16 11
