,cAMP,free_Ca,Ca*,PKA,_CDK5,CK1u,PP2AP,PP2A*Ca,_PP2C,PP2Bactive,PDEP,D,T34,T75,S137
0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,2999.03,0.0,0.0,0.0
1,0.0,3.14500983,4.39511983,0.0,76.1324,82.03073,0.0,0.03544983,0.0,0.013152258,0.0,2767.0,0.0,104.70424273,0.0
2,0.0,3.66092612,6.81763612,0.0,75.2298,68.62912,0.0,0.07454612,0.0,0.09650792,0.0,2679.83,0.0,202.57304662,0.0
3,0.0,4.03416913,8.85527913,0.0,74.3851,57.45396,0.0,0.10505913,0.0,0.2531021,0.0,2601.37,0.0,289.70405793,0.0
4,0.0,4.3408351,10.6068251,0.0,73.5966,48.1563,0.0,0.1294251,0.0,0.4700944,0.0,2530.68,0.0,367.4186301,0.0
5,0.0,4.6003709,12.1315009,0.0,72.8623,40.44732,0.0,0.1493909,0.0,0.7335413,0.0,2466.98,0.0,436.8440069,0.0
6,0.0,4.8250382,13.4760482,0.0,72.1801,34.08552,0.0,0.1661282,0.0,1.0309437,0.0,2409.53,0.0,498.9477302,0.0
7,0.0,5.0231753,14.6767153,0.0,71.5477,28.86562,0.0,0.1804453,0.0,1.352141,0.0,2357.71,0.0,554.5684083,0.0
8,0.0,5.2005054,15.7611054,0.0,70.9624,24.61291,0.0,0.1929054,0.0,1.689289,0.0,2310.95,0.0,604.4333594,0.0
9,0.0,5.3611519,16.7503519,0.0,70.4219,21.17784,0.0,0.2039119,0.0,2.036519,0.0,2268.73,0.0,649.1762089,0.0
10,0.0,5.5081363,17.6603363,0.0,69.9234,18.43245,0.0,0.2137563,0.0,2.389497,0.0,2230.6,0.0,689.3560263,0.0
11,0.0,5.6437145,18.5034145,0.0,69.4645,16.26714,0.0,0.2226545,0.0,2.745061,0.0,2196.17,0.0,725.4620785,0.0
12,0.0,5.7695985,19.2892985,0.0,69.0427,14.58826,0.0,0.2307685,0.0,3.1009,0.0,2165.05,0.0,757.9271045,0.0
13,0.0,5.8871315,20.0253315,0.0,68.6554,13.31591,0.0,0.2382215,0.0,3.455337,0.0,2136.94,0.0,787.1329035,0.0
14,0.0,5.9973918,20.7177918,0.0,68.3003,12.38207,0.0,0.2451118,0.0,3.807147,0.0,2111.53,0.0,813.4204848,0.0
15,0.0,6.1012231,21.3713231,0.0,67.975,11.72899,0.0,0.2515131,0.0,4.155431,0.0,2088.55,0.0,837.0903961,0.0
16,0.0,6.1993381,21.9900381,0.0,67.6774,11.30771,0.0,0.2574881,0.0,4.499557,0.0,2067.78,0.0,858.4113241,0.0
17,0.0,6.292315,22.577415,0.0,67.4053,11.07686,0.0,0.263085,0.0,4.839043,0.0,2049.0,0.0,877.623774,0.0
18,0.0,6.3806549,23.1361549,0.0,67.1568,11.00158,0.0,0.2683449,0.0,5.173558,0.0,2032.01,0.0,894.9404999,0.0
19,0.0,6.4647627,23.6687627,0.0,66.9299,11.05257,0.0,0.2733027,0.0,5.502886,0.0,2016.64,0.0,910.5538247,0.0
20,0.0,6.5450062,24.1772062,0.0,66.723,11.20525,0.0,0.2779862,0.0,5.826845,0.0,2002.74,0.0,924.6337002,0.0
21,0.0,6.6216802,24.6633802,0.0,66.5344,11.43908,0.0,0.2824202,0.0,6.145371,0.0,1990.16,0.0,937.3350572,0.0
22,0.0,6.6950676,25.1288676,0.0,66.3625,11.73696,0.0,0.2866276,0.0,6.458383,0.0,1978.77,0.0,948.7937256,0.0
23,0.0,6.7654053,25.5751053,0.0,66.206,12.08468,0.0,0.2906253,0.0,6.76588,0.0,1968.46,0.0,959.1346343,0.0
24,0.0,6.8328998,26.0033998,0.0,66.0635,12.47046,0.0,0.2944298,0.0,7.067858,0.0,1959.13,0.0,968.4674918,0.0
25,0.0,6.8977365,26.4147365,0.0,65.9339,12.88464,0.0,0.2980565,0.0,7.364345,0.0,1950.68,0.0,976.8925355,0.0
26,0.0,6.9600986,26.8101986,0.0,65.8159,13.31923,0.0,0.3015186,0.0,7.655389,0.0,1943.03,0.0,984.4995326,0.0
27,0.0,7.0201263,27.1907263,0.0,65.7086,13.76771,0.0,0.3048263,0.0,7.941042,0.0,1936.1,0.0,991.3677993,0.0
28,0.0,7.0779616,27.5571616,0.0,65.611,14.2248,0.0,0.3079916,0.0,8.22135,0.0,1929.82,0.0,997.5704616,0.0
29,0.0,7.133723,27.910223,0.0,65.5223,14.68621,0.0,0.311023,0.0,8.4964,0.0,1924.13,0.0,1003.172545,0.0
30,0.0,7.1875382,28.2507382,0.0,65.4416,15.14848,0.0,0.3139282,0.0,8.76626,0.0,1918.97,0.0,1008.2336142,0.0
31,0.0,7.2395071,28.5793071,0.0,65.3682,15.6089,0.0,0.3167171,0.0,9.03101,0.0,1914.29,0.0,1012.8057041,0.0
32,0.0,7.2897257,28.8964257,0.0,65.3016,16.06528,0.0,0.3193957,0.0,9.29073,0.0,1910.05,0.0,1016.9363487,0.0
33,0.0,7.3382809,29.2027809,0.0,65.2409,16.51591,0.0,0.3219709,0.0,9.54549,0.0,1906.2,0.0,1020.6687719,0.0
34,0.0,7.3852583,29.4989583,0.0,65.1858,16.95952,0.0,0.3244483,0.0,9.79539,0.0,1902.71,0.0,1024.0423173,0.0
35,0.0,7.4307342,29.7852342,0.0,65.1356,17.39513,0.0,0.3268342,0.0,10.04049,0.0,1899.54,0.0,1027.0863782,0.0
36,0.0,7.4747726,30.0621726,0.0,65.09,17.822,0.0,0.3291326,0.0,10.2809,0.0,1896.66,0.0,1029.8434076,0.0
37,0.0,7.5174494,30.3302494,0.0,65.0485,18.23961,0.0,0.3313494,0.0,10.51669,0.0,1894.05,0.0,1032.3335984,0.0
38,0.0,7.558829,30.589829,0.0,65.0108,18.64765,0.0,0.333489,0.0,10.74794,0.0,1891.67,0.0,1034.587413,0.0
39,0.0,7.5989638,30.8412638,0.0,64.9764,19.04588,0.0,0.3355538,0.0,10.97473,0.0,1889.52,0.0,1036.6252038,0.0
40,0.0,7.6379001,31.0848001,0.0,64.9451,19.43422,0.0,0.3375501,0.0,11.19717,0.0,1887.55,0.0,1038.4672731,0.0
41,0.0,7.6756989,31.3209989,0.0,64.9166,19.81269,0.0,0.3394789,0.0,11.41534,0.0,1885.76,0.0,1040.1338629,0.0
42,0.0,7.712405,31.550005,0.0,64.8906,20.18131,0.0,0.341345,0.0,11.62928,0.0,1884.14,0.0,1041.635385,0.0
43,0.0,7.7480611,31.7721611,0.0,64.867,20.5402,0.0,0.3431511,0.0,11.83908,0.0,1882.66,0.0,1043.0020911,0.0
44,0.0,7.7827109,31.9877109,0.0,64.8454,20.88953,0.0,0.3449009,0.0,12.04477,0.0,1881.31,0.0,1044.2343429,0.0
45,0.0,7.8163948,32.1968948,0.0,64.8257,21.22948,0.0,0.3465948,0.0,12.24655,0.0,1880.08,0.0,1045.3522018,0.0
46,0.0,7.849147,32.400047,0.0,64.8077,21.56025,0.0,0.348237,0.0,12.44445,0.0,1878.95,0.0,1046.356039,0.0
47,0.0,7.88101,32.59741,0.0,64.7912,21.88205,0.0,0.34983,0.0,12.63849,0.0,1877.93,0.0,1047.266116,0.0
48,0.0,7.912006,32.789106,0.0,64.7762,22.19513,0.0,0.351376,0.0,12.82879,0.0,1876.99,0.0,1048.092614,0.0
49,0.0,7.942176,32.975376,0.0,64.7625,22.49971,0.0,0.352876,0.0,13.01535,0.0,1876.14,0.0,1048.845604,0.0
50,0.0,7.971552,33.156452,0.0,64.7499,22.79605,0.0,0.354332,0.0,13.1984,0.0,1875.35,0.0,1049.525557,0.0
51,0.0,8.000147,33.332547,0.0,64.7384,23.08437,0.0,0.355747,0.0,13.37785,0.0,1874.63,0.0,1050.132344,0.0
52,0.0,8.028003,33.503803,0.0,64.7278,23.36492,0.0,0.357123,0.0,13.55391,0.0,1873.98,0.0,1050.686346,0.0
53,0.0,8.055139,33.670339,0.0,64.7181,23.63796,0.0,0.358459,0.0,13.7265,0.0,1873.37,0.0,1051.197623,0.0
54,0.0,8.081578,33.832378,0.0,64.7092,23.90368,0.0,0.359758,0.0,13.89572,0.0,1872.82,0.0,1051.646346,0.0
55,0.0,8.107352,33.990152,0.0,64.701,24.16231,0.0,0.361022,0.0,14.0618,0.0,1872.31,0.0,1052.062677,0.0
56,0.0,8.132482,34.143682,0.0,64.6935,24.41407,0.0,0.362252,0.0,14.22453,0.0,1871.84,0.0,1052.436685,0.0
57,0.0,8.15698,34.29318,0.0,64.6866,24.65924,0.0,0.36345,0.0,14.38423,0.0,1871.41,0.0,1052.778522,0.0
58,0.0,8.180845,34.438645,0.0,64.6802,24.898,0.0,0.364615,0.0,14.54072,0.0,1871.01,0.0,1053.088357,0.0
59,0.0,8.20416,34.58046,0.0,64.6742,25.13047,0.0,0.36575,0.0,14.6943,0.0,1870.64,0.0,1053.366141,0.0
60,0.0,8.226956,34.718656,0.0,64.6688,25.35688,0.0,0.366856,0.0,14.84487,0.0,1870.3,0.0,1053.612036,0.0
61,0.0,8.249134,34.853234,0.0,64.6637,25.57745,0.0,0.367934,0.0,14.99256,0.0,1869.99,0.0,1053.846191,0.0
62,0.0,8.270694,34.984194,0.0,64.659,25.79239,0.0,0.368984,0.0,15.13737,0.0,1869.7,0.0,1054.058646,0.0
63,0.0,8.291817,35.112017,0.0,64.6547,26.00181,0.0,0.370007,0.0,15.2794,0.0,1869.43,0.0,1054.249562,0.0
64,0.0,8.312515,35.236715,0.0,64.6506,26.20592,0.0,0.371005,0.0,15.41867,0.0,1869.17,0.0,1054.41878,0.0
65,0.0,8.332629,35.358129,0.0,64.6469,26.40492,0.0,0.371979,0.0,15.55529,0.0,1868.94,0.0,1054.57664,0.0
66,0.0,8.352218,35.476418,0.0,64.6434,26.59881,0.0,0.372928,0.0,15.68935,0.0,1868.72,0.0,1054.713082,0.0
67,0.0,8.371474,35.592074,0.0,64.6401,26.78799,0.0,0.373854,0.0,15.82077,0.0,1868.52,0.0,1054.848166,0.0
68,0.0,8.390298,35.704798,0.0,64.637,26.97235,0.0,0.374758,0.0,15.94955,0.0,1868.33,0.0,1054.961914,0.0
69,0.0,8.40853,35.81463,0.0,64.6342,27.15217,0.0,0.37564,0.0,16.07601,0.0,1868.15,0.0,1055.074464,0.0
70,0.0,8.426351,35.921751,0.0,64.6315,27.32762,0.0,0.376501,0.0,16.19995,0.0,1867.98,0.0,1055.165747,0.0
71,0.0,8.443921,36.026521,0.0,64.6289,27.49872,0.0,0.377341,0.0,16.32156,0.0,1867.83,0.0,1055.256014,0.0
72,0.0,8.461062,36.128662,0.0,64.6266,27.66559,0.0,0.378162,0.0,16.44077,0.0,1867.68,0.0,1055.345085,0.0
73,0.0,8.477734,36.228334,0.0,64.6243,27.82856,0.0,0.378964,0.0,16.55777,0.0,1867.54,0.0,1055.41319,0.0
74,0.0,8.494057,36.325657,0.0,64.6222,27.98751,0.0,0.379747,0.0,16.67238,0.0,1867.41,0.0,1055.480169,0.0
75,0.0,8.510012,36.420712,0.0,64.6203,28.14265,0.0,0.380512,0.0,16.78489,0.0,1867.29,0.0,1055.546232,0.0
76,0.0,8.525599,36.513399,0.0,64.6184,28.29413,0.0,0.381259,0.0,16.89521,0.0,1867.17,0.0,1055.60133,0.0
77,0.0,8.540849,36.603949,0.0,64.6166,28.44186,0.0,0.381989,0.0,17.00345,0.0,1867.06,0.0,1055.655573,0.0
78,0.0,8.555762,36.692462,0.0,64.6149,28.58617,0.0,0.382702,0.0,17.10962,0.0,1866.96,0.0,1055.69889,0.0
79,0.0,8.57035,36.77885,0.0,64.6133,28.72708,0.0,0.3834,0.0,17.21371,0.0,1866.86,0.0,1055.741403,0.0
80,0.0,8.584621,36.863221,0.0,64.6118,28.86463,0.0,0.384081,0.0,17.31583,0.0,1866.76,0.0,1055.783051,0.0
81,0.0,8.598567,36.945667,0.0,64.6103,28.99903,0.0,0.384747,0.0,17.41599,0.0,1866.67,0.0,1055.823944,0.0
82,0.0,8.612219,37.026219,0.0,64.6089,29.1303,0.0,0.385399,0.0,17.51429,0.0,1866.58,0.0,1055.854103,0.0
83,0.0,8.625556,37.104856,0.0,64.6076,29.25856,0.0,0.386036,0.0,17.61063,0.0,1866.5,0.0,1055.883448,0.0
84,0.0,8.638598,37.181798,0.0,64.6063,29.38374,0.0,0.386658,0.0,17.70512,0.0,1866.42,0.0,1055.912108,0.0
85,0.0,8.651377,37.256977,0.0,64.6051,29.50614,0.0,0.387267,0.0,17.79776,0.0,1866.35,0.0,1055.940084,0.0
86,0.0,8.663863,37.330463,0.0,64.604,29.6256,0.0,0.387863,0.0,17.88875,0.0,1866.27,0.0,1055.967316,0.0
87,0.0,8.676066,37.402266,0.0,64.6028,29.74253,0.0,0.388446,0.0,17.97792,0.0,1866.21,0.0,1055.994015,0.0
88,0.0,8.688016,37.472416,0.0,64.6018,29.85655,0.0,0.389016,0.0,18.06535,0.0,1866.14,0.0,1056.009999,0.0
89,0.0,8.699753,37.541053,0.0,64.6007,29.96817,0.0,0.389573,0.0,18.15123,0.0,1866.07,0.0,1056.03538,0.0
90,0.0,8.711269,37.608169,0.0,64.5997,30.07721,0.0,0.390119,0.0,18.23536,0.0,1866.01,0.0,1056.050278,0.0
91,0.0,8.722442,37.673742,0.0,64.5988,30.18388,0.0,0.390652,0.0,18.31791,0.0,1865.95,0.0,1056.064401,0.0
92,0.0,8.733294,37.737694,0.0,64.5978,30.2879,0.0,0.391174,0.0,18.39897,0.0,1865.9,0.0,1056.078071,0.0
93,0.0,8.744145,37.800545,0.0,64.597,30.38989,0.0,0.391685,0.0,18.47832,0.0,1865.84,0.0,1056.101209,0.0
94,0.0,8.754656,37.861856,0.0,64.5961,30.48946,0.0,0.392186,0.0,18.55629,0.0,1865.79,0.0,1056.113823,0.0
95,0.0,8.764955,37.921855,0.0,64.5953,30.58682,0.0,0.392675,0.0,18.63264,0.0,1865.73,0.0,1056.125924,0.0
96,0.0,8.775034,37.980534,0.0,64.5944,30.68209,0.0,0.393154,0.0,18.70769,0.0,1865.68,0.0,1056.137532,0.0
97,0.0,8.784903,38.038003,0.0,64.5937,30.77517,0.0,0.393623,0.0,18.78122,0.0,1865.64,0.0,1056.148547,0.0
98,0.0,8.794562,38.094062,0.0,64.5929,30.86618,0.0,0.394082,0.0,18.85335,0.0,1865.59,0.0,1056.159189,0.0
99,0.0,8.804021,38.149021,0.0,64.5922,30.95524,0.0,0.394531,0.0,18.92408,0.0,1865.54,0.0,1056.169378,0.0
100,0.0,8.813292,38.202792,0.0,64.5914,31.04245,0.0,0.394972,0.0,18.9935,0.0,1865.5,0.0,1056.179015,0.0
101,0.0,8.822362,38.255362,0.0,64.5908,31.12762,0.0,0.395402,0.0,19.06152,0.0,1865.45,0.0,1056.188308,0.0
102,0.0,8.831244,38.306744,0.0,64.5901,31.21098,0.0,0.395824,0.0,19.12835,0.0,1865.41,0.0,1056.19719,0.0
103,0.0,8.839936,38.357136,0.0,64.5894,31.29251,0.0,0.396236,0.0,19.19388,0.0,1865.37,0.0,1056.205538,0.0
104,0.0,8.84846,38.40636,0.0,64.5888,31.37225,0.0,0.39664,0.0,19.25812,0.0,1865.33,0.0,1056.213594,0.0
105,0.0,8.856807,38.454607,0.0,64.5882,31.45029,0.0,0.397037,0.0,19.32118,0.0,1865.29,0.0,1056.221248,0.0
106,0.0,8.864974,38.501774,0.0,64.5876,31.52665,0.0,0.397424,0.0,19.38304,0.0,1865.26,0.0,1056.228519,0.0
107,0.0,8.872984,38.547984,0.0,64.587,31.60143,0.0,0.397804,0.0,19.44372,0.0,1865.22,0.0,1056.235308,0.0
108,0.0,8.880826,38.593126,0.0,64.5864,31.67455,0.0,0.398176,0.0,19.50321,0.0,1865.18,0.0,1056.241835,0.0
109,0.0,8.8885,38.6374,0.0,64.5858,31.74612,0.0,0.39854,0.0,19.56152,0.0,1865.15,0.0,1056.23801,0.0
110,0.0,8.896027,38.680627,0.0,64.5853,31.81613,0.0,0.398897,0.0,19.61885,0.0,1865.12,0.0,1056.243822,0.0
111,0.0,8.903396,38.723096,0.0,64.5848,31.88471,0.0,0.399246,0.0,19.67501,0.0,1865.08,0.0,1056.249302,0.0
112,0.0,8.910619,38.764519,0.0,64.5842,31.95175,0.0,0.399589,0.0,19.73009,0.0,1865.05,0.0,1056.254441,0.0
113,0.0,8.917694,38.805194,0.0,64.5837,32.01757,0.0,0.399924,0.0,19.78419,0.0,1865.02,0.0,1056.269157,0.0
114,0.0,8.924622,38.845022,0.0,64.5832,32.08178,0.0,0.400252,0.0,19.83722,0.0,1864.99,0.0,1056.273661,0.0
115,0.0,8.931413,38.883913,0.0,64.5828,32.14467,0.0,0.400573,0.0,19.88918,0.0,1864.96,0.0,1056.277843,0.0
116,0.0,8.938069,38.922069,0.0,64.5823,32.20637,0.0,0.400889,0.0,19.94027,0.0,1864.93,0.0,1056.281734,0.0
117,0.0,8.944588,38.959388,0.0,64.5818,32.26667,0.0,0.401198,0.0,19.99029,0.0,1864.9,0.0,1056.285323,0.0
118,0.0,8.95098,38.99598,0.0,64.5814,32.32569,0.0,0.4015,0.0,20.03944,0.0,1864.87,0.0,1056.288729,0.0
119,0.0,8.957236,39.031836,0.0,64.5809,32.38352,0.0,0.401796,0.0,20.08763,0.0,1864.84,0.0,1056.291744,0.0
120,0.0,8.963368,39.066868,0.0,64.5805,32.44018,0.0,0.402088,0.0,20.13486,0.0,1864.82,0.0,1056.294488,0.0
121,0.0,8.969382,39.101182,0.0,64.5801,32.49557,0.0,0.402372,0.0,20.18122,0.0,1864.79,0.0,1056.296959,0.0
122,0.0,8.97527,39.13487,0.0,64.5797,32.5498,0.0,0.40265,0.0,20.22672,0.0,1864.77,0.0,1056.299169,0.0
123,0.0,8.981044,39.167744,0.0,64.5793,32.60297,0.0,0.402924,0.0,20.27137,0.0,1864.74,0.0,1056.301118,0.0
124,0.0,8.986701,39.200101,0.0,64.5789,32.65509,0.0,0.403191,0.0,20.31515,0.0,1864.72,0.0,1056.312914,0.0
125,0.0,8.992244,39.231644,0.0,64.5785,32.70607,0.0,0.403454,0.0,20.35808,0.0,1864.69,0.0,1056.31437,0.0
126,0.0,8.997681,39.262581,0.0,64.5781,32.75601,0.0,0.403711,0.0,20.40025,0.0,1864.67,0.0,1056.315583,0.0
127,0.0,9.003004,39.292904,0.0,64.5778,32.80491,0.0,0.403964,0.0,20.44157,0.0,1864.65,0.0,1056.316656,0.0
128,0.0,9.008221,39.322621,0.0,64.5774,32.85268,0.0,0.404211,0.0,20.48214,0.0,1864.62,0.0,1056.317397,0.0
129,0.0,9.013342,39.351742,0.0,64.5771,32.89973,0.0,0.404452,0.0,20.52185,0.0,1864.6,0.0,1056.327916,0.0
130,0.0,9.018359,39.380259,0.0,64.5767,32.94557,0.0,0.404689,0.0,20.56091,0.0,1864.58,0.0,1056.328324,0.0
131,0.0,9.023272,39.408172,0.0,64.5764,32.99069,0.0,0.404922,0.0,20.59922,0.0,1864.56,0.0,1056.328411,0.0
132,0.0,9.02809,39.43559,0.0,64.576,33.0347,0.0,0.40515,0.0,20.63669,0.0,1864.54,0.0,1056.328386,0.0
133,0.0,9.032813,39.462313,0.0,64.5757,33.0778,0.0,0.405373,0.0,20.6736,0.0,1864.52,0.0,1056.33805,0.0
134,0.0,9.037432,39.488632,0.0,64.5754,33.12021,0.0,0.405592,0.0,20.70977,0.0,1864.5,0.0,1056.337623,0.0
135,0.0,9.041976,39.514376,0.0,64.5751,33.16162,0.0,0.405806,0.0,20.74519,0.0,1864.48,0.0,1056.336994,0.0
136,0.0,9.046417,39.539517,0.0,64.5748,33.20224,0.0,0.406017,0.0,20.77997,0.0,1864.46,0.0,1056.346075,0.0
137,0.0,9.050783,39.564283,0.0,64.5745,33.24197,0.0,0.406223,0.0,20.81411,0.0,1864.44,0.0,1056.345064,0.0
138,0.0,9.055056,39.588456,0.0,64.5742,33.28092,0.0,0.406426,0.0,20.8476,0.0,1864.43,0.0,1056.343772,0.0
139,0.0,9.059243,39.612143,0.0,64.5739,33.31919,0.0,0.406623,0.0,20.88045,0.0,1864.41,0.0,1056.352398,0.0
140,0.0,9.063357,39.635457,0.0,64.5736,33.35658,0.0,0.406817,0.0,20.91266,0.0,1864.39,0.0,1056.350844,0.0
141,0.0,9.067378,39.658178,0.0,64.5734,33.3933,0.0,0.407008,0.0,20.94423,0.0,1864.37,0.0,1056.359119,0.0
142,0.0,9.071324,39.680524,0.0,64.5731,33.42916,0.0,0.407194,0.0,20.97526,0.0,1864.36,0.0,1056.357132,0.0
143,0.0,9.075198,39.702398,0.0,64.5728,33.46435,0.0,0.407378,0.0,21.00575,0.0,1864.34,0.0,1056.355075,0.0
144,0.0,9.078997,39.723897,0.0,64.5726,33.49878,0.0,0.407557,0.0,21.0356,0.0,1864.33,0.0,1056.362856,0.0
145,0.0,9.082712,39.744912,0.0,64.5723,33.53265,0.0,0.407732,0.0,21.06482,0.0,1864.31,0.0,1056.360476,0.0
146,0.0,9.086365,39.765465,0.0,64.5721,33.56577,0.0,0.407905,0.0,21.0936,0.0,1864.29,0.0,1056.367946,0.0
147,0.0,9.089934,39.785634,0.0,64.5719,33.59824,0.0,0.408074,0.0,21.12174,0.0,1864.28,0.0,1056.365264,0.0
148,0.0,9.09345,39.80545,0.0,64.5716,33.62996,0.0,0.40824,0.0,21.14945,0.0,1864.26,0.0,1056.372332,0.0
149,0.0,9.096882,39.824782,0.0,64.5714,33.66114,0.0,0.408402,0.0,21.17653,0.0,1864.25,0.0,1056.369358,0.0
150,0.0,9.100252,39.843852,0.0,64.5712,33.69167,0.0,0.408562,0.0,21.20317,0.0,1864.24,0.0,1056.376234,0.0
151,0.0,9.103558,39.862458,0.0,64.5709,33.72167,0.0,0.408718,0.0,21.22928,0.0,1864.22,0.0,1056.372979,0.0
152,0.0,9.106801,39.880701,0.0,64.5707,33.75103,0.0,0.408871,0.0,21.25486,0.0,1864.21,0.0,1056.379583,0.0
153,0.0,9.109981,39.898581,0.0,64.5705,33.77976,0.0,0.409021,0.0,21.28001,0.0,1864.2,0.0,1056.376056,0.0
154,0.0,9.113098,39.916098,0.0,64.5703,33.80796,0.0,0.409168,0.0,21.30472,0.0,1864.18,0.0,1056.382398,0.0
155,0.0,9.116152,39.933352,0.0,64.5701,33.83563,0.0,0.409312,0.0,21.32891,0.0,1864.17,0.0,1056.378609,0.0
156,0.0,9.119144,39.950144,0.0,64.5699,33.86268,0.0,0.409454,0.0,21.35257,0.0,1864.16,0.0,1056.3847,0.0
157,0.0,9.122083,39.966683,0.0,64.5697,33.88921,0.0,0.409593,0.0,21.3759,0.0,1864.15,0.0,1056.38067,0.0
158,0.0,9.124959,39.982859,0.0,64.5695,33.91531,0.0,0.409729,0.0,21.3987,0.0,1864.13,0.0,1056.386609,0.0
159,0.0,9.127792,39.998792,0.0,64.5693,33.9407,0.0,0.409862,0.0,21.42117,0.0,1864.12,0.0,1056.382337,0.0
160,0.0,9.130563,40.014363,0.0,64.5691,33.96578,0.0,0.409993,0.0,21.44312,0.0,1864.11,0.0,1056.387954,0.0
161,0.0,9.133271,40.029571,0.0,64.569,33.99024,0.0,0.410121,0.0,21.46474,0.0,1864.1,0.0,1056.393451,0.0
162,0.0,9.135937,40.044537,0.0,64.5688,34.01429,0.0,0.410247,0.0,21.48593,0.0,1864.09,0.0,1056.388837,0.0
163,0.0,9.138551,40.059151,0.0,64.5686,34.03784,0.0,0.410371,0.0,21.5066,0.0,1864.08,0.0,1056.394123,0.0
164,0.0,9.141111,40.073611,0.0,64.5684,34.06098,0.0,0.410491,0.0,21.52705,0.0,1864.07,0.0,1056.389397,0.0
165,0.0,9.14363,40.08763,0.0,64.5683,34.08362,0.0,0.41061,0.0,21.54696,0.0,1864.06,0.0,1056.394471,0.0
166,0.0,9.146087,40.101487,0.0,64.5681,34.10575,0.0,0.410727,0.0,21.56666,0.0,1864.05,0.0,1056.399435,0.0
167,0.0,9.1485,40.115,0.0,64.5679,34.12749,0.0,0.41084,0.0,21.58583,0.0,1864.04,0.0,1056.394307,0.0
168,0.0,9.150872,40.128272,0.0,64.5678,34.14883,0.0,0.410952,0.0,21.60468,0.0,1864.03,0.0,1056.399079,0.0
169,0.0,9.153203,40.141303,0.0,64.5676,34.16978,0.0,0.411063,0.0,21.62321,0.0,1864.02,0.0,1056.403861,0.0
170,0.0,9.15548,40.15408,0.0,64.5675,34.19023,0.0,0.41117,0.0,21.64141,0.0,1864.01,0.0,1056.398442,0.0
171,0.0,9.157716,40.166616,0.0,64.5673,34.21029,0.0,0.411276,0.0,21.6592,0.0,1864.0,0.0,1056.402932,0.0
172,0.0,9.159908,40.178908,0.0,64.5672,34.22996,0.0,0.411378,0.0,21.67676,0.0,1863.99,0.0,1056.407431,0.0
173,0.0,9.162061,40.190961,0.0,64.567,34.24935,0.0,0.411481,0.0,21.69391,0.0,1863.98,0.0,1056.401751,0.0
174,0.0,9.16417,40.20277,0.0,64.5669,34.26825,0.0,0.41158,0.0,21.71073,0.0,1863.97,0.0,1056.405979,0.0
175,0.0,9.166238,40.214338,0.0,64.5668,34.28686,0.0,0.411678,0.0,21.72723,0.0,1863.96,0.0,1056.410217,0.0
176,0.0,9.168264,40.225664,0.0,64.5666,34.3051,0.0,0.411774,0.0,21.74341,0.0,1863.95,0.0,1056.404285,0.0
177,0.0,9.170247,40.236847,0.0,64.5665,34.32295,0.0,0.411867,0.0,21.75937,0.0,1863.95,0.0,1056.408261,0.0
178,0.0,9.1722,40.2477,0.0,64.5664,34.34043,0.0,0.41196,0.0,21.77491,0.0,1863.94,0.0,1056.412268,0.0
179,0.0,9.17411,40.25841,0.0,64.5662,34.35762,0.0,0.41205,0.0,21.79022,0.0,1863.93,0.0,1056.406084,0.0
180,0.0,9.175988,40.268888,0.0,64.5661,34.37444,0.0,0.412138,0.0,21.80522,0.0,1863.92,0.0,1056.409929,0.0
181,0.0,9.177825,40.279225,0.0,64.566,34.39099,0.0,0.412225,0.0,21.82001,0.0,1863.92,0.0,1056.413604,0.0
182,0.0,9.17963,40.28923,0.0,64.5659,34.40706,0.0,0.41231,0.0,21.83439,0.0,1863.91,0.0,1056.417198,0.0
183,0.0,9.181404,40.299204,0.0,64.5658,34.42297,0.0,0.412394,0.0,21.84864,0.0,1863.9,0.0,1056.410832,0.0
184,0.0,9.183136,40.308836,0.0,64.5656,34.4385,0.0,0.412476,0.0,21.86248,0.0,1863.89,0.0,1056.414286,0.0
185,0.0,9.184846,40.318346,0.0,64.5655,34.45376,0.0,0.412556,0.0,21.87611,0.0,1863.89,0.0,1056.417769,0.0
186,0.0,9.186516,40.327716,0.0,64.5654,34.46876,0.0,0.412636,0.0,21.88953,0.0,1863.88,0.0,1056.421092,0.0
187,0.0,9.188163,40.336863,0.0,64.5653,34.48338,0.0,0.412713,0.0,21.90273,0.0,1863.87,0.0,1056.414434,0.0
188,0.0,9.189768,40.345868,0.0,64.5652,34.49785,0.0,0.412788,0.0,21.91562,0.0,1863.87,0.0,1056.417625,0.0
189,0.0,9.191343,40.354643,0.0,64.5651,34.51185,0.0,0.412863,0.0,21.92818,0.0,1863.86,0.0,1056.420847,0.0
190,0.0,9.192896,40.363296,0.0,64.565,34.52569,0.0,0.412936,0.0,21.94063,0.0,1863.85,0.0,1056.423908,0.0
191,0.0,9.194407,40.371707,0.0,64.5649,34.53927,0.0,0.413007,0.0,21.95277,0.0,1863.85,0.0,1056.417008,0.0
192,0.0,9.195897,40.380097,0.0,64.5648,34.55259,0.0,0.413077,0.0,21.96469,0.0,1863.84,0.0,1056.419948,0.0
193,0.0,9.197357,40.388157,0.0,64.5647,34.56565,0.0,0.413147,0.0,21.97649,0.0,1863.83,0.0,1056.422928,0.0
