,cAMP,Ca,PKA,_CDK5,CK1.ParticleNumber,PP2AP,_PP2C,PP2B.ParticleNumber,PDEP,D.ParticleNumber,D34,D75,D137
0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,2999.03,0.0,0.0,0.0
1,0.0,4.3949807638,0.0,76.156,80.02781,0.0,3.6828596,0.013153446,0.0,2705.05,0.0,104.749255364,69.27411
2,0.0,6.817455793,0.0,75.22744,64.95072,0.0,6.761051,0.09659166,0.0,2570.03,0.0,202.626615293,118.77674
3,0.0,8.854356849,0.0,74.36356,52.64858,0.0,8.804919,0.253538,0.0,2460.57,0.0,289.744171449,150.65837
4,0.0,10.604457131,0.0,73.56037,42.67834,0.0,10.14621,0.4712698,0.0,2370.93,0.0,367.440761131,169.96767
5,0.0,12.12707039,0.0,72.81459,34.65443,0.0,10.99286,0.735816,0.0,2296.87,0.0,436.85109939,180.32267
6,0.0,13.46926193,0.0,72.12339,28.24536,0.0,11.48304,1.034555,0.0,2235.15,0.0,498.94808093,184.34332
7,0.0,14.66756075,0.0,71.48393,23.16897,0.0,11.71294,1.357174,0.0,2183.33,0.0,554.57002375,183.94599
8,0.0,15.74988277,0.0,70.89337,19.18621,0.0,11.75227,1.695677,0.0,2139.48,0.0,604.44469377,180.53934
9,0.0,16.73746149,0.0,70.34895,16.09739,0.0,11.65287,2.044103,0.0,2102.1,0.0,649.20565049,175.15916
10,0.0,17.64636037,0.0,69.84779,13.73607,0.0,11.45431,2.398073,0.0,2070.03,0.0,689.40955437,168.5636
11,0.0,18.48891612,0.0,69.38717,11.96453,0.0,11.18722,2.754403,0.0,2042.31,0.0,725.54467412,161.30991
12,0.0,19.27454093,0.0,68.9644,10.66931,0.0,10.87563,3.110796,0.0,2018.19,0.0,758.04203293,153.80058
13,0.0,20.01076817,0.0,68.57686,9.75729,0.0,10.53843,3.465608,0.0,1997.07,0.0,787.28278317,146.326
14,0.0,20.70363469,0.0,68.22208,9.1524,0.0,10.19048,3.817644,0.0,1978.46,0.0,813.60505069,139.0885
15,0.0,21.35779499,0.0,67.89747,8.79252,0.0,9.8434,4.166057,0.0,1961.94,0.0,837.31006799,132.22779
16,0.0,21.97724044,0.0,67.60077,8.62721,0.0,9.50616,4.510216,0.0,1947.21,0.0,858.66540344,125.83507
17,0.0,22.5653391,0.0,67.32995,8.61544,0.0,9.18555,4.849713,0.0,1933.98,0.0,877.9101551,119.96581
18,0.0,23.12479259,0.0,67.08276,8.72403,0.0,8.88653,5.184237,0.0,1922.04,0.0,895.25830059,114.64733
19,0.0,23.65799369,0.0,66.85729,8.92614,0.0,8.61263,5.513568,0.0,1911.19,0.0,910.89902669,109.88942
20,0.0,24.16691073,0.0,66.65181,9.20011,0.0,8.36609,5.837562,0.0,1901.29,0.0,925.00617673,105.68501
21,0.0,24.65354949,0.0,66.46459,9.52848,0.0,8.14819,6.156155,0.0,1892.21,0.0,937.73058649,102.0198
22,0.0,25.11937954,0.0,66.29401,9.89728,0.0,7.95939,6.469284,0.0,1883.83,0.0,949.21135754,98.87091
23,0.0,25.56574077,0.0,66.13865,10.29526,0.0,7.79949,6.776942,0.0,1876.08,0.0,959.57099977,96.21105
24,0.0,25.9940385,0.0,65.99726,10.71347,0.0,7.66783,7.079139,0.0,1868.86,0.0,968.9210655,94.01023
25,0.0,26.40537721,0.0,65.86858,11.14478,0.0,7.56333,7.375906,0.0,1862.13,0.0,977.36074921,92.23718
26,0.0,26.80061085,0.0,65.7514,11.58354,0.0,7.48469,7.66727,0.0,1855.81,0.0,984.98122485,90.86004
27,0.0,27.18090865,0.0,65.6447,12.0253,0.0,7.43036,7.95328,0.0,1849.87,0.0,991.86175365,89.84737
28,0.0,27.54699372,0.0,65.54764,12.4666,0.0,7.39871,8.23402,0.0,1844.26,0.0,998.07523572,89.16834
29,0.0,27.89971423,0.0,65.45931,12.90471,0.0,7.38802,8.50953,0.0,1838.95,0.0,1003.68765923,88.79366
30,0.0,28.23976932,0.0,65.37881,13.33759,0.0,7.39659,8.7799,0.0,1833.9,0.0,1008.75670632,88.69522
31,0.0,28.56776655,0.0,65.30557,13.76367,0.0,7.4227,9.04519,0.0,1829.1,0.0,1013.33697855,88.84648
32,0.0,28.88441322,0.0,65.23889,14.18177,0.0,7.46469,9.30548,0.0,1824.52,0.0,1017.47562622,89.22295
33,0.0,29.19019507,0.0,65.17807,14.59108,0.0,7.52097,9.56085,0.0,1820.14,0.0,1021.21537607,89.80121
34,0.0,29.48558984,0.0,65.12269,14.99099,0.0,7.59003,9.81138,0.0,1815.95,0.0,1024.59628884,90.56012
35,0.0,29.77129174,0.0,65.07215,15.38114,0.0,7.67042,10.05715,0.0,1811.92,0.0,1027.65177574,91.47982
36,0.0,30.04754698,0.0,65.0261,15.76129,0.0,7.7608,10.29825,0.0,1808.04,0.0,1030.41481798,92.54218
37,0.0,30.31495028,0.0,64.98404,16.13138,0.0,7.85994,10.53474,0.0,1804.31,0.0,1032.91214728,93.73033
38,0.0,30.57384518,0.0,64.94559,16.49138,0.0,7.96669,10.76673,0.0,1800.7,0.0,1035.17234618,95.02915
39,0.0,30.82459632,0.0,64.91054,16.84139,0.0,8.07998,10.99427,0.0,1797.22,0.0,1037.21582232,96.42449
40,0.0,31.06745767,0.0,64.87849,17.18156,0.0,8.19887,11.21745,0.0,1793.86,0.0,1039.06397267,97.90388
41,0.0,31.30297232,0.0,64.84918,17.51204,0.0,8.32244,11.43642,0.0,1790.6,0.0,1040.73715832,99.45553
42,0.0,31.53130429,0.0,64.82239,17.83307,0.0,8.44993,11.6511,0.0,1787.44,0.0,1042.25106029,101.06908
43,0.0,31.75278522,0.0,64.79772,18.14486,0.0,8.58059,11.86165,0.0,1784.37,0.0,1043.62193422,102.73491
44,0.0,31.96766067,0.0,64.7752,18.44767,0.0,8.71378,12.06829,0.0,1781.39,0.0,1044.86228167,104.44442
45,0.0,32.17627032,0.0,64.7545,18.74176,0.0,8.84891,12.27083,0.0,1778.5,0.0,1045.98594332,106.18986
46,0.0,32.37874839,0.0,64.73559,19.02739,0.0,8.98546,12.4695,0.0,1775.68,0.0,1047.00397739,107.96415
47,0.0,32.57544711,0.0,64.71807,19.30483,0.0,9.12295,12.6644,0.0,1772.95,0.0,1047.92586111,109.76085
48,0.0,32.76657783,0.0,64.70207,19.57435,0.0,9.26097,12.85555,0.0,1770.28,0.0,1048.76219583,111.57501
49,0.0,32.95228344,0.0,64.68722,19.83619,0.0,9.39915,13.04307,0.0,1767.68,0.0,1049.52001244,113.39981
50,0.0,33.13279621,0.0,64.67358,20.09061,0.0,9.53716,13.22687,0.0,1765.14,0.0,1050.20731221,115.23188
51,0.0,33.30832677,0.0,64.66102,20.33786,0.0,9.67472,13.40726,0.0,1762.67,0.0,1050.83037577,117.06789
52,0.0,33.47902724,0.0,64.64933,20.57819,0.0,9.81155,13.58416,0.0,1760.26,0.0,1051.39593424,118.90255
53,0.0,33.64501027,0.0,64.6386,20.81182,0.0,9.94745,13.75757,0.0,1757.9,0.0,1051.90948827,120.73359
54,0.0,33.80660572,0.0,64.62854,21.03899,0.0,10.08222,13.92771,0.0,1755.6,0.0,1052.37599872,122.5568
55,0.0,33.96382626,0.0,64.61927,21.25993,0.0,10.21567,14.09459,0.0,1753.36,0.0,1052.80044626,124.37196
56,0.0,34.11680248,0.0,64.61071,21.47482,0.0,10.34769,14.25823,0.0,1751.16,0.0,1053.18485148,126.17391
57,0.0,34.26585697,0.0,64.60271,21.6839,0.0,10.47814,14.41882,0.0,1749.02,0.0,1053.53561497,127.9635
58,0.0,34.41089834,0.0,64.5952,21.88732,0.0,10.6069,14.57628,0.0,1746.92,0.0,1053.85401734,129.73658
59,0.0,34.55226111,0.0,64.58824,22.08532,0.0,10.7339,14.73072,0.0,1744.87,0.0,1054.14448911,131.49306
60,0.0,34.68995371,0.0,64.58178,22.27806,0.0,10.85907,14.88215,0.0,1742.86,0.0,1054.40858071,133.23083
61,0.0,34.82409778,0.0,64.57569,22.46569,0.0,10.98232,15.03067,0.0,1740.9,0.0,1054.64874278,134.9488
62,0.0,34.95481456,0.0,64.56994,22.64841,0.0,11.10364,15.1764,0.0,1738.98,0.0,1054.86886556,136.64593
63,0.0,35.08220539,0.0,64.56459,22.82637,0.0,11.22295,15.31935,0.0,1737.1,0.0,1055.06963939,138.32112
64,0.0,35.20640094,0.0,64.55952,22.99973,0.0,11.34024,15.45951,0.0,1735.27,0.0,1055.25169494,139.97535
65,0.0,35.32751127,0.0,64.55482,23.1686,0.0,11.45551,15.59701,0.0,1733.47,0.0,1055.41918227,141.60559
66,0.0,35.44564885,0.0,64.55037,23.33321,0.0,11.56871,15.73184,0.0,1731.71,0.0,1055.57271185,143.21279
67,0.0,35.56082325,0.0,64.54615,23.49355,0.0,11.67985,15.86411,0.0,1729.99,0.0,1055.71233425,144.79594
68,0.0,35.67315375,0.0,64.54216,23.64989,0.0,11.78893,15.99393,0.0,1728.3,0.0,1055.84106875,146.35603
69,0.0,35.78285383,0.0,64.53839,23.80232,0.0,11.89594,16.12121,0.0,1726.65,0.0,1055.95884683,147.89104
70,0.0,35.88973347,0.0,64.53473,23.95101,0.0,12.00092,16.24605,0.0,1725.03,0.0,1056.06661847,149.40098
71,0.0,35.99410168,0.0,64.53137,24.09593,0.0,12.10386,16.36846,0.0,1723.45,0.0,1056.16651368,150.88684
72,0.0,36.09598143,0.0,64.52813,24.23725,0.0,12.20477,16.48855,0.0,1721.9,0.0,1056.25766243,152.34764
73,0.0,36.19547073,0.0,64.525,24.37523,0.0,12.30367,16.60641,0.0,1720.38,0.0,1056.34220473,153.78438
74,0.0,36.29248158,0.0,64.52207,24.50974,0.0,12.4006,16.72196,0.0,1718.89,0.0,1056.41908158,155.19607
75,0.0,36.38722496,0.0,64.51926,24.64102,0.0,12.49557,16.83531,0.0,1717.44,0.0,1056.49051396,156.58374
76,0.0,36.4798109,0.0,64.51656,24.76914,0.0,12.5886,16.94655,0.0,1716.01,0.0,1056.5567399,157.94639
77,0.0,36.57015938,0.0,64.51398,24.89417,0.0,12.67973,17.05559,0.0,1714.62,0.0,1056.61871038,159.28506
78,0.0,36.65846141,0.0,64.51153,25.01625,0.0,12.76897,17.16254,0.0,1713.25,0.0,1056.67474641,160.59975
79,0.0,36.74463801,0.0,64.50922,25.13531,0.0,12.85636,17.2675,0.0,1711.91,0.0,1056.72797801,161.89051
80,0.0,36.82879818,0.0,64.50694,25.25174,0.0,12.94193,17.37048,0.0,1710.6,0.0,1056.77654418,163.15734
81,0.0,36.91113292,0.0,64.50472,25.36524,0.0,13.02572,17.47148,0.0,1709.31,0.0,1056.82168592,164.40129
82,0.0,36.99147326,0.0,64.50265,25.4762,0.0,13.10773,17.5706,0.0,1708.05,0.0,1056.86452326,165.62236
83,0.0,37.07001921,0.0,64.50065,25.58454,0.0,13.18803,17.66775,0.0,1706.82,0.0,1056.90438621,166.81961
84,0.0,37.14678177,0.0,64.49862,25.6904,0.0,13.26661,17.76304,0.0,1705.61,0.0,1056.94130577,167.99503
85,0.0,37.22184996,0.0,64.49678,25.79384,0.0,13.34354,17.85656,0.0,1704.43,0.0,1056.97563996,169.14769
86,0.0,37.29514479,0.0,64.49493,25.89487,0.0,13.41883,17.94833,0.0,1703.27,0.0,1057.00858079,170.27859
87,0.0,37.36687729,0.0,64.49319,25.99354,0.0,13.49253,18.03834,0.0,1702.13,0.0,1057.03917829,171.38878
88,0.0,37.43694646,0.0,64.49146,26.08999,0.0,13.56464,18.1266,0.0,1701.02,0.0,1057.06774146,172.47627
89,0.0,37.50546332,0.0,64.48986,26.18427,0.0,13.63523,18.21321,0.0,1699.93,0.0,1057.09455132,173.54411
90,0.0,37.57242889,0.0,64.4882,26.27637,0.0,13.7043,18.29817,0.0,1698.87,0.0,1057.12056789,174.59032
91,0.0,37.63795119,0.0,64.48669,26.36646,0.0,13.7719,18.3816,0.0,1697.82,0.0,1057.14436019,175.61694
92,0.0,37.70193422,0.0,64.48523,26.45446,0.0,13.83806,18.46329,0.0,1696.8,0.0,1057.16683022,176.62299
93,0.0,37.76458402,0.0,64.48374,26.54049,0.0,13.90281,18.54355,0.0,1695.79,0.0,1057.18833602,177.6105
94,0.0,37.82591459,0.0,64.48234,26.6246,0.0,13.96616,18.62227,0.0,1694.81,0.0,1057.20896959,178.57751
95,0.0,37.885823,0.0,64.48092,26.70691,0.0,14.02816,18.69947,0.0,1693.85,0.0,1057.228069,179.52603
96,0.0,37.9444121,0.0,64.47961,26.78733,0.0,14.08884,18.77514,0.0,1692.9,0.0,1057.2466661,180.45611
97,0.0,38.0017911,0.0,64.4783,26.866,0.0,14.14821,18.84949,0.0,1691.98,0.0,1057.2651601,181.36776
98,0.0,38.05787,0.0,64.47702,26.94295,0.0,14.20633,18.92232,0.0,1691.07,0.0,1057.281611,182.26203
99,0.0,38.1127397,0.0,64.47577,27.01821,0.0,14.2632,18.99383,0.0,1690.18,0.0,1057.2972197,183.13793
100,0.0,38.1664193,0.0,64.47457,27.09188,0.0,14.31885,19.06403,0.0,1689.31,0.0,1057.3132053,183.9965
101,0.0,38.2190108,0.0,64.47342,27.1638,0.0,14.37331,19.13281,0.0,1688.46,0.0,1057.3276788,184.83875
102,0.0,38.2704122,0.0,64.47233,27.23429,0.0,14.42662,19.20039,0.0,1687.63,0.0,1057.3418892,185.66473
103,0.0,38.3207245,0.0,64.47121,27.30317,0.0,14.47879,19.26656,0.0,1686.81,0.0,1057.3550465,186.47344
104,0.0,38.3699598,0.0,64.47008,27.37066,0.0,14.52984,19.33153,0.0,1686.01,0.0,1057.3682528,187.26593
105,0.0,38.4181261,0.0,64.46905,27.43659,0.0,14.57981,19.3953,0.0,1685.22,0.0,1057.3807451,188.04322
106,0.0,38.4653143,0.0,64.46801,27.50116,0.0,14.62872,19.45786,0.0,1684.45,0.0,1057.3927363,188.80532
107,0.0,38.5115336,0.0,64.46699,27.56441,0.0,14.67659,19.51923,0.0,1683.7,0.0,1057.4052646,189.55227
108,0.0,38.5566958,0.0,64.466,27.62624,0.0,14.72344,19.5795,0.0,1682.96,0.0,1057.4156108,190.2841
109,0.0,38.6010011,0.0,64.46503,27.68668,0.0,14.76931,19.63848,0.0,1682.23,0.0,1057.4269151,191.00182
110,0.0,38.6442475,0.0,64.4641,27.74589,0.0,14.81421,19.69647,0.0,1681.53,0.0,1057.4371865,191.70445
111,0.0,38.6866379,0.0,64.46323,27.80392,0.0,14.85815,19.75337,0.0,1680.83,0.0,1057.4479469,192.39403
112,0.0,38.7281804,0.0,64.46231,27.86072,0.0,14.90116,19.80908,0.0,1680.15,0.0,1057.4580144,193.06956
113,0.0,38.768876,0.0,64.46146,27.9162,0.0,14.94328,19.86381,0.0,1679.48,0.0,1057.46661,193.73209
114,0.0,38.8086257,0.0,64.46059,27.97065,0.0,14.98451,19.91755,0.0,1678.83,0.0,1057.4759437,194.38062
115,0.0,38.8476376,0.0,64.4598,28.02389,0.0,15.02487,19.97022,0.0,1678.19,0.0,1057.4851156,195.01718
116,0.0,38.8858136,0.0,64.4589,28.07602,0.0,15.06438,20.0219,0.0,1677.56,0.0,1057.4943556,195.64078
117,0.0,38.9231527,0.0,64.45811,28.12705,0.0,15.10306,20.0726,0.0,1676.94,0.0,1057.5028737,196.25246
118,0.0,38.9597661,0.0,64.45732,28.17708,0.0,15.14094,20.12233,0.0,1676.34,0.0,1057.5105901,196.85122
119,0.0,38.9956526,0.0,64.45665,28.22592,0.0,15.17802,20.17118,0.0,1675.75,0.0,1057.5186146,197.43809
120,0.0,39.0307043,0.0,64.45591,28.27386,0.0,15.21433,20.21906,0.0,1675.17,0.0,1057.5261583,198.01409
121,0.0,39.0651393,0.0,64.45509,28.32082,0.0,15.24988,20.26607,0.0,1674.6,0.0,1057.5342293,198.57823
122,0.0,39.0988585,0.0,64.45442,28.3668,0.0,15.28469,20.31211,0.0,1674.04,0.0,1057.5408485,199.13154
123,0.0,39.1318529,0.0,64.45369,28.4118,0.0,15.31879,20.35738,0.0,1673.5,0.0,1057.5480269,199.67303
124,0.0,39.1641316,0.0,64.45302,28.45583,0.0,15.35217,20.40178,0.0,1672.96,0.0,1057.5558736,200.20472
125,0.0,39.1957946,0.0,64.45241,28.49899,0.0,15.38486,20.44531,0.0,1672.44,0.0,1057.5622086,200.72563
126,0.0,39.2267519,0.0,64.45176,28.54139,0.0,15.41687,20.48799,0.0,1671.92,0.0,1057.5681319,201.23676
127,0.0,39.2572054,0.0,64.45109,28.58282,0.0,15.44823,20.52989,0.0,1671.42,0.0,1057.5747544,201.73715
128,0.0,39.2869523,0.0,64.4505,28.6233,0.0,15.47893,20.57104,0.0,1670.93,0.0,1057.5808943,202.2278
129,0.0,39.3160855,0.0,64.44989,28.66313,0.0,15.509,20.61133,0.0,1670.44,0.0,1057.5877735,202.70872
130,0.0,39.3446241,0.0,64.44928,28.702,0.0,15.53848,20.65095,0.0,1669.97,0.0,1057.5941721,203.17998
131,0.0,39.372667,0.0,64.44867,28.74013,0.0,15.56729,20.68982,0.0,1669.5,0.0,1057.600228,203.64247
132,0.0,39.4001062,0.0,64.44806,28.77752,0.0,15.59557,20.72794,0.0,1669.05,0.0,1057.6050332,204.09536
133,0.0,39.4269599,0.0,64.44757,28.81417,0.0,15.62326,20.76529,0.0,1668.6,0.0,1057.6114169,204.53957
134,0.0,39.4533099,0.0,64.44699,28.85008,0.0,15.65034,20.802,0.0,1668.16,0.0,1057.6164699,204.97509
135,0.0,39.4790753,0.0,64.44643,28.88525,0.0,15.67692,20.83795,0.0,1667.73,0.0,1057.6211013,205.40203
136,0.0,39.5043462,0.0,64.44591,28.9197,0.0,15.70291,20.87334,0.0,1667.31,0.0,1057.6265412,205.82031
137,0.0,39.5291334,0.0,64.44542,28.95341,0.0,15.72841,20.90799,0.0,1666.9,0.0,1057.6316604,206.23102
138,0.0,39.5534261,0.0,64.44486,28.98641,0.0,15.75332,20.94199,0.0,1666.5,0.0,1057.6364081,206.63306
139,0.0,39.5772452,0.0,64.44446,29.01888,0.0,15.77786,20.97533,0.0,1666.1,0.0,1057.6418742,207.02766
140,0.0,39.6005798,0.0,64.4439,29.05063,0.0,15.80181,21.00803,0.0,1665.71,0.0,1057.6460598,207.4136
141,0.0,39.6234318,0.0,64.44349,29.08176,0.0,15.82519,21.04018,0.0,1665.33,0.0,1057.6509848,207.79289
142,0.0,39.6457993,0.0,64.44295,29.11228,0.0,15.8482,21.07169,0.0,1664.96,0.0,1057.6555483,208.16475
143,0.0,39.6677933,0.0,64.44257,29.14209,0.0,15.87075,21.10255,0.0,1664.59,0.0,1057.6598803,208.52907
144,0.0,39.6893128,0.0,64.44206,29.17138,0.0,15.89283,21.13297,0.0,1664.23,0.0,1057.6639418,208.88586
145,0.0,39.7103598,0.0,64.44163,29.20008,0.0,15.91446,21.16274,0.0,1663.88,0.0,1057.6688018,209.23613
146,0.0,39.7310333,0.0,64.44117,29.22816,0.0,15.93563,21.19187,0.0,1663.53,0.0,1057.6733213,209.57987
147,0.0,39.7513333,0.0,64.44079,29.25585,0.0,15.95644,21.22056,0.0,1663.19,0.0,1057.6766103,209.91619
148,0.0,39.7711689,0.0,64.44041,29.28293,0.0,15.97681,21.24871,0.0,1662.86,0.0,1057.6806969,210.24701
149,0.0,39.790623,0.0,64.44001,29.30931,0.0,15.99673,21.27622,0.0,1662.54,0.0,1057.685464,210.57031
150,0.0,39.8097236,0.0,64.43961,29.3353,0.0,16.01631,21.30329,0.0,1662.22,0.0,1057.6880396,210.88821
151,0.0,39.8284498,0.0,64.43921,29.3607,0.0,16.03545,21.32992,0.0,1661.91,0.0,1057.6933338,211.19961
152,0.0,39.8467145,0.0,64.43882,29.3857,0.0,16.05415,21.35592,0.0,1661.6,0.0,1057.6965185,211.50452
153,0.0,39.8647149,0.0,64.43843,29.41012,0.0,16.07262,21.38157,0.0,1661.3,0.0,1057.6993409,211.80313
154,0.0,39.8823638,0.0,64.43805,29.43414,0.0,16.09066,21.40659,0.0,1661.0,0.0,1057.7030738,212.09725
155,0.0,39.8996383,0.0,64.43769,29.45758,0.0,16.10827,21.43128,0.0,1660.71,0.0,1057.7064343,212.38489
156,0.0,39.9165613,0.0,64.43735,29.48064,0.0,16.12555,21.45543,0.0,1660.43,0.0,1057.7107453,212.66715
157,0.0,39.933221,0.0,64.43703,29.50331,0.0,16.14251,21.47915,0.0,1660.15,0.0,1057.712785,212.94303
158,0.0,39.9494283,0.0,64.43673,29.5254,0.0,16.15915,21.50233,0.0,1659.88,0.0,1057.7166643,213.21453
159,0.0,39.9653722,0.0,64.43637,29.54701,0.0,16.17547,21.52518,0.0,1659.61,0.0,1057.7193022,213.48067
160,0.0,39.9810638,0.0,64.43604,29.56835,0.0,16.19148,21.5476,0.0,1659.35,0.0,1057.7227098,213.74144
161,0.0,39.996404,0.0,64.43574,29.5892,0.0,16.20717,21.56959,0.0,1659.09,0.0,1057.725957,213.99784
162,0.0,40.0114998,0.0,64.43539,29.60969,0.0,16.22245,21.59115,0.0,1658.84,0.0,1057.7280828,214.24879
163,0.0,40.0262342,0.0,64.43517,29.6298,0.0,16.23752,21.61228,0.0,1658.6,0.0,1057.7319682,214.49447
164,0.0,40.0407163,0.0,64.43481,29.64934,0.0,16.25229,21.63298,0.0,1658.35,0.0,1057.7337423,214.73581
165,0.0,40.0548561,0.0,64.43449,29.66861,0.0,16.26675,21.65335,0.0,1658.12,0.0,1057.7372971,214.97279
166,0.0,40.0687335,0.0,64.43422,29.68751,0.0,16.28091,21.67339,0.0,1657.88,0.0,1057.7396205,215.20442
167,0.0,40.0823777,0.0,64.43401,29.70605,0.0,16.29478,21.693,0.0,1657.65,0.0,1057.7428627,215.43171
168,0.0,40.0957714,0.0,64.43366,29.72422,0.0,16.30844,21.71219,0.0,1657.43,0.0,1057.7449754,215.65476
169,0.0,40.1088119,0.0,64.43346,29.74212,0.0,16.32181,21.73114,0.0,1657.21,0.0,1057.7478969,215.87446
170,0.0,40.1217201,0.0,64.43313,29.75957,0.0,16.33488,21.74958,0.0,1656.99,0.0,1057.7496171,216.08883
171,0.0,40.1342769,0.0,64.43287,29.77665,0.0,16.34766,21.76779,0.0,1656.78,0.0,1057.7532379,216.29887
172,0.0,40.1466905,0.0,64.43267,29.79337,0.0,16.36026,21.78567,0.0,1656.58,0.0,1057.7546775,216.50567
173,0.0,40.1587527,0.0,64.43245,29.80993,0.0,16.37256,21.80313,0.0,1656.37,0.0,1057.7579267,216.70815
174,0.0,40.1706837,0.0,64.4322,29.82613,0.0,16.38468,21.82026,0.0,1656.17,0.0,1057.7600957,216.9064
175,0.0,40.1823824,0.0,64.43192,29.84198,0.0,16.39651,21.83717,0.0,1655.98,0.0,1057.7620834,217.10132
176,0.0,40.1938288,0.0,64.43172,29.85747,0.0,16.40816,21.85366,0.0,1655.79,0.0,1057.7649908,217.29302
177,0.0,40.205034,0.0,64.43151,29.87271,0.0,16.41953,21.86992,0.0,1655.6,0.0,1057.765738,217.47941
178,0.0,40.2160059,0.0,64.43128,29.88759,0.0,16.43072,21.88586,0.0,1655.41,0.0,1057.7683039,217.66358
179,0.0,40.2267375,0.0,64.43103,29.90222,0.0,16.44163,21.90148,0.0,1655.23,0.0,1057.7708105,217.84343
180,0.0,40.2373368,0.0,64.43077,29.9166,0.0,16.45247,21.91678,0.0,1655.05,0.0,1057.7731658,218.02117
181,0.0,40.2477049,0.0,64.4306,29.93073,0.0,16.46293,21.93186,0.0,1654.88,0.0,1057.7754509,218.1945
182,0.0,40.2578308,0.0,64.43042,29.94451,0.0,16.47332,21.94662,0.0,1654.71,0.0,1057.7765848,218.36372
183,0.0,40.2678154,0.0,64.43014,29.95805,0.0,16.48343,21.96105,0.0,1654.54,0.0,1057.7785694,218.53064
184,0.0,40.2776778,0.0,64.42996,29.97133,0.0,16.49338,21.97527,0.0,1654.38,0.0,1057.7804028,218.69436
185,0.0,40.287199,0.0,64.42977,29.98437,0.0,16.50306,21.98917,0.0,1654.22,0.0,1057.782196,218.85477
186,0.0,40.2965889,0.0,64.42958,29.99717,0.0,16.51267,22.00285,0.0,1654.06,0.0,1057.7838489,219.01208
187,0.0,40.3058466,0.0,64.42939,30.00971,0.0,16.52202,22.01631,0.0,1653.9,0.0,1057.7863506,219.16709
188,0.0,40.3148741,0.0,64.42921,30.02192,0.0,16.5312,22.02945,0.0,1653.75,0.0,1057.7878331,219.31791
189,0.0,40.3237693,0.0,64.42904,30.03408,0.0,16.54021,22.04238,0.0,1653.6,0.0,1057.7901543,219.46654
190,0.0,40.3325324,0.0,64.42887,30.04591,0.0,16.54897,22.05508,0.0,1653.46,0.0,1057.7913754,219.61287
191,0.0,40.3410742,0.0,64.42871,30.05739,0.0,16.55766,22.06757,0.0,1653.31,0.0,1057.7925452,219.75511
192,0.0,40.3493759,0.0,64.42847,30.06883,0.0,16.56619,22.07974,0.0,1653.17,0.0,1057.7945859,219.89617
193,0.0,40.3576553,0.0,64.42833,30.08003,0.0,16.57446,22.0917,0.0,1653.03,0.0,1057.7955053,220.03293
194,0.0,40.3657045,0.0,64.42822,30.09089,0.0,16.58268,22.10354,0.0,1652.9,0.0,1057.7973055,220.16862
195,0.0,40.3736316,0.0,64.42802,30.10172,0.0,16.59063,22.11506,0.0,1652.76,0.0,1057.7990846,220.30002
196,0.0,40.3813165,0.0,64.42783,30.1122,0.0,16.59854,22.12637,0.0,1652.63,0.0,1057.8007425,220.43033
197,0.0,40.3889911,0.0,64.42767,30.12255,0.0,16.60619,22.13746,0.0,1652.51,0.0,1057.8022911,220.55737
198,0.0,40.3964346,0.0,64.42753,30.13257,0.0,16.61378,22.14833,0.0,1652.38,0.0,1057.8037296,220.68233
199,0.0,40.403746,0.0,64.42741,30.14255,0.0,16.62113,22.1591,0.0,1652.26,0.0,1057.805157,220.80501
200,0.0,40.4109371,0.0,64.42721,30.1524,0.0,16.62842,22.16954,0.0,1652.14,0.0,1057.8063741,220.92561
201,0.0,40.4179071,0.0,64.42714,30.16181,0.0,16.63556,22.17988,0.0,1652.02,0.0,1057.8076811,221.04304
202,0.0,40.4248559,0.0,64.427,30.17129,0.0,16.64246,22.19,0.0,1651.9,0.0,1057.8097979,221.1592
203,0.0,40.4315735,0.0,64.42679,30.18044,0.0,16.6493,22.1999,0.0,1651.79,0.0,1057.8097945,221.27229
204,0.0,40.438269,0.0,64.4267,30.18945,0.0,16.6561,22.20959,0.0,1651.68,0.0,1057.8118,221.3833
205,0.0,40.4447453,0.0,64.42655,30.19834,0.0,16.66266,22.21917,0.0,1651.57,0.0,1057.8127163,221.49305
206,0.0,40.4511985,0.0,64.42643,30.20699,0.0,16.66917,22.22854,0.0,1651.46,0.0,1057.8145315,221.59973
207,0.0,40.4574225,0.0,64.42634,30.21552,0.0,16.67543,22.23769,0.0,1651.36,0.0,1057.8153465,221.70514
208,0.0,40.4636343,0.0,64.42619,30.22392,0.0,16.68165,22.24674,0.0,1651.25,0.0,1057.8159813,221.80849
209,0.0,40.469626,0.0,64.42608,30.23208,0.0,16.68783,22.25557,0.0,1651.15,0.0,1057.818606,221.90878
210,0.0,40.4755966,0.0,64.4259,30.24012,0.0,16.69377,22.26429,0.0,1651.05,0.0,1057.8191606,222.0088
211,0.0,40.481336,0.0,64.42586,30.24793,0.0,16.69967,22.27279,0.0,1650.95,0.0,1057.819625,222.10576
212,0.0,40.4870633,0.0,64.42566,30.25572,0.0,16.70543,22.28119,0.0,1650.86,0.0,1057.8210083,222.20156
213,0.0,40.4926704,0.0,64.4256,30.26328,0.0,16.71105,22.28937,0.0,1650.76,0.0,1057.8214114,222.2952
214,0.0,40.4981684,0.0,64.42549,30.27071,0.0,16.71663,22.29744,0.0,1650.67,0.0,1057.8237154,222.38679
