time, D, CDK5, D_CDK5, D75, CK1, D_CK1, D137, PKA, D_PKA, D34, D34_CDK5, D34_CK1, PP2B, D34_PP2B, D34_75, D34_137, D75CK1, D75_PKA, PP2A, D75_PP2A, PP2AP, D75_PP2AP, D75_137, D137_CDK5, D137_PKA, D137_PP2C, PP2C, D34_75_CK1, D34_137_CDK5, D34_75_137, D75_137_PKA, D34_75_PP2B, D34_137_PP2B, D34_75_137_PP2B, D34_75_PP2A, D75_137_PP2A, D34_75_137_PP2A, D34_75_PP2AP, D75_137_PP2AP, D34_75_137_PP2AP, D34_137_PP2C, D75_137_PP2C, PDE, PP2Binactive, D34_75_137_PP2C, CK1P, CK1P_PP2B, PDE_PKA, PDEP, PP2A_PKA, Ca, PP2BinactiveCa2, R2C2, cAMP, cAMP_R2C2, cAMP2_R2C2, cAMP3_R2C2, cAMP4_R2C2, cAMP4_R2C, cAMP4_R2, cAMP_PDE, AMP, cAMP_PDEP, PP2ACa, D34_75_PP2ACa, D34_75_137_PP2ACa, D75_PP2ACa, D75_137_PP2ACa, D34_75_PP2APCa, PP2APCa, D34_75_137_PP2APCa, D75_PP2APCa, D75_137_PP2APCa, PP2ACa_PKA, 
122, 2.84948e-06, 1.02953e-07, 8.6348e-08, 1.49449e-06, 1.82659e-08, 1.66054e-08, 2.78971e-07, 0, 0, 0, 0, 0, 4.15135e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.65319e-08, 0, 0, 1.76017e-07, 9.96323e-09, 0, 9.96323e-09, 1.11256e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.4576e-07, 0, 1.19559e-07, 4.98162e-09, 0, 0, 0, 1.66054e-08, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
122.5, 2.85447e-06, 8.80086e-08, 9.79718e-08, 1.49449e-06, 1.99265e-08, 1.32843e-08, 2.62365e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 1.49449e-08, 0, 1.66054e-07, 2.65686e-08, 0, 0, 1.77678e-07, 1.32843e-08, 0, 1.32843e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.39118e-07, 0, 1.14577e-07, 3.32108e-09, 0, 0, 0, 1.49449e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
123, 2.84782e-06, 8.46875e-08, 1.02953e-07, 1.48784e-06, 1.82659e-08, 1.82659e-08, 2.65686e-07, 0, 0, 0, 0, 0, 3.81924e-08, 0, 0, 0, 1.32843e-08, 0, 1.64393e-07, 2.98897e-08, 0, 0, 1.80999e-07, 1.16238e-08, 0, 1.32843e-08, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.37457e-07, 0, 1.12917e-07, 3.32108e-09, 0, 0, 0, 6.64216e-09, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
123.5, 2.80963e-06, 8.80086e-08, 1.04614e-07, 1.51109e-06, 2.98897e-08, 9.96323e-09, 2.82292e-07, 0, 0, 0, 0, 0, 3.98529e-08, 0, 0, 0, 1.16238e-08, 0, 1.61072e-07, 3.65319e-08, 0, 0, 1.80999e-07, 6.64216e-09, 0, 1.32843e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.39118e-07, 0, 1.12917e-07, 1.66054e-09, 0, 0, 0, 8.3027e-09, 5.14767e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
124, 2.82292e-06, 9.13296e-08, 9.63113e-08, 1.51939e-06, 1.82659e-08, 1.49449e-08, 2.70668e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 9.96323e-09, 0, 1.69375e-07, 2.65686e-08, 0, 0, 1.89301e-07, 1.16238e-08, 0, 4.98162e-09, 1.17898e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.40778e-07, 0, 1.19559e-07, 3.32108e-09, 0, 0, 0, 2.32475e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
124.5, 2.80797e-06, 9.63113e-08, 9.29902e-08, 1.54098e-06, 1.82659e-08, 1.66054e-08, 2.59044e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 8.3027e-09, 0, 1.67714e-07, 2.65686e-08, 0, 0, 1.80999e-07, 9.96323e-09, 0, 1.66054e-08, 1.01293e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.32475e-07, 0, 1.17898e-07, 4.98162e-09, 0, 0, 0, 1.82659e-08, 7.30637e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
125, 2.81129e-06, 8.6348e-08, 1.04614e-07, 1.52105e-06, 2.49081e-08, 2.1587e-08, 2.65686e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 3.32108e-09, 0, 1.57751e-07, 3.65319e-08, 0, 0, 1.80999e-07, 8.3027e-09, 0, 1.32843e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.39118e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 1.99265e-08, 6.4761e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
125.5, 2.83952e-06, 1.02953e-07, 8.80086e-08, 1.50279e-06, 1.66054e-08, 2.82292e-08, 2.67347e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 6.64216e-09, 0, 1.61072e-07, 2.98897e-08, 0, 0, 1.82659e-07, 8.3027e-09, 0, 1.32843e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.32475e-07, 0, 1.09596e-07, 4.98162e-09, 0, 0, 0, 1.16238e-08, 6.97426e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
126, 2.84616e-06, 8.80086e-08, 1.06274e-07, 1.46293e-06, 1.82659e-08, 1.99265e-08, 2.98897e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 1.32843e-08, 0, 1.57751e-07, 3.15502e-08, 0, 0, 1.62733e-07, 4.98162e-09, 0, 1.49449e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.34136e-07, 0, 1.11256e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 7.30637e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
126.5, 2.81793e-06, 9.63113e-08, 9.29902e-08, 1.49615e-06, 2.32475e-08, 2.32475e-08, 3.35429e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 9.96323e-09, 0, 1.74357e-07, 1.66054e-08, 0, 0, 1.57751e-07, 9.96323e-09, 0, 6.64216e-09, 1.21219e-07, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 0, 0, 0, 0, 0, 4.98162e-09, 1.99929e-06, 2.4742e-07, 0, 1.04614e-07, 4.98162e-09, 0, 0, 0, 3.32108e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
127, 2.88104e-06, 1.04614e-07, 7.97059e-08, 1.44633e-06, 1.99265e-08, 2.82292e-08, 3.12181e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 8.3027e-09, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.56091e-07, 1.49449e-08, 0, 1.49449e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.55723e-07, 0, 1.04614e-07, 4.98162e-09, 0, 0, 0, 1.32843e-08, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
127.5, 2.84118e-06, 7.97059e-08, 1.06274e-07, 1.45297e-06, 2.82292e-08, 2.32475e-08, 3.0886e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 8.3027e-09, 0, 1.64393e-07, 2.98897e-08, 0, 0, 1.66054e-07, 1.32843e-08, 0, 2.1587e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.55723e-07, 0, 1.06274e-07, 0, 0, 0, 0, 2.1587e-08, 4.15135e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
128, 2.85115e-06, 8.96691e-08, 9.96323e-08, 1.44467e-06, 2.65686e-08, 1.82659e-08, 3.30447e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 9.96323e-09, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.69375e-07, 9.96323e-09, 0, 1.16238e-08, 1.14577e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.55723e-07, 0, 1.04614e-07, 6.64216e-09, 0, 0, 0, 9.96323e-09, 3.81924e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
128.5, 2.84782e-06, 9.96323e-08, 8.46875e-08, 1.45961e-06, 2.49081e-08, 2.1587e-08, 3.20484e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 9.96323e-09, 0, 1.67714e-07, 2.65686e-08, 0, 0, 1.66054e-07, 1.49449e-08, 0, 9.96323e-09, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 4.98162e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.55723e-07, 0, 1.02953e-07, 6.64216e-09, 0, 0, 0, 1.49449e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
129, 2.82624e-06, 1.04614e-07, 8.13664e-08, 1.47622e-06, 2.49081e-08, 2.49081e-08, 3.37089e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 1.16238e-08, 0, 1.72696e-07, 2.49081e-08, 0, 0, 1.66054e-07, 1.32843e-08, 0, 9.96323e-09, 1.16238e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.55723e-07, 0, 9.79718e-08, 6.64216e-09, 0, 0, 0, 8.3027e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
129.5, 2.8196e-06, 1.01293e-07, 8.96691e-08, 1.46293e-06, 2.82292e-08, 2.49081e-08, 3.33768e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 9.96323e-09, 0, 1.71036e-07, 2.82292e-08, 0, 0, 1.76017e-07, 8.3027e-09, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.52402e-07, 0, 9.96323e-08, 3.32108e-09, 0, 0, 0, 6.64216e-09, 4.81556e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
130, 2.80797e-06, 9.79718e-08, 8.80086e-08, 1.45131e-06, 2.1587e-08, 2.1587e-08, 3.48713e-07, 0, 0, 0, 0, 0, 2.1587e-08, 0, 0, 0, 6.64216e-09, 0, 1.59412e-07, 3.81924e-08, 0, 0, 1.74357e-07, 1.32843e-08, 0, 1.49449e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.54062e-07, 0, 1.14577e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 5.47978e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
130.5, 2.82624e-06, 9.29902e-08, 9.46507e-08, 1.44467e-06, 1.32843e-08, 9.96323e-09, 3.33768e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 1.82659e-08, 0, 1.62733e-07, 2.98897e-08, 0, 0, 1.71036e-07, 1.16238e-08, 0, 1.66054e-08, 9.96323e-08, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 1.66054e-08, 1.99929e-06, 2.57384e-07, 0, 1.2288e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
131, 2.79137e-06, 9.29902e-08, 9.13296e-08, 1.48618e-06, 8.3027e-09, 1.99265e-08, 3.33768e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 1.32843e-08, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.66054e-07, 1.49449e-08, 0, 2.32475e-08, 9.79718e-08, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.52402e-07, 0, 1.2454e-07, 0, 0, 0, 0, 9.96323e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
131.5, 2.78472e-06, 8.96691e-08, 9.79718e-08, 1.50113e-06, 1.66054e-08, 1.66054e-08, 3.37089e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 4.98162e-09, 0, 1.67714e-07, 2.82292e-08, 0, 0, 1.67714e-07, 1.16238e-08, 0, 1.49449e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.4576e-07, 0, 1.26201e-07, 1.66054e-09, 0, 0, 0, 9.96323e-09, 5.64583e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
132, 2.80631e-06, 8.80086e-08, 1.04614e-07, 1.51441e-06, 1.16238e-08, 9.96323e-09, 3.18823e-07, 0, 0, 0, 0, 0, 3.48713e-08, 0, 0, 0, 6.64216e-09, 0, 1.69375e-07, 2.32475e-08, 0, 0, 1.5277e-07, 6.64216e-09, 0, 1.49449e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.49081e-07, 0, 1.36164e-07, 1.66054e-09, 0, 0, 0, 1.66054e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
132.5, 2.84284e-06, 1.04614e-07, 8.6348e-08, 1.49781e-06, 2.1587e-08, 9.96323e-09, 3.15502e-07, 0, 0, 0, 0, 0, 3.32108e-08, 0, 0, 0, 6.64216e-09, 0, 1.69375e-07, 2.82292e-08, 0, 0, 1.62733e-07, 8.3027e-09, 0, 1.66054e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 3.32108e-09, 1.99929e-06, 2.57384e-07, 0, 1.2288e-07, 4.98162e-09, 0, 0, 0, 1.16238e-08, 3.65319e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
133, 2.81461e-06, 9.29902e-08, 9.63113e-08, 1.51275e-06, 2.1587e-08, 1.32843e-08, 2.97236e-07, 0, 0, 0, 0, 0, 4.15135e-08, 0, 0, 0, 1.16238e-08, 0, 1.74357e-07, 2.49081e-08, 0, 0, 1.67714e-07, 9.96323e-09, 0, 2.49081e-08, 1.01293e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.62365e-07, 0, 1.17898e-07, 1.66054e-09, 0, 0, 0, 1.32843e-08, 2.65686e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
133.5, 2.78805e-06, 8.6348e-08, 1.02953e-07, 1.50279e-06, 1.66054e-08, 1.82659e-08, 3.00558e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 8.3027e-09, 0, 1.59412e-07, 3.65319e-08, 0, 0, 1.71036e-07, 9.96323e-09, 0, 2.32475e-08, 9.46507e-08, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.4742e-07, 0, 1.16238e-07, 6.64216e-09, 0, 0, 0, 9.96323e-09, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
134, 2.80797e-06, 7.97059e-08, 1.06274e-07, 1.4895e-06, 1.32843e-08, 1.82659e-08, 2.82292e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 4.98162e-09, 0, 1.64393e-07, 2.98897e-08, 0, 0, 1.97604e-07, 1.32843e-08, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.55723e-07, 0, 1.27862e-07, 1.66054e-09, 0, 0, 0, 1.99265e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
134.5, 2.80299e-06, 9.63113e-08, 9.13296e-08, 1.50279e-06, 1.66054e-08, 1.66054e-08, 2.88934e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 9.96323e-09, 0, 1.66054e-07, 2.49081e-08, 0, 0, 1.97604e-07, 1.16238e-08, 0, 1.66054e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.50741e-07, 0, 1.21219e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
135, 2.7731e-06, 9.13296e-08, 1.02953e-07, 1.51275e-06, 2.32475e-08, 1.82659e-08, 3.15502e-07, 0, 0, 0, 0, 0, 1.99265e-08, 0, 0, 0, 1.16238e-08, 0, 1.74357e-07, 2.32475e-08, 0, 0, 1.90962e-07, 4.98162e-09, 0, 1.16238e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32843e-08, 1.99929e-06, 2.49081e-07, 0, 1.07935e-07, 4.98162e-09, 0, 0, 0, 1.82659e-08, 5.81189e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
135.5, 2.76314e-06, 9.96323e-08, 8.3027e-08, 1.54098e-06, 1.66054e-08, 1.82659e-08, 3.0886e-07, 0, 0, 0, 0, 0, 2.32475e-08, 0, 0, 0, 8.3027e-09, 0, 1.72696e-07, 2.32475e-08, 0, 0, 1.90962e-07, 1.66054e-08, 0, 1.16238e-08, 1.09596e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.16238e-08, 1.99929e-06, 2.49081e-07, 0, 1.16238e-07, 6.64216e-09, 0, 0, 0, 9.96323e-09, 5.31372e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
136, 2.7183e-06, 8.46875e-08, 1.04614e-07, 1.58415e-06, 1.99265e-08, 1.49449e-08, 2.87273e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 9.96323e-09, 0, 1.74357e-07, 2.32475e-08, 0, 0, 1.90962e-07, 9.96323e-09, 0, 2.98897e-08, 9.63113e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.54062e-07, 0, 1.17898e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 4.48346e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
136.5, 2.75982e-06, 9.96323e-08, 9.13296e-08, 1.56921e-06, 2.82292e-08, 1.16238e-08, 2.85613e-07, 0, 0, 0, 0, 0, 3.15502e-08, 0, 0, 0, 8.3027e-09, 0, 1.71036e-07, 2.49081e-08, 0, 0, 1.89301e-07, 8.3027e-09, 0, 1.49449e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 1.49449e-08, 1.99929e-06, 2.52402e-07, 0, 1.16238e-07, 1.66054e-09, 0, 0, 0, 1.16238e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
137, 2.72494e-06, 1.12917e-07, 8.13664e-08, 1.60574e-06, 1.32843e-08, 1.82659e-08, 2.78971e-07, 0, 0, 0, 0, 0, 2.49081e-08, 0, 0, 0, 8.3027e-09, 0, 1.69375e-07, 2.49081e-08, 0, 0, 2.02586e-07, 4.98162e-09, 0, 1.49449e-08, 1.07935e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.54062e-07, 0, 1.19559e-07, 6.64216e-09, 0, 0, 0, 1.32843e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 
137.5, 2.69339e-06, 8.6348e-08, 1.04614e-07, 1.62069e-06, 1.82659e-08, 1.49449e-08, 2.80631e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 4.98162e-09, 0, 1.72696e-07, 2.32475e-08, 0, 0, 2.00925e-07, 8.3027e-09, 0, 1.82659e-08, 1.06274e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.55723e-07, 0, 1.21219e-07, 6.64216e-09, 0, 0, 0, 6.64216e-09, 3.98529e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
138, 2.69339e-06, 1.07935e-07, 8.6348e-08, 1.62733e-06, 1.66054e-08, 1.49449e-08, 3.00558e-07, 0, 0, 0, 0, 0, 2.82292e-08, 0, 0, 0, 9.96323e-09, 0, 1.61072e-07, 3.32108e-08, 0, 0, 1.76017e-07, 4.98162e-09, 0, 1.99265e-08, 1.02953e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 9.96323e-09, 1.99929e-06, 2.54062e-07, 0, 1.21219e-07, 3.32108e-09, 0, 0, 0, 9.96323e-09, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
138.5, 2.71332e-06, 9.13296e-08, 9.79718e-08, 1.60906e-06, 2.1587e-08, 4.98162e-09, 3.02218e-07, 0, 0, 0, 0, 0, 2.98897e-08, 0, 0, 0, 1.16238e-08, 0, 1.64393e-07, 3.32108e-08, 0, 0, 1.67714e-07, 9.96323e-09, 0, 1.99265e-08, 1.04614e-07, 0, 0, 0, 0, 0, 0, 0, 0, 1.66054e-09, 0, 0, 0, 0, 0, 8.3027e-09, 1.99929e-06, 2.57384e-07, 0, 1.26201e-07, 1.66054e-09, 0, 0, 0, 1.49449e-08, 4.3174e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
139, 2.69505e-06, 9.46507e-08, 9.46507e-08, 1.63563e-06, 1.82659e-08, 1.49449e-08, 3.02218e-07, 0, 0, 0, 0, 0, 2.65686e-08, 0, 0, 0, 6.64216e-09, 0, 1.66054e-07, 2.98897e-08, 0, 0, 1.67714e-07, 9.96323e-09, 0, 1.32843e-08, 1.12917e-07, 0, 0, 0, 0, 0, 0, 0, 0, 3.32108e-09, 0, 0, 0, 0, 0, 6.64216e-09, 1.99929e-06, 2.55723e-07, 0, 1.2288e-07, 3.32108e-09, 0, 0, 0, 1.32843e-08, 4.64951e-08, 6.6405e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
