Time	D137.ParticleNumber	D137_CDK5.ParticleNumber	D137_PKA.ParticleNumber	D137_PP2C.ParticleNumber	D34:137.ParticleNumber	D34:137_CDK5.ParticleNumber	D34:137_PP2B.ParticleNumber	D34:137_PP2C.ParticleNumber	D34:75:137.ParticleNumber	D34:75:137_PP2A.ParticleNumber	D34:75:137_PP2ACa.ParticleNumber	D34:75:137_PP2AP.ParticleNumber	D34:75:137_PP2APCa.ParticleNumber	D34:75:137_PP2B.ParticleNumber	D34:75:137_PP2C.ParticleNumber	D75:137.ParticleNumber	D75:137_PKA.ParticleNumber	D75:137_PP2A.ParticleNumber	D75:137_PP2ACa.ParticleNumber	D75:137_PP2AP.ParticleNumber	D75:137_PP2APCa.ParticleNumber	D75:137_PP2C.ParticleNumber
100.5	203.275	7.05844	0	10.7096	0	0	0	0	0	0	0	0	0	0	0	112.479	0	2.10456	0.0130541	0	0	5.92596
101	203.383	7.0622	0	10.714	0	0	0	0	0	0	0	0	0	0	0	112.539	0	2.10568	0.0130629	0	0	5.92846
101.5	203.488	7.06589	0	10.7184	0	0	0	0	0	0	0	0	0	0	0	112.597	0	2.10677	0.0130715	0	0	5.9309
102	203.591	7.0695	0	10.7228	0	0	0	0	0	0	0	0	0	0	0	112.655	0	2.10785	0.01308	0	0	5.9333
102.5	203.693	7.07305	0	10.727	0	0	0	0	0	0	0	0	0	0	0	112.711	0	2.1089	0.0130883	0	0	5.93566
103	203.792	7.07653	0	10.7312	0	0	0	0	0	0	0	0	0	0	0	112.766	0	2.10994	0.0130965	0	0	5.93797
103.5	203.89	7.07994	0	10.7352	0	0	0	0	0	0	0	0	0	0	0	112.82	0	2.11095	0.0131045	0	0	5.94023
104	203.986	7.08329	0	10.7392	0	0	0	0	0	0	0	0	0	0	0	112.873	0	2.11195	0.0131123	0	0	5.94245
104.5	204.079	7.08658	0	10.7432	0	0	0	0	0	0	0	0	0	0	0	112.926	0	2.11292	0.01312	0	0	5.94463
105	204.172	7.0898	0	10.747	0	0	0	0	0	0	0	0	0	0	0	112.977	0	2.11388	0.0131276	0	0	5.94677
105.5	204.262	7.09296	0	10.7508	0	0	0	0	0	0	0	0	0	0	0	113.027	0	2.11482	0.013135	0	0	5.94887
106	204.351	7.09606	0	10.7545	0	0	0	0	0	0	0	0	0	0	0	113.076	0	2.11574	0.0131423	0	0	5.95093
106.5	204.438	7.0991	0	10.7581	0	0	0	0	0	0	0	0	0	0	0	113.124	0	2.11665	0.0131494	0	0	5.95295
107	204.523	7.10209	0	10.7617	0	0	0	0	0	0	0	0	0	0	0	113.172	0	2.11753	0.0131564	0	0	5.95493
107.5	204.607	7.10502	0	10.7652	0	0	0	0	0	0	0	0	0	0	0	113.218	0	2.1184	0.0131633	0	0	5.95687
108	204.689	7.10789	0	10.7686	0	0	0	0	0	0	0	0	0	0	0	113.264	0	2.11926	0.0131701	0	0	5.95877
108.5	204.769	7.11071	0	10.772	0	0	0	0	0	0	0	0	0	0	0	113.309	0	2.1201	0.0131767	0	0	5.96063
109	204.848	7.11348	0	10.7753	0	0	0	0	0	0	0	0	0	0	0	113.352	0	2.12092	0.0131832	0	0	5.96246
109.5	204.926	7.11619	0	10.7785	0	0	0	0	0	0	0	0	0	0	0	113.395	0	2.12172	0.0131896	0	0	5.96426
110	205.002	7.11885	0	10.7817	0	0	0	0	0	0	0	0	0	0	0	113.438	0	2.12252	0.0131958	0	0	5.96602
110.5	205.077	7.12146	0	10.7848	0	0	0	0	0	0	0	0	0	0	0	113.479	0	2.12329	0.013202	0	0	5.96775
111	205.15	7.12402	0	10.7878	0	0	0	0	0	0	0	0	0	0	0	113.52	0	2.12405	0.013208	0	0	5.96944
111.5	205.222	7.12654	0	10.7908	0	0	0	0	0	0	0	0	0	0	0	113.56	0	2.1248	0.0132139	0	0	5.9711
112	205.292	7.129	0	10.7937	0	0	0	0	0	0	0	0	0	0	0	113.599	0	2.12553	0.0132197	0	0	5.97273
112.5	205.361	7.13142	0	10.7966	0	0	0	0	0	0	0	0	0	0	0	113.637	0	2.12625	0.0132254	0	0	5.97433
113	205.429	7.13379	0	10.7994	0	0	0	0	0	0	0	0	0	0	0	113.675	0	2.12696	0.013231	0	0	5.9759
113.5	205.496	7.13612	0	10.8022	0	0	0	0	0	0	0	0	0	0	0	113.712	0	2.12765	0.0132365	0	0	5.97744
114	205.561	7.13841	0	10.8049	0	0	0	0	0	0	0	0	0	0	0	113.748	0	2.12833	0.0132418	0	0	5.97895
114.5	205.625	7.14065	0	10.8076	0	0	0	0	0	0	0	0	0	0	0	113.784	0	2.129	0.0132471	0	0	5.98043
115	205.688	7.14285	0	10.8102	0	0	0	0	0	0	0	0	0	0	0	113.819	0	2.12965	0.0132523	0	0	5.98189
115.5	205.75	7.145	0	10.8128	0	0	0	0	0	0	0	0	0	0	0	113.853	0	2.13029	0.0132574	0	0	5.98331
116	205.81	7.14712	0	10.8153	0	0	0	0	0	0	0	0	0	0	0	113.886	0	2.13092	0.0132624	0	0	5.98471
116.5	205.87	7.1492	0	10.8178	0	0	0	0	0	0	0	0	0	0	0	113.919	0	2.13154	0.0132673	0	0	5.98609
117	205.928	7.15124	0	10.8202	0	0	0	0	0	0	0	0	0	0	0	113.952	0	2.13214	0.0132721	0	0	5.98743
117.5	205.985	7.15323	0	10.8226	0	0	0	0	0	0	0	0	0	0	0	113.983	0	2.13274	0.0132768	0	0	5.98875
118	206.041	7.1552	0	10.8249	0	0	0	0	0	0	0	0	0	0	0	114.014	0	2.13332	0.0132814	0	0	5.99005
118.5	206.096	7.15712	0	10.8272	0	0	0	0	0	0	0	0	0	0	0	114.045	0	2.13389	0.0132859	0	0	5.99132
119	206.15	7.15901	0	10.8294	0	0	0	0	0	0	0	0	0	0	0	114.075	0	2.13445	0.0132904	0	0	5.99257
119.5	206.203	7.16086	0	10.8316	0	0	0	0	0	0	0	0	0	0	0	114.104	0	2.135	0.0132947	0	0	5.99379
120	206.255	7.16268	0	10.8338	0	0	0	0	0	0	0	0	0	0	0	114.133	0	2.13554	0.013299	0	0	5.99499
120.5	206.306	7.16446	0	10.8359	0	0	0	0	0	0	0	0	0	0	0	114.162	0	2.13607	0.0133032	0	0	5.99616
121	206.356	7.16621	0	10.838	0	0	0	0	0	0	0	0	0	0	0	114.189	0	2.13659	0.0133074	0	0	5.99732
121.5	206.405	7.16793	0	10.84	0	0	0	0	0	0	0	0	0	0	0	114.217	0	2.1371	0.0133114	0	0	5.99845
122	206.453	7.16961	0	10.842	0	0	0	0	0	0	0	0	0	0	0	114.243	0	2.1376	0.0133154	0	0	5.99956
122.5	206.5	7.17126	0	10.844	0	0	0	0	0	0	0	0	0	0	0	114.269	0	2.13809	0.0133193	0	0	6.00065
123	206.547	7.17288	0	10.8459	0	0	0	0	0	0	0	0	0	0	0	114.295	0	2.13858	0.0133231	0	0	6.00172
123.5	206.592	7.17447	0	10.8478	0	0	0	0	0	0	0	0	0	0	0	114.32	0	2.13905	0.0133269	0	0	6.00277
124	206.637	7.17604	0	10.8496	0	0	0	0	0	0	0	0	0	0	0	114.345	0	2.13951	0.0133305	0	0	6.00379
124.5	206.68	7.17757	0	10.8515	0	0	0	0	0	0	0	0	0	0	0	114.369	0	2.13997	0.0133341	0	0	6.0048
125	206.723	7.17907	0	10.8532	0	0	0	0	0	0	0	0	0	0	0	114.393	0	2.14041	0.0133377	0	0	6.00579
125.5	206.766	7.18054	0	10.855	0	0	0	0	0	0	0	0	0	0	0	114.417	0	2.14085	0.0133412	0	0	6.00677
126	206.807	7.18199	0	10.8567	0	0	0	0	0	0	0	0	0	0	0	114.44	0	2.14128	0.0133446	0	0	6.00772
126.5	206.847	7.18341	0	10.8584	0	0	0	0	0	0	0	0	0	0	0	114.462	0	2.1417	0.0133479	0	0	6.00866
127	206.887	7.1848	0	10.86	0	0	0	0	0	0	0	0	0	0	0	114.484	0	2.14212	0.0133512	0	0	6.00958
127.5	206.926	7.18617	0	10.8617	0	0	0	0	0	0	0	0	0	0	0	114.506	0	2.14252	0.0133544	0	0	6.01048
128	206.965	7.18751	0	10.8633	0	0	0	0	0	0	0	0	0	0	0	114.527	0	2.14292	0.0133576	0	0	6.01136
128.5	207.002	7.18882	0	10.8648	0	0	0	0	0	0	0	0	0	0	0	114.548	0	2.14331	0.0133607	0	0	6.01223
129	207.039	7.19011	0	10.8664	0	0	0	0	0	0	0	0	0	0	0	114.569	0	2.1437	0.0133638	0	0	6.01308
129.5	207.075	7.19138	0	10.8679	0	0	0	0	0	0	0	0	0	0	0	114.589	0	2.14407	0.0133667	0	0	6.01392
130	207.111	7.19262	0	10.8693	0	0	0	0	0	0	0	0	0	0	0	114.608	0	2.14444	0.0133697	0	0	6.01474
130.5	207.146	7.19384	0	10.8708	0	0	0	0	0	0	0	0	0	0	0	114.628	0	2.14481	0.0133726	0	0	6.01554
131	207.18	7.19503	0	10.8722	0	0	0	0	0	0	0	0	0	0	0	114.647	0	2.14516	0.0133754	0	0	6.01633
131.5	207.213	7.19621	0	10.8736	0	0	0	0	0	0	0	0	0	0	0	114.665	0	2.14551	0.0133782	0	0	6.0171
132	207.246	7.19736	0	10.875	0	0	0	0	0	0	0	0	0	0	0	114.684	0	2.14585	0.0133809	0	0	6.01786
132.5	207.279	7.19849	0	10.8763	0	0	0	0	0	0	0	0	0	0	0	114.702	0	2.14619	0.0133836	0	0	6.0186
133	207.31	7.1996	0	10.8776	0	0	0	0	0	0	0	0	0	0	0	114.719	0	2.14652	0.0133862	0	0	6.01933
133.5	207.341	7.20069	0	10.8789	0	0	0	0	0	0	0	0	0	0	0	114.736	0	2.14684	0.0133887	0	0	6.02005
134	207.372	7.20175	0	10.8802	0	0	0	0	0	0	0	0	0	0	0	114.753	0	2.14716	0.0133913	0	0	6.02075
134.5	207.402	7.2028	0	10.8814	0	0	0	0	0	0	0	0	0	0	0	114.77	0	2.14747	0.0133937	0	0	6.02144
135	207.431	7.20383	0	10.8826	0	0	0	0	0	0	0	0	0	0	0	114.786	0	2.14777	0.0133962	0	0	6.02212
135.5	207.46	7.20484	0	10.8838	0	0	0	0	0	0	0	0	0	0	0	114.802	0	2.14807	0.0133986	0	0	6.02278
136	207.488	7.20582	0	10.885	0	0	0	0	0	0	0	0	0	0	0	114.818	0	2.14837	0.0134009	0	0	6.02343
136.5	207.516	7.2068	0	10.8861	0	0	0	0	0	0	0	0	0	0	0	114.833	0	2.14866	0.0134032	0	0	6.02407
137	207.543	7.20775	0	10.8873	0	0	0	0	0	0	0	0	0	0	0	114.848	0	2.14894	0.0134054	0	0	6.02469
137.5	207.57	7.20868	0	10.8884	0	0	0	0	0	0	0	0	0	0	0	114.863	0	2.14922	0.0134076	0	0	6.02531
138	207.596	7.2096	0	10.8894	0	0	0	0	0	0	0	0	0	0	0	114.878	0	2.14949	0.0134098	0	0	6.02591
138.5	207.622	7.2105	0	10.8905	0	0	0	0	0	0	0	0	0	0	0	114.892	0	2.14976	0.0134119	0	0	6.02651
139	207.647	7.21138	0	10.8916	0	0	0	0	0	0	0	0	0	0	0	114.906	0	2.15002	0.013414	0	0	6.02709
139.5	207.672	7.21225	0	10.8926	0	0	0	0	0	0	0	0	0	0	0	114.92	0	2.15028	0.0134161	0	0	6.02766
140	207.696	7.2131	0	10.8936	0	0	0	0	0	0	0	0	0	0	0	114.933	0	2.15053	0.0134181	0	0	6.02822
140.5	207.72	7.21393	0	10.8946	0	0	0	0	0	0	0	0	0	0	0	114.947	0	2.15078	0.0134201	0	0	6.02877
141	207.743	7.21475	0	10.8956	0	0	0	0	0	0	0	0	0	0	0	114.96	0	2.15102	0.013422	0	0	6.02931
141.5	207.766	7.21555	0	10.8965	0	0	0	0	0	0	0	0	0	0	0	114.972	0	2.15126	0.0134239	0	0	6.02983
142	207.789	7.21634	0	10.8974	0	0	0	0	0	0	0	0	0	0	0	114.985	0	2.15149	0.0134258	0	0	6.03035
142.5	207.811	7.21711	0	10.8984	0	0	0	0	0	0	0	0	0	0	0	114.997	0	2.15172	0.0134276	0	0	6.03086
143	207.833	7.21787	0	10.8992	0	0	0	0	0	0	0	0	0	0	0	115.009	0	2.15195	0.0134294	0	0	6.03136
143.5	207.854	7.21862	0	10.9001	0	0	0	0	0	0	0	0	0	0	0	115.021	0	2.15217	0.0134311	0	0	6.03185
144	207.875	7.21935	0	10.901	0	0	0	0	0	0	0	0	0	0	0	115.032	0	2.15239	0.0134329	0	0	6.03233
144.5	207.895	7.22006	0	10.9018	0	0	0	0	0	0	0	0	0	0	0	115.044	0	2.1526	0.0134346	0	0	6.0328
145	207.915	7.22077	0	10.9027	0	0	0	0	0	0	0	0	0	0	0	115.055	0	2.15281	0.0134362	0	0	6.03326
145.5	207.935	7.22146	0	10.9035	0	0	0	0	0	0	0	0	0	0	0	115.066	0	2.15301	0.0134379	0	0	6.03372
146	207.954	7.22213	0	10.9043	0	0	0	0	0	0	0	0	0	0	0	115.077	0	2.15321	0.0134395	0	0	6.03416
146.5	207.973	7.2228	0	10.9051	0	0	0	0	0	0	0	0	0	0	0	115.087	0	2.15341	0.013441	0	0	6.0346
147	207.992	7.22345	0	10.9059	0	0	0	0	0	0	0	0	0	0	0	115.098	0	2.15361	0.0134426	0	0	6.03503
147.5	208.01	7.22409	0	10.9066	0	0	0	0	0	0	0	0	0	0	0	115.108	0	2.1538	0.0134441	0	0	6.03545
148	208.028	7.22472	0	10.9073	0	0	0	0	0	0	0	0	0	0	0	115.118	0	2.15398	0.0134456	0	0	6.03586
148.5	208.046	7.22533	0	10.9081	0	0	0	0	0	0	0	0	0	0	0	115.127	0	2.15417	0.013447	0	0	6.03626
149	208.063	7.22594	0	10.9088	0	0	0	0	0	0	0	0	0	0	0	115.137	0	2.15435	0.0134485	0	0	6.03666
149.5	208.08	7.22653	0	10.9095	0	0	0	0	0	0	0	0	0	0	0	115.146	0	2.15452	0.0134499	0	0	6.03705
150	208.097	7.22711	0	10.9102	0	0	0	0	0	0	0	0	0	0	0	115.156	0	2.15469	0.0134512	0	0	6.03743
150.5	208.113	7.22768	0	10.9109	0	0	0	0	0	0	0	0	0	0	0	115.165	0	2.15486	0.0134526	0	0	6.03781
151	208.129	7.22824	0	10.9115	0	0	0	0	0	0	0	0	0	0	0	115.174	0	2.15503	0.0134539	0	0	6.03818
151.5	208.145	7.22879	0	10.9122	0	0	0	0	0	0	0	0	0	0	0	115.182	0	2.15519	0.0134552	0	0	6.03854
152	208.16	7.22933	0	10.9128	0	0	0	0	0	0	0	0	0	0	0	115.191	0	2.15535	0.0134565	0	0	6.03889
152.5	208.175	7.22986	0	10.9134	0	0	0	0	0	0	0	0	0	0	0	115.199	0	2.15551	0.0134578	0	0	6.03924
153	208.19	7.23038	0	10.914	0	0	0	0	0	0	0	0	0	0	0	115.208	0	2.15567	0.013459	0	0	6.03958
153.5	208.205	7.23089	0	10.9146	0	0	0	0	0	0	0	0	0	0	0	115.216	0	2.15582	0.0134602	0	0	6.03992
154	208.219	7.23139	0	10.9152	0	0	0	0	0	0	0	0	0	0	0	115.224	0	2.15597	0.0134614	0	0	6.04024
154.5	208.233	7.23188	0	10.9158	0	0	0	0	0	0	0	0	0	0	0	115.231	0	2.15611	0.0134625	0	0	6.04057
155	208.247	7.23236	0	10.9164	0	0	0	0	0	0	0	0	0	0	0	115.239	0	2.15625	0.0134637	0	0	6.04089
155.5	208.26	7.23283	0	10.917	0	0	0	0	0	0	0	0	0	0	0	115.246	0	2.1564	0.0134648	0	0	6.0412
156	208.273	7.2333	0	10.9175	0	0	0	0	0	0	0	0	0	0	0	115.254	0	2.15653	0.0134659	0	0	6.0415
156.5	208.286	7.23375	0	10.918	0	0	0	0	0	0	0	0	0	0	0	115.261	0	2.15667	0.013467	0	0	6.0418
157	208.299	7.2342	0	10.9186	0	0	0	0	0	0	0	0	0	0	0	115.268	0	2.1568	0.013468	0	0	6.0421
157.5	208.312	7.23464	0	10.9191	0	0	0	0	0	0	0	0	0	0	0	115.275	0	2.15693	0.0134691	0	0	6.04238
158	208.324	7.23507	0	10.9196	0	0	0	0	0	0	0	0	0	0	0	115.282	0	2.15706	0.0134701	0	0	6.04266
158.5	208.336	7.23549	0	10.9201	0	0	0	0	0	0	0	0	0	0	0	115.289	0	2.15718	0.0134711	0	0	6.04294
159	208.348	7.2359	0	10.9206	0	0	0	0	0	0	0	0	0	0	0	115.295	0	2.15731	0.0134721	0	0	6.04321
159.5	208.359	7.23631	0	10.921	0	0	0	0	0	0	0	0	0	0	0	115.302	0	2.15743	0.013473	0	0	6.04347
160	208.371	7.23671	0	10.9215	0	0	0	0	0	0	0	0	0	0	0	115.308	0	2.15755	0.013474	0	0	6.04374
160.5	208.382	7.2371	0	10.922	0	0	0	0	0	0	0	0	0	0	0	115.314	0	2.15766	0.0134749	0	0	6.044
161	208.393	7.23748	0	10.9225	0	0	0	0	0	0	0	0	0	0	0	115.32	0	2.15778	0.0134758	0	0	6.04425
161.5	208.404	7.23786	0	10.9229	0	0	0	0	0	0	0	0	0	0	0	115.326	0	2.15789	0.0134767	0	0	6.0445
162	208.414	7.23822	0	10.9233	0	0	0	0	0	0	0	0	0	0	0	115.332	0	2.158	0.0134776	0	0	6.04474
162.5	208.425	7.23859	0	10.9238	0	0	0	0	0	0	0	0	0	0	0	115.338	0	2.15811	0.0134784	0	0	6.04498
163	208.435	7.23894	0	10.9242	0	0	0	0	0	0	0	0	0	0	0	115.343	0	2.15821	0.0134793	0	0	6.04521
163.5	208.445	7.23929	0	10.9246	0	0	0	0	0	0	0	0	0	0	0	115.349	0	2.15831	0.0134801	0	0	6.04544
164	208.455	7.23963	0	10.925	0	0	0	0	0	0	0	0	0	0	0	115.354	0	2.15842	0.0134809	0	0	6.04567
164.5	208.464	7.23997	0	10.9254	0	0	0	0	0	0	0	0	0	0	0	115.36	0	2.15852	0.0134817	0	0	6.04589
165	208.474	7.2403	0	10.9258	0	0	0	0	0	0	0	0	0	0	0	115.365	0	2.15861	0.0134825	0	0	6.04611
165.5	208.483	7.24062	0	10.9262	0	0	0	0	0	0	0	0	0	0	0	115.37	0	2.15871	0.0134832	0	0	6.04632
166	208.492	7.24094	0	10.9265	0	0	0	0	0	0	0	0	0	0	0	115.375	0	2.1588	0.013484	0	0	6.04653
166.5	208.501	7.24125	0	10.9269	0	0	0	0	0	0	0	0	0	0	0	115.38	0	2.1589	0.0134847	0	0	6.04673
167	208.51	7.24156	0	10.9273	0	0	0	0	0	0	0	0	0	0	0	115.385	0	2.15899	0.0134855	0	0	6.04693
167.5	208.518	7.24186	0	10.9276	0	0	0	0	0	0	0	0	0	0	0	115.39	0	2.15908	0.0134862	0	0	6.04713
168	208.527	7.24215	0	10.928	0	0	0	0	0	0	0	0	0	0	0	115.394	0	2.15916	0.0134869	0	0	6.04732
168.5	208.535	7.24244	0	10.9283	0	0	0	0	0	0	0	0	0	0	0	115.399	0	2.15925	0.0134876	0	0	6.04751
169	208.543	7.24272	0	10.9287	0	0	0	0	0	0	0	0	0	0	0	115.403	0	2.15933	0.0134882	0	0	6.0477
169.5	208.551	7.243	0	10.929	0	0	0	0	0	0	0	0	0	0	0	115.408	0	2.15942	0.0134889	0	0	6.04788
170	208.559	7.24327	0	10.9293	0	0	0	0	0	0	0	0	0	0	0	115.412	0	2.1595	0.0134895	0	0	6.04806
170.5	208.566	7.24354	0	10.9296	0	0	0	0	0	0	0	0	0	0	0	115.416	0	2.15958	0.0134902	0	0	6.04824
171	208.574	7.2438	0	10.9299	0	0	0	0	0	0	0	0	0	0	0	115.421	0	2.15966	0.0134908	0	0	6.04841
171.5	208.581	7.24406	0	10.9302	0	0	0	0	0	0	0	0	0	0	0	115.425	0	2.15973	0.0134914	0	0	6.04858
172	208.588	7.24431	0	10.9305	0	0	0	0	0	0	0	0	0	0	0	115.429	0	2.15981	0.013492	0	0	6.04874
172.5	208.595	7.24456	0	10.9308	0	0	0	0	0	0	0	0	0	0	0	115.433	0	2.15988	0.0134926	0	0	6.04891
173	208.602	7.24481	0	10.9311	0	0	0	0	0	0	0	0	0	0	0	115.437	0	2.15995	0.0134932	0	0	6.04907
173.5	208.609	7.24505	0	10.9314	0	0	0	0	0	0	0	0	0	0	0	115.44	0	2.16002	0.0134937	0	0	6.04922
174	208.616	7.24528	0	10.9317	0	0	0	0	0	0	0	0	0	0	0	115.444	0	2.16009	0.0134943	0	0	6.04938
174.5	208.622	7.24551	0	10.9319	0	0	0	0	0	0	0	0	0	0	0	115.448	0	2.16016	0.0134948	0	0	6.04953
175	208.629	7.24573	0	10.9322	0	0	0	0	0	0	0	0	0	0	0	115.451	0	2.16023	0.0134954	0	0	6.04968
175.5	208.635	7.24596	0	10.9325	0	0	0	0	0	0	0	0	0	0	0	115.455	0	2.1603	0.0134959	0	0	6.04982
176	208.641	7.24617	0	10.9327	0	0	0	0	0	0	0	0	0	0	0	115.458	0	2.16036	0.0134964	0	0	6.04997
176.5	208.648	7.24639	0	10.933	0	0	0	0	0	0	0	0	0	0	0	115.462	0	2.16042	0.0134969	0	0	6.05011
177	208.654	7.2466	0	10.9332	0	0	0	0	0	0	0	0	0	0	0	115.465	0	2.16049	0.0134974	0	0	6.05024
177.5	208.659	7.2468	0	10.9335	0	0	0	0	0	0	0	0	0	0	0	115.468	0	2.16055	0.0134979	0	0	6.05038
178	208.665	7.247	0	10.9337	0	0	0	0	0	0	0	0	0	0	0	115.471	0	2.16061	0.0134984	0	0	6.05051
178.5	208.671	7.2472	0	10.9339	0	0	0	0	0	0	0	0	0	0	0	115.474	0	2.16067	0.0134988	0	0	6.05064
179	208.676	7.24739	0	10.9342	0	0	0	0	0	0	0	0	0	0	0	115.478	0	2.16072	0.0134993	0	0	6.05077
179.5	208.682	7.24758	0	10.9344	0	0	0	0	0	0	0	0	0	0	0	115.481	0	2.16078	0.0134997	0	0	6.05089
180	208.687	7.24777	0	10.9346	0	0	0	0	0	0	0	0	0	0	0	115.484	0	2.16083	0.0135002	0	0	6.05101
180.5	208.692	7.24795	0	10.9348	0	0	0	0	0	0	0	0	0	0	0	115.486	0	2.16089	0.0135006	0	0	6.05113
181	208.697	7.24813	0	10.9351	0	0	0	0	0	0	0	0	0	0	0	115.489	0	2.16094	0.013501	0	0	6.05125
181.5	208.703	7.24831	0	10.9353	0	0	0	0	0	0	0	0	0	0	0	115.492	0	2.161	0.0135015	0	0	6.05137
182	208.707	7.24848	0	10.9355	0	0	0	0	0	0	0	0	0	0	0	115.495	0	2.16105	0.0135019	0	0	6.05148
182.5	208.712	7.24865	0	10.9357	0	0	0	0	0	0	0	0	0	0	0	115.498	0	2.1611	0.0135023	0	0	6.05159
183	208.717	7.24882	0	10.9359	0	0	0	0	0	0	0	0	0	0	0	115.5	0	2.16115	0.0135027	0	0	6.0517
183.5	208.722	7.24898	0	10.9361	0	0	0	0	0	0	0	0	0	0	0	115.503	0	2.1612	0.0135031	0	0	6.05181
184	208.726	7.24914	0	10.9362	0	0	0	0	0	0	0	0	0	0	0	115.505	0	2.16124	0.0135034	0	0	6.05192
184.5	208.731	7.2493	0	10.9364	0	0	0	0	0	0	0	0	0	0	0	115.508	0	2.16129	0.0135038	0	0	6.05202
185	208.735	7.24945	0	10.9366	0	0	0	0	0	0	0	0	0	0	0	115.51	0	2.16134	0.0135042	0	0	6.05212
185.5	208.74	7.24961	0	10.9368	0	0	0	0	0	0	0	0	0	0	0	115.513	0	2.16138	0.0135045	0	0	6.05222
186	208.744	7.24976	0	10.937	0	0	0	0	0	0	0	0	0	0	0	115.515	0	2.16142	0.0135049	0	0	6.05232
186.5	208.748	7.2499	0	10.9371	0	0	0	0	0	0	0	0	0	0	0	115.517	0	2.16147	0.0135052	0	0	6.05241
187	208.752	7.25004	0	10.9373	0	0	0	0	0	0	0	0	0	0	0	115.52	0	2.16151	0.0135056	0	0	6.05251
187.5	208.756	7.25019	0	10.9375	0	0	0	0	0	0	0	0	0	0	0	115.522	0	2.16155	0.0135059	0	0	6.0526
188	208.76	7.25032	0	10.9376	0	0	0	0	0	0	0	0	0	0	0	115.524	0	2.16159	0.0135062	0	0	6.05269
188.5	208.764	7.25046	0	10.9378	0	0	0	0	0	0	0	0	0	0	0	115.526	0	2.16163	0.0135066	0	0	6.05278
189	208.768	7.25059	0	10.938	0	0	0	0	0	0	0	0	0	0	0	115.528	0	2.16167	0.0135069	0	0	6.05287
189.5	208.771	7.25072	0	10.9381	0	0	0	0	0	0	0	0	0	0	0	115.53	0	2.16171	0.0135072	0	0	6.05295
190	208.775	7.25085	0	10.9383	0	0	0	0	0	0	0	0	0	0	0	115.532	0	2.16175	0.0135075	0	0	6.05304
190.5	208.779	7.25098	0	10.9384	0	0	0	0	0	0	0	0	0	0	0	115.534	0	2.16179	0.0135078	0	0	6.05312
191	208.782	7.2511	0	10.9386	0	0	0	0	0	0	0	0	0	0	0	115.536	0	2.16182	0.0135081	0	0	6.0532
191.5	208.786	7.25122	0	10.9387	0	0	0	0	0	0	0	0	0	0	0	115.538	0	2.16186	0.0135084	0	0	6.05328
192	208.789	7.25134	0	10.9388	0	0	0	0	0	0	0	0	0	0	0	115.54	0	2.1619	0.0135086	0	0	6.05336
192.5	208.792	7.25146	0	10.939	0	0	0	0	0	0	0	0	0	0	0	115.542	0	2.16193	0.0135089	0	0	6.05343
193	208.796	7.25157	0	10.9391	0	0	0	0	0	0	0	0	0	0	0	115.544	0	2.16196	0.0135092	0	0	6.05351
193.5	208.799	7.25168	0	10.9392	0	0	0	0	0	0	0	0	0	0	0	115.546	0	2.162	0.0135095	0	0	6.05358
194	208.802	7.25179	0	10.9394	0	0	0	0	0	0	0	0	0	0	0	115.547	0	2.16203	0.0135097	0	0	6.05366
194.5	208.805	7.2519	0	10.9395	0	0	0	0	0	0	0	0	0	0	0	115.549	0	2.16206	0.01351	0	0	6.05373
195	208.808	7.25201	0	10.9396	0	0	0	0	0	0	0	0	0	0	0	115.551	0	2.16209	0.0135102	0	0	6.0538
195.5	208.811	7.25211	0	10.9398	0	0	0	0	0	0	0	0	0	0	0	115.552	0	2.16212	0.0135105	0	0	6.05387
196	208.814	7.25221	0	10.9399	0	0	0	0	0	0	0	0	0	0	0	115.554	0	2.16216	0.0135107	0	0	6.05393
196.5	208.817	7.25231	0	10.94	0	0	0	0	0	0	0	0	0	0	0	115.556	0	2.16219	0.013511	0	0	6.054
197	208.82	7.25241	0	10.9401	0	0	0	0	0	0	0	0	0	0	0	115.557	0	2.16221	0.0135112	0	0	6.05406
197.5	208.823	7.25251	0	10.9402	0	0	0	0	0	0	0	0	0	0	0	115.559	0	2.16224	0.0135114	0	0	6.05413
198	208.825	7.2526	0	10.9403	0	0	0	0	0	0	0	0	0	0	0	115.56	0	2.16227	0.0135116	0	0	6.05419
198.5	208.828	7.2527	0	10.9404	0	0	0	0	0	0	0	0	0	0	0	115.562	0	2.1623	0.0135119	0	0	6.05425
199	208.831	7.25279	0	10.9406	0	0	0	0	0	0	0	0	0	0	0	115.563	0	2.16233	0.0135121	0	0	6.05431
199.5	208.833	7.25288	0	10.9407	0	0	0	0	0	0	0	0	0	0	0	115.565	0	2.16235	0.0135123	0	0	6.05437
200	208.836	7.25297	0	10.9408	0	0	0	0	0	0	0	0	0	0	0	115.566	0	2.16238	0.0135125	0	0	6.05443
200.5	145.626	5.74093	34.7932	8.22408	31.109	0.971497	0.0140231	1.39092	0.46348	0.00530708	2.92477e-05	0.00220251	1.04441e-05	8.1706e-06	0.0175067	90.3987	25.9696	1.23188	0.00822351	0.469951	0.0023969	4.98488
201	111.719	4.3487	31.5378	6.2944	70.5615	2.46689	0.0632472	3.57151	2.73017	0.0316118	0.000187885	0.0191771	0.000101708	4.25814e-05	0.127539	83.4316	28.6132	1.03777	0.00669607	0.608557	0.00333594	4.58495
