# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6' 'all_Ca2+' 'PP2Ba_missingCa2+_1' 'D_PP2Ba__missingCa2+_2' 'D_PP2Ba__missingCa2+_3' 'D_CDK5_PP2Ba__missingCa2+_4' 'CK1_PP2Ba__missingCa2+_5' 'D_PP2Ba_missingCa2+_6'
 1.085000E+02 9 0 0 0 0 0 0 0 0 0 0 0 18 12 18 20 20 15 263 11 0 0 0 1 0
 1.090000E+02 3 0 0 0 0 0 0 0 0 0 0 0 16 18 18 16 15 21 259 11 0 0 0 1 0
 1.095000E+02 8 0 0 0 0 0 0 0 0 0 0 0 16 13 19 13 22 17 268 13 0 0 0 2 0
 1.100000E+02 5 0 0 0 0 0 0 0 0 0 0 0 17 15 19 15 25 16 267 11 0 0 0 1 0
 1.105000E+02 13 0 0 0 0 0 0 0 0 0 0 0 17 13 20 9 23 19 263 12 0 0 0 0 0
 1.110000E+02 7 0 0 0 0 0 0 0 0 0 0 0 23 17 23 10 14 15 259 11 0 0 0 1 0
 1.115000E+02 5 0 0 0 0 0 0 0 0 0 0 0 15 18 21 13 22 18 255 7 0 0 0 2 0
 1.120000E+02 5 0 0 0 0 0 0 0 0 0 0 0 15 15 19 17 22 19 255 9 0 0 0 0 0
 1.125000E+02 11 0 0 0 0 0 0 0 0 1 0 0 15 13 18 20 24 12 252 7 0 0 0 2 0
 1.130000E+02 7 0 0 0 0 0 0 0 0 1 0 0 17 12 19 16 16 18 252 9 0 0 0 3 0
 1.135000E+02 8 0 0 0 0 0 0 0 0 0 0 0 14 12 14 16 26 20 252 9 0 0 0 1 0
 1.140000E+02 5 0 0 0 0 0 0 0 0 0 0 0 16 25 16 11 18 19 255 8 0 0 0 2 0
 1.145000E+02 7 0 0 0 0 0 0 0 0 0 0 0 21 23 13 16 21 22 259 4 0 0 0 1 0
 1.150000E+02 7 0 0 0 0 0 0 0 0 0 0 0 19 13 18 18 20 18 255 8 0 0 0 1 0
 1.155000E+02 7 0 0 0 0 0 0 0 0 0 0 0 19 22 18 21 18 17 257 5 0 0 0 0 0
 1.160000E+02 10 0 0 0 0 0 0 0 0 0 0 0 20 18 14 13 12 22 260 12 0 0 0 1 0
 1.165000E+02 10 0 0 0 0 0 0 0 0 0 0 0 21 17 17 14 10 17 262 15 0 0 0 0 0
 1.170000E+02 10 0 0 0 0 0 0 0 0 0 0 0 23 13 7 10 18 20 260 16 0 0 0 1 0
 1.175000E+02 4 0 0 0 0 0 0 0 0 0 0 0 15 18 19 11 13 27 262 13 0 0 0 0 0
 1.180000E+02 6 0 0 0 0 0 0 0 0 0 0 0 22 26 14 12 16 17 268 11 0 0 0 1 0
 1.185000E+02 11 0 0 0 0 0 0 0 0 0 0 0 21 23 11 23 13 21 267 8 0 0 0 0 0
 1.190000E+02 13 0 0 0 0 0 0 0 0 0 0 0 15 26 7 24 20 15 271 10 0 0 0 1 0
 1.195000E+02 7 0 0 0 0 0 0 0 0 0 0 0 14 24 16 26 19 10 269 10 0 0 0 1 0
 1.200000E+02 6 0 0 0 0 0 0 0 0 0 0 0 23 13 13 20 23 17 272 12 0 0 0 0 0
 1.205000E+02 12 0 0 0 0 0 0 0 0 0 0 0 21 14 15 18 25 16 270 9 0 0 0 1 0
 1.210000E+02 9 0 0 0 0 0 0 0 0 0 0 0 18 15 18 17 22 20 273 9 0 0 0 2 0
 1.215000E+02 7 0 0 0 0 0 0 0 0 0 0 0 11 16 18 18 22 21 271 13 0 0 0 0 0
 1.220000E+02 9 0 0 0 0 0 0 0 0 0 0 0 14 18 15 17 16 27 263 8 0 0 0 2 0
 1.225000E+02 7 0 0 0 0 0 0 0 0 0 0 0 21 19 16 20 12 23 269 10 0 0 0 0 0
 1.230000E+02 6 0 0 0 0 0 0 0 0 0 0 0 10 19 24 20 17 21 268 9 0 0 0 1 0
 1.235000E+02 10 0 0 0 0 0 0 0 0 1 0 0 12 19 19 19 23 12 271 6 0 0 0 7 0
 1.240000E+02 6 0 0 0 0 0 0 0 0 1 0 0 18 16 23 23 18 9 273 11 0 0 0 2 0
 1.245000E+02 9 0 0 0 0 0 0 1 0 0 0 0 19 21 21 25 14 15 272 7 0 0 0 1 0
 1.250000E+02 13 0 0 0 0 0 0 1 0 0 0 0 15 20 16 18 11 23 272 11 0 0 0 2 0
 1.255000E+02 6 0 0 0 0 0 0 0 0 0 0 0 11 21 17 26 13 21 272 12 0 0 0 0 0
 1.260000E+02 5 0 0 0 0 0 0 1 0 0 0 0 15 20 19 23 15 22 274 8 0 0 0 2 0
 1.265000E+02 7 0 0 0 0 0 0 0 0 0 0 0 18 22 17 21 18 15 273 11 0 0 0 0 0
 1.270000E+02 12 0 0 0 0 0 0 0 0 0 0 0 21 16 15 19 17 17 274 11 0 0 0 2 0
 1.275000E+02 11 0 0 0 0 0 0 0 0 1 0 0 24 23 18 19 18 20 268 3 0 0 0 0 0
 1.280000E+02 7 0 0 0 0 0 0 1 0 1 0 0 16 24 20 15 14 15 265 11 0 0 0 1 0
 1.285000E+02 13 0 0 0 0 0 0 2 0 0 0 0 12 23 15 15 14 16 265 13 0 0 0 2 0
 1.290000E+02 7 0 0 0 0 0 0 0 0 1 0 0 21 26 10 15 22 19 266 8 0 0 0 0 0
 1.295000E+02 11 0 0 0 0 0 0 1 0 0 0 0 22 20 16 16 19 11 260 9 0 0 0 1 0
 1.300000E+02 5 0 0 0 0 0 0 0 0 1 0 0 17 19 21 15 19 15 258 10 0 0 0 0 0
 1.305000E+02 7 0 0 0 0 0 0 0 0 0 0 0 18 15 16 11 16 19 249 12 0 0 0 1 0
 1.310000E+02 14 0 0 0 0 0 0 0 0 0 0 0 22 15 12 15 17 19 250 8 0 0 0 1 0
 1.315000E+02 14 0 0 0 0 0 0 0 0 0 0 0 16 19 10 14 23 19 248 7 0 0 0 1 0
 1.320000E+02 7 0 0 0 0 0 0 0 0 0 0 0 16 13 11 18 20 18 247 11 0 0 0 1 0
 1.325000E+02 8 0 0 0 0 0 0 0 0 0 0 0 14 14 10 17 23 18 244 11 0 0 0 0 0
 1.330000E+02 9 0 0 0 0 0 0 0 0 0 0 0 14 16 12 18 18 21 247 10 0 0 0 0 0
 1.335000E+02 7 0 0 0 0 0 0 0 0 0 0 0 10 16 10 20 19 26 249 10 0 0 0 0 0
 1.340000E+02 11 0 0 0 0 0 0 0 0 0 0 0 16 11 13 18 13 19 239 10 0 0 0 2 0
 1.345000E+02 7 0 0 0 0 0 0 0 0 0 0 0 20 13 13 16 8 19 241 10 0 0 0 4 0
 1.350000E+02 12 0 0 0 0 0 0 0 0 0 0 0 25 15 12 21 6 18 242 9 0 0 0 0 0
 1.355000E+02 7 0 0 0 0 0 0 0 0 0 0 0 22 12 16 16 12 20 239 9 0 0 0 0 0
 1.360000E+02 10 0 0 0 0 0 0 0 0 0 0 0 16 12 10 16 19 24 240 8 0 0 0 1 0
 1.365000E+02 7 0 0 0 0 0 0 0 0 0 0 0 20 19 11 15 16 22 241 7 0 0 0 0 0
 1.370000E+02 9 0 0 0 0 0 0 0 0 0 0 0 26 12 14 13 19 16 241 6 0 0 0 2 0
 1.375000E+02 12 0 0 0 0 0 0 0 0 0 0 0 27 14 15 14 15 9 240 10 0 0 0 0 0
 1.380000E+02 1 0 0 0 0 0 0 0 0 0 0 0 21 16 16 14 18 17 241 7 0 0 0 2 0
 1.385000E+02 9 0 0 0 0 0 0 0 0 0 0 0 20 14 21 17 18 14 241 4 0 0 0 2 0
 1.390000E+02 8 0 0 0 0 0 0 0 0 0 0 0 18 8 24 15 10 16 242 9 0 0 0 4 0
 1.395000E+02 7 0 0 0 0 0 0 0 0 0 0 0 16 9 15 25 17 18 239 8 0 0 0 0 0
 1.400000E+02 11 0 0 0 0 0 0 0 0 1 0 0 17 10 19 13 20 16 242 9 0 0 0 1 0
 1.405000E+02 13 0 0 0 0 0 0 0 0 1 0 0 13 10 18 20 19 19 240 7 0 0 0 0 0
 1.410000E+02 3 0 0 0 0 0 0 0 0 1 0 0 15 13 15 14 20 14 242 12 0 0 0 2 0
 1.415000E+02 10 0 0 0 0 0 0 0 0 1 0 0 15 21 17 15 11 17 239 8 0 0 0 1 0
 1.420000E+02 9 0 0 0 0 0 0 0 0 1 0 0 15 19 17 13 9 19 238 10 0 0 0 1 0
 1.425000E+02 10 0 0 0 0 0 0 0 0 1 0 0 16 16 18 15 13 17 233 8 0 0 0 0 0
 1.430000E+02 7 0 0 0 0 0 0 0 0 0 0 0 13 18 14 13 12 17 233 12 0 0 0 1 0
 1.435000E+02 11 0 0 0 0 0 0 0 0 0 0 0 14 17 14 13 17 18 233 7 0 0 0 2 0
 1.440000E+02 6 0 0 0 0 0 0 0 0 0 0 0 14 20 18 13 22 15 234 2 0 0 0 4 0
 1.445000E+02 7 0 0 0 0 0 0 0 0 0 0 0 11 17 12 15 17 24 231 7 0 0 0 1 0
 1.450000E+02 5 0 0 0 0 0 0 0 0 0 0 0 13 10 19 16 24 22 237 6 0 0 0 0 0
 1.455000E+02 5 0 0 0 0 0 0 0 0 0 0 0 18 13 16 19 18 19 231 5 0 0 0 0 0
 1.460000E+02 1 0 0 0 0 0 0 0 0 0 0 0 21 10 22 14 14 17 233 8 0 0 0 1 0
 1.465000E+02 8 0 0 0 0 0 0 0 0 0 0 0 23 13 17 11 11 17 236 11 0 0 0 0 0
 1.470000E+02 4 0 0 0 0 0 0 0 0 0 0 0 20 14 25 11 7 16 234 8 0 0 0 3 0
 1.475000E+02 6 0 0 0 0 0 0 0 0 0 0 0 20 15 24 9 13 18 236 6 0 0 0 2 0
 1.480000E+02 10 0 0 0 0 0 0 0 0 0 0 0 12 11 23 13 13 21 232 8 0 0 0 1 0
 1.485000E+02 9 0 0 0 0 0 0 0 0 0 0 0 10 14 16 14 22 19 239 10 0 0 0 0 0
 1.490000E+02 9 0 0 0 0 0 0 0 0 0 0 0 13 11 15 18 16 16 239 13 0 0 0 0 0
 1.495000E+02 4 0 0 0 0 0 0 0 0 0 0 0 20 14 11 19 13 19 240 11 0 0 0 0 0
 1.500000E+02 13 0 0 0 0 0 0 0 0 1 0 0 20 15 16 13 12 23 240 6 0 0 0 1 0
 1.505000E+02 11 0 0 0 0 0 0 0 0 1 0 0 21 12 17 16 15 22 242 6 0 0 0 0 0
 1.510000E+02 6 0 0 0 0 0 0 0 0 1 0 0 22 12 15 16 13 18 239 9 0 0 0 1 0
 1.515000E+02 8 0 0 0 0 0 0 0 0 0 0 0 16 23 20 16 9 16 244 9 0 0 0 0 0
 1.520000E+02 6 0 0 0 0 0 0 0 0 0 0 0 13 16 25 15 11 15 244 9 0 0 0 3 0
 1.525000E+02 4 0 0 0 0 0 0 0 0 0 0 0 12 16 20 21 18 15 240 7 0 0 0 1 0
 1.530000E+02 4 0 0 0 0 0 0 0 0 0 0 0 15 13 15 19 18 15 234 8 0 0 0 2 0
 1.535000E+02 6 0 0 0 0 0 0 0 0 0 0 0 19 20 13 14 16 10 234 9 0 0 0 2 0
 1.540000E+02 8 0 0 0 0 0 0 0 0 0 0 0 22 21 9 10 8 14 236 13 0 0 0 2 0
 1.545000E+02 2 0 0 0 0 0 0 0 0 0 0 0 21 19 16 21 12 13 230 6 0 0 0 0 0
 1.550000E+02 7 0 0 0 0 0 0 0 0 0 0 0 17 14 17 18 14 7 229 11 0 0 0 1 0
 1.555000E+02 8 0 0 0 0 0 0 0 0 0 0 0 18 16 18 15 14 13 232 8 0 0 0 1 0
 1.560000E+02 6 0 0 0 0 0 0 0 0 0 0 0 18 20 16 14 17 14 228 6 0 0 0 0 0
 1.565000E+02 7 0 0 0 0 0 0 0 0 0 0 0 13 14 13 19 13 10 223 10 0 0 0 3 0
 1.570000E+02 14 0 0 0 0 0 0 0 0 0 0 0 17 13 16 14 17 14 228 8 0 0 0 0 0
 1.575000E+02 7 0 0 0 0 0 0 0 0 0 0 0 17 18 15 11 16 14 229 8 0 0 0 2 0
 1.580000E+02 11 0 0 0 0 0 0 1 0 0 0 0 16 13 13 14 15 19 228 9 0 0 0 0 0
 1.585000E+02 5 0 0 0 0 0 0 0 0 0 0 0 18 14 14 14 23 20 223 3 0 0 0 0 0
 1.590000E+02 9 0 0 0 0 0 0 0 0 0 0 0 14 14 11 13 17 19 225 9 0 0 0 1 0
 1.595000E+02 6 0 0 0 0 0 0 0 0 0 0 0 14 12 17 15 21 13 230 9 0 0 0 1 0
 1.600000E+02 7 0 0 0 0 0 0 0 0 0 0 0 17 10 16 14 17 14 231 11 0 0 0 1 0
 1.605000E+02 9 0 0 0 0 0 0 0 0 0 0 0 14 12 14 20 14 17 227 8 0 0 0 1 0
 1.610000E+02 7 0 0 0 0 0 0 0 0 0 0 0 14 14 11 20 12 17 227 9 0 0 0 2 0
 1.615000E+02 4 0 0 0 0 0 0 0 0 0 0 0 16 13 14 19 19 17 224 6 0 0 0 0 0
 1.620000E+02 9 0 0 0 0 0 0 0 0 0 0 0 12 17 7 18 21 18 223 6 0 0 0 1 0
 1.625000E+02 9 0 0 0 0 0 0 0 0 0 0 0 14 13 16 15 18 17 227 7 0 0 0 1 0
 1.630000E+02 6 0 0 0 0 0 0 0 0 0 0 0 15 8 14 10 27 16 226 9 0 0 0 1 0
 1.635000E+02 8 0 0 0 0 0 0 0 0 0 0 0 17 19 17 9 28 16 228 2 0 0 0 0 0
 1.640000E+02 5 0 0 0 0 0 0 0 0 0 0 0 19 15 17 5 22 14 225 8 0 0 0 1 0
 1.645000E+02 9 0 0 0 0 0 0 0 0 0 0 0 13 13 17 11 16 13 227 12 0 0 0 1 0
 1.650000E+02 11 0 0 0 0 0 0 0 0 0 0 0 21 12 15 16 16 16 227 5 0 0 0 1 0
 1.655000E+02 10 0 0 0 0 0 0 0 0 0 0 0 22 10 14 14 17 17 230 8 0 0 0 0 0
 1.660000E+02 9 0 0 0 0 0 0 0 0 0 0 0 25 13 16 13 16 16 227 5 0 0 0 0 0
 1.665000E+02 5 0 0 0 0 0 0 0 0 0 0 0 20 20 10 16 16 14 229 5 0 0 0 3 0
 1.670000E+02 11 0 0 0 0 0 0 0 0 0 0 0 19 20 14 17 15 16 229 2 0 0 0 2 0
 1.675000E+02 8 0 0 0 0 0 0 0 0 0 0 0 16 15 13 12 12 20 232 10 0 0 0 2 0
 1.680000E+02 11 0 0 0 0 0 0 0 0 0 0 0 12 10 18 19 18 10 229 10 0 0 0 1 0
 1.685000E+02 7 0 0 0 0 0 0 0 0 0 0 0 15 16 20 17 21 10 229 6 0 0 0 0 0
 1.690000E+02 4 0 0 0 0 0 0 0 0 0 0 0 15 13 21 12 24 11 232 9 0 0 0 0 0
 1.695000E+02 5 0 0 0 0 0 0 0 0 0 0 0 17 11 26 8 18 12 229 8 0 0 0 2 0
 1.700000E+02 12 0 0 0 0 0 0 0 0 0 0 0 17 13 19 6 18 20 230 7 0 0 0 1 0
 1.705000E+02 8 0 0 0 0 0 0 0 0 0 0 0 18 11 17 11 16 19 232 10 0 0 0 0 0
 1.710000E+02 6 0 0 0 0 0 0 0 0 0 0 0 15 14 18 17 14 16 234 8 0 0 0 2 0
 1.715000E+02 6 0 0 0 0 0 0 0 0 0 0 0 22 11 17 13 14 14 228 10 0 0 0 0 0
 1.720000E+02 10 0 0 0 0 0 0 0 0 0 0 0 15 8 18 19 13 18 232 10 0 0 0 0 0
 1.725000E+02 6 0 0 0 0 0 0 0 0 0 0 0 15 14 13 11 15 18 234 14 0 0 0 0 0
 1.730000E+02 8 0 0 0 0 0 0 0 0 0 0 0 22 17 19 11 14 22 238 5 0 0 0 0 0
 1.735000E+02 7 0 0 0 0 0 0 0 0 0 0 0 21 16 22 13 18 18 235 3 0 0 0 0 0
 1.740000E+02 8 0 0 0 0 0 0 0 0 0 0 0 18 16 18 13 16 22 238 4 0 0 0 2 0
 1.745000E+02 3 0 0 0 0 0 0 0 0 0 0 0 20 17 22 11 11 23 239 7 0 0 0 0 0
 1.750000E+02 7 0 0 0 0 0 0 0 0 0 0 0 18 16 18 16 10 17 241 8 0 0 0 3 0
 1.755000E+02 9 0 0 0 0 0 0 0 0 0 0 0 18 17 24 15 14 18 241 4 0 0 0 1 0
 1.760000E+02 8 0 0 0 0 0 0 1 0 0 0 0 15 9 19 10 18 17 241 12 0 0 0 2 0
 1.765000E+02 8 0 0 0 0 0 0 0 0 1 0 0 17 16 14 13 18 20 237 6 0 0 0 2 0
 1.770000E+02 6 0 0 0 0 0 0 1 0 0 0 0 18 13 15 15 16 18 245 11 0 0 0 1 0
 1.775000E+02 11 0 0 0 0 0 0 0 0 1 0 0 19 11 17 17 17 20 242 6 0 0 0 1 0
 1.780000E+02 15 0 0 0 0 0 0 0 0 1 0 0 12 16 16 19 14 20 242 7 0 0 0 1 0
 1.785000E+02 9 0 0 0 0 0 0 1 0 0 0 0 17 19 12 23 17 16 242 6 0 0 0 0 0
 1.790000E+02 8 0 0 0 0 0 0 1 0 0 0 0 21 22 10 20 19 18 245 3 0 0 0 1 0
 1.795000E+02 10 0 0 0 0 0 0 1 0 0 0 0 16 16 11 20 18 15 243 9 0 0 0 1 0
 1.800000E+02 4 0 0 0 0 0 0 0 0 0 0 0 14 16 13 21 14 14 248 15 0 0 0 0 0
 1.805000E+02 7 0 0 0 0 0 0 0 0 1 0 0 16 16 16 25 11 19 250 7 0 0 0 2 0
 1.810000E+02 8 0 0 0 0 0 0 0 0 1 0 0 14 16 12 23 15 15 251 11 0 0 0 2 0
 1.815000E+02 5 0 0 0 0 0 0 0 0 0 0 0 15 12 16 24 18 10 251 14 0 0 0 0 0
 1.820000E+02 7 0 0 0 0 0 0 0 0 0 0 0 18 21 15 18 16 10 247 10 0 0 0 1 0
 1.825000E+02 6 0 0 0 0 0 0 0 0 0 0 0 19 20 18 15 21 10 248 8 0 0 0 1 0
 1.830000E+02 10 0 0 0 0 0 0 0 0 0 0 0 18 18 18 17 19 8 250 9 0 0 0 2 0
 1.835000E+02 4 0 0 0 0 0 0 0 0 0 0 0 12 23 18 21 23 14 254 7 0 0 0 0 0
 1.840000E+02 9 0 0 0 0 0 0 0 0 1 0 0 10 19 14 18 17 19 256 7 0 0 0 6 0
 1.845000E+02 9 0 0 0 0 0 0 1 0 0 0 0 15 17 15 11 14 25 256 11 0 0 0 2 0
 1.850000E+02 12 0 0 0 0 0 0 0 0 0 0 0 11 14 18 13 18 26 260 10 0 0 0 2 0
 1.855000E+02 11 0 0 0 0 0 0 0 0 0 0 0 14 12 16 14 20 21 257 13 0 0 0 0 0
 1.860000E+02 8 0 0 0 0 0 0 0 0 0 0 0 14 11 13 22 20 19 258 12 0 0 0 1 0
 1.865000E+02 9 0 0 0 0 0 0 0 0 0 0 0 15 14 9 23 15 25 259 11 0 0 0 1 0
 1.870000E+02 9 0 0 0 0 0 0 0 0 0 0 0 19 10 16 20 15 22 257 11 0 0 0 0 0
 1.875000E+02 7 0 0 0 0 0 0 0 0 0 0 0 19 12 18 18 19 13 257 12 0 0 0 1 0
 1.880000E+02 7 0 0 0 0 0 0 0 0 0 0 0 18 15 19 18 20 14 255 9 0 0 0 1 0
 1.885000E+02 15 0 0 0 0 0 0 0 0 0 0 0 13 18 17 14 15 12 257 10 0 0 0 6 0
 1.890000E+02 11 0 0 0 0 0 0 0 0 0 0 0 14 14 20 20 18 17 261 10 0 0 0 1 0
 1.895000E+02 9 0 0 0 0 0 0 0 0 1 0 0 16 15 24 19 15 18 260 7 0 0 0 2 0
 1.900000E+02 5 0 0 0 0 0 0 1 0 1 0 0 14 16 21 17 17 15 259 11 0 0 0 2 0
 1.905000E+02 5 0 0 0 0 0 0 0 0 0 0 0 12 16 24 18 18 18 261 11 0 0 0 0 0
 1.910000E+02 11 0 0 0 0 0 0 0 0 0 0 0 9 16 21 17 20 14 257 12 0 0 0 1 0
 1.915000E+02 8 0 0 0 0 0 0 0 0 0 0 0 17 12 23 17 21 15 254 8 0 0 0 1 0
 1.920000E+02 10 0 0 0 0 0 0 0 0 0 0 0 9 9 25 13 20 20 254 13 0 0 0 0 0
 1.925000E+02 3 0 0 0 0 0 0 0 0 0 0 0 15 19 24 12 18 17 253 10 0 0 0 0 0
 1.930000E+02 7 0 0 0 0 0 0 0 0 0 0 0 15 25 20 19 13 13 253 7 0 0 0 2 0
 1.935000E+02 10 0 0 0 0 0 0 0 0 1 0 0 15 22 15 13 14 19 255 9 0 0 0 3 0
 1.940000E+02 4 0 0 0 0 0 0 0 0 1 0 0 21 15 16 19 15 19 255 9 0 0 0 1 0
 1.945000E+02 6 0 0 0 0 0 0 1 0 0 0 0 20 16 18 11 13 17 253 13 0 0 0 1 0
 1.950000E+02 11 0 0 0 0 0 0 0 0 0 0 0 17 14 21 18 16 14 251 10 0 0 0 0 0
 1.955000E+02 8 0 0 0 0 0 0 0 0 0 0 0 13 18 20 15 17 17 248 8 0 0 0 2 0
 1.960000E+02 4 0 0 0 0 0 0 0 0 0 0 0 15 16 18 22 15 20 248 8 0 0 0 0 0
 1.965000E+02 9 0 0 0 0 0 0 0 0 0 0 0 21 13 13 12 20 20 255 11 0 0 0 1 0
 1.970000E+02 12 0 0 0 0 0 0 0 0 0 0 0 17 16 20 17 17 20 254 5 0 0 0 2 0
 1.975000E+02 6 0 0 0 0 0 0 0 0 0 0 0 21 16 23 13 18 11 254 11 0 0 0 0 0
 1.980000E+02 5 0 0 0 0 0 0 0 0 0 0 0 17 18 20 18 21 10 253 10 0 0 0 0 0
 1.985000E+02 6 0 0 0 0 0 0 0 0 0 0 0 14 18 16 16 20 15 256 11 0 0 0 2 0
 1.990000E+02 13 0 0 0 0 0 0 1 0 0 0 0 18 14 16 26 19 12 264 6 0 0 0 4 0
 1.995000E+02 3 0 0 0 0 0 0 0 0 1 0 0 21 14 19 21 15 18 264 9 0 0 0 2 0
 2.000000E+02 11 0 0 0 0 1 0 0 0 0 0 0 19 13 16 21 11 17 270 16 0 0 0 0 0
 2.005000E+02 11 0 0 0 0 0 0 0 0 1 11 0 19 13 17 20 14 17 264 10 0 0 0 0 3
 2.010000E+02 3 0 0 0 0 0 0 1 0 0 17 0 19 16 19 19 16 15 260 11 0 0 0 1 0
 2.015000E+02 8 0 0 0 0 0 0 0 0 1 20 0 16 13 14 15 22 16 261 10 0 0 0 1 4
 2.020000E+02 14 0 0 0 0 0 0 0 0 0 20 0 17 17 12 14 17 21 258 7 0 0 0 1 4
 2.025000E+02 13 0 0 0 0 0 0 0 0 0 22 0 16 14 13 21 18 9 255 10 0 0 0 1 4
 2.030000E+02 6 0 0 0 0 0 0 0 0 0 17 0 15 12 15 24 17 12 256 8 0 0 0 1 6
 2.035000E+02 12 0 0 0 0 0 0 0 0 0 18 0 17 18 14 20 13 15 258 8 0 0 0 1 4
 2.040000E+02 9 0 0 0 0 0 0 0 0 0 15 0 20 20 15 14 14 18 263 7 0 0 0 0 6
 2.045000E+02 6 0 0 0 0 0 0 0 0 0 16 0 21 18 11 20 6 14 270 12 0 0 0 1 8
 2.050000E+02 7 0 0 0 0 0 0 0 0 0 19 0 18 9 14 17 10 19 273 13 0 0 0 2 8
 2.055000E+02 6 0 0 0 0 0 0 0 0 0 15 0 15 14 10 23 17 18 272 10 0 0 0 0 8
 2.060000E+02 13 0 0 0 0 0 0 0 0 0 24 0 17 16 10 20 17 14 277 4 0 0 2 1 12
 2.065000E+02 3 0 0 0 0 0 0 0 0 0 19 0 16 16 15 19 22 14 275 8 0 0 0 1 8
 2.070000E+02 6 0 0 0 0 0 0 0 0 0 12 0 12 20 16 22 12 17 276 5 1 0 2 1 8
 2.075000E+02 7 0 0 0 0 0 0 0 0 0 17 0 14 17 22 17 10 19 277 6 0 0 1 2 8
 2.080000E+02 7 0 0 0 0 0 0 0 0 0 21 0 12 17 19 19 13 11 277 7 0 0 1 1 13
 2.085000E+02 4 0 0 0 0 0 0 0 0 0 7 0 12 15 12 19 9 14 278 11 1 0 0 2 14
 2.090000E+02 4 0 0 0 0 0 0 0 0 0 16 0 9 11 19 24 10 19 276 8 2 1 1 1 9
 2.095000E+02 8 0 0 0 0 0 0 0 0 0 15 0 10 15 16 16 14 17 280 9 2 0 2 0 11
 2.100000E+02 6 0 0 0 0 0 0 0 0 0 11 0 17 15 10 15 11 18 278 13 2 0 0 2 8
 2.105000E+02 9 0 0 0 0 0 0 0 0 0 19 0 23 14 15 9 12 18 283 10 0 0 0 0 12
 2.110000E+02 11 0 0 0 0 0 0 0 0 0 19 0 20 16 15 8 15 21 281 4 0 0 1 3 12
 2.115000E+02 8 0 0 0 0 0 0 0 0 0 11 0 18 21 17 9 12 19 280 9 0 0 0 2 8
 2.120000E+02 9 0 0 0 0 0 0 0 0 0 14 0 15 20 17 12 12 16 277 7 0 0 0 0 13
 2.125000E+02 6 0 0 0 0 0 0 0 0 0 17 0 9 13 16 13 22 15 278 9 0 0 0 0 14
 2.130000E+02 9 0 0 0 0 0 0 0 0 0 14 0 11 14 14 15 15 15 273 7 0 0 0 0 17
 2.135000E+02 16 0 0 0 0 0 0 0 0 0 14 0 11 7 17 22 17 16 280 8 0 0 0 1 12
 2.140000E+02 7 0 0 0 0 0 0 0 0 0 16 0 14 15 9 20 16 11 281 6 0 1 0 1 18
 2.145000E+02 7 0 0 0 0 0 0 0 0 0 11 0 7 13 18 18 15 7 279 11 2 0 0 1 15
 2.150000E+02 6 0 0 0 0 0 0 0 0 0 13 0 12 13 15 17 15 9 284 11 1 0 0 5 11
 2.155000E+02 15 0 0 0 0 0 0 0 0 0 9 0 11 14 17 19 19 13 289 6 3 0 0 5 7
 2.160000E+02 6 0 0 0 0 0 0 0 0 0 10 0 14 12 17 14 23 13 292 7 3 0 1 1 13
 2.165000E+02 7 0 0 0 0 0 0 0 0 0 12 0 18 11 21 21 21 9 293 7 1 0 0 0 12
 2.170000E+02 12 0 0 0 0 0 0 0 0 0 13 0 18 12 26 26 16 8 288 8 1 0 0 0 7
 2.175000E+02 7 0 0 0 0 0 0 0 0 0 15 0 13 11 25 22 17 12 291 11 1 0 0 1 8
 2.180000E+02 14 0 0 0 0 0 0 0 0 0 8 0 5 16 19 15 17 12 294 9 2 0 1 3 13
 2.185000E+02 3 0 0 0 0 0 0 0 0 0 14 0 11 19 11 15 18 16 299 13 1 0 0 0 15
 2.190000E+02 6 0 0 0 0 0 0 0 0 0 10 0 19 11 15 20 16 16 300 7 1 0 1 1 15
 2.195000E+02 10 0 0 0 0 0 0 0 0 0 11 0 18 9 19 14 16 19 304 9 0 0 0 2 15
 2.200000E+02 11 0 0 0 0 0 0 0 0 0 5 0 20 17 14 12 14 16 301 9 0 0 1 1 15
 2.205000E+02 6 0 0 0 0 0 0 0 0 0 12 0 6 16 13 10 18 14 300 8 0 0 0 1 26
 2.210000E+02 11 0 0 0 0 0 0 0 0 0 11 0 8 16 22 10 16 21 301 12 0 0 0 1 13
 2.215000E+02 7 0 0 0 0 0 0 0 0 0 21 0 9 16 25 17 13 26 303 10 0 0 1 0 10
 2.220000E+02 6 0 0 0 0 0 0 0 0 0 12 0 11 13 16 22 19 21 294 11 0 0 0 2 8
 2.225000E+02 12 0 0 0 0 0 0 0 0 0 13 0 14 10 12 19 15 21 290 12 0 1 0 1 10
 2.230000E+02 8 0 0 0 0 0 0 0 0 0 11 0 14 12 17 17 21 29 292 9 0 0 0 0 7
