Time	Ca.ParticleNumber	cAMP.ParticleNumber
570	8.87928	0.0848696
570.5	8.87924	0.0846921
571	8.87919	0.0845153
571.5	8.87915	0.084339
572	8.87911	0.0841635
572.5	8.87907	0.0839886
573	8.87903	0.0838143
573.5	8.87899	0.0836406
574	8.87895	0.0834676
574.5	8.87891	0.0832952
575	8.87887	0.0831235
575.5	8.87883	0.0829523
576	8.87879	0.0827818
576.5	8.87875	0.0826119
577	8.87871	0.0824426
577.5	8.87867	0.082274
578	8.87863	0.0821059
578.5	8.87859	0.0819384
579	8.87855	0.0817716
579.5	8.87851	0.0816053
580	8.87847	0.0814397
580.5	8.87843	0.0812746
581	8.87839	0.0811101
581.5	8.87835	0.0809463
582	8.87831	0.080783
582.5	8.87827	0.0806203
583	8.87823	0.0804581
583.5	8.87819	0.0802966
584	8.87815	0.0801356
584.5	8.87811	0.0799752
585	8.87807	0.0798153
585.5	8.87804	0.0796561
586	8.878	0.0794974
586.5	8.87796	0.0793392
587	8.87792	0.0791816
587.5	8.87788	0.0790246
588	8.87784	0.078868
588.5	8.8778	0.0787121
589	8.87777	0.0785567
589.5	8.87773	0.0784018
590	8.87769	0.0782474
590.5	8.87765	0.0780936
591	8.87761	0.0779403
591.5	8.87758	0.0777876
592	8.87754	0.0776354
592.5	8.8775	0.0774837
593	8.87746	0.0773325
593.5	8.87743	0.0771818
594	8.87739	0.0770317
594.5	8.87735	0.076882
595	8.87731	0.0767329
595.5	8.87728	0.0765843
596	8.87724	0.0764362
596.5	8.8772	0.0762886
597	8.87717	0.0761416
597.5	8.87713	0.0759951
598	8.87709	0.0758491
598.5	8.87706	0.0757035
599	8.87702	0.0755585
599.5	8.87698	0.075414
600	8.87695	0.07527
600.5	8.87691	0.0751265
601	8.87687	0.0749835
601.5	8.87683	0.074841
602	8.8768	0.074699
602.5	8.87676	0.0745575
603	8.87672	0.0744165
603.5	8.87669	0.074276
604	8.87665	0.074136
604.5	8.87661	0.0739964
605	8.87658	0.0738572
605.5	8.87654	0.0737184
606	8.87651	0.07358
606.5	8.87647	0.0734421
607	8.87644	0.0733046
607.5	8.8764	0.0731676
608	8.87636	0.073031
608.5	8.87633	0.0728948
609	8.87629	0.072759
609.5	8.87626	0.0726237
610	8.87623	0.0724887
610.5	8.87619	0.0723542
611	8.87616	0.07222
611.5	8.87612	0.0720863
612	8.87609	0.0719529
612.5	8.87606	0.0718199
613	8.87602	0.0716873
613.5	8.87599	0.0715551
614	8.87595	0.0714236
614.5	8.87592	0.0712927
615	8.87588	0.0711625
615.5	8.87584	0.0710326
616	8.87581	0.0709031
616.5	8.87578	0.0707741
617	8.87574	0.0706455
617.5	8.87571	0.0705174
618	8.87567	0.0703897
618.5	8.87564	0.0702624
619	8.87561	0.0701355
619.5	8.87557	0.070009
620	8.87554	0.069883
620.5	8.87551	0.0697573
621	8.87547	0.069632
621.5	8.87544	0.0695071
622	8.8754	0.0693825
622.5	8.87537	0.0692584
623	8.87534	0.0691347
623.5	8.8753	0.0690113
624	8.87527	0.0688883
624.5	8.87524	0.0687657
625	8.87521	0.0686435
625.5	8.87517	0.0685217
626	8.87514	0.0684003
626.5	8.87511	0.0682792
627	8.87507	0.0681585
627.5	8.87504	0.0680382
628	8.87501	0.0679182
628.5	8.87498	0.0677987
629	8.87494	0.0676795
629.5	8.87491	0.0675607
630	8.87488	0.0674422
630.5	8.87485	0.067324
631	8.87481	0.0672063
631.5	8.87478	0.0670889
632	8.87475	0.0669718
632.5	8.87472	0.0668552
633	8.87469	0.0667389
633.5	8.87465	0.0666229
634	8.87462	0.0665074
634.5	8.87459	0.0663922
635	8.87456	0.0662774
635.5	8.87453	0.0661629
636	8.8745	0.0660487
636.5	8.87447	0.0659348
637	8.87443	0.0658213
637.5	8.8744	0.0657082
638	8.87437	0.0655954
638.5	8.87434	0.0654829
639	8.87431	0.0653708
639.5	8.87428	0.0652591
640	8.87425	0.0651477
640.5	8.87422	0.0650366
641	8.87419	0.064926
641.5	8.87416	0.0648156
642	8.87413	0.0647059
642.5	8.8741	0.0645961
643	8.87406	0.0644866
643.5	8.87403	0.0643774
644	8.874	0.0642686
644.5	8.87397	0.0641601
645	8.87394	0.064052
645.5	8.87391	0.0639442
646	8.87388	0.0638367
646.5	8.87385	0.0637296
647	8.87382	0.0636229
647.5	8.87379	0.0635164
648	8.87376	0.0634103
648.5	8.87373	0.0633045
649	8.87371	0.063199
649.5	8.87368	0.0630938
650	8.87365	0.0629889
650.5	8.87362	0.0628843
651	8.87359	0.0627801
651.5	8.87356	0.0626761
652	8.87353	0.0625725
652.5	8.8735	0.0624692
653	8.87347	0.0623662
653.5	8.87344	0.0622634
654	8.87341	0.062161
654.5	8.87339	0.0620589
655	8.87336	0.0619571
655.5	8.87333	0.0618556
656	8.8733	0.0617544
656.5	8.87327	0.0616535
657	8.87324	0.0615529
657.5	8.87321	0.0614525
658	8.87319	0.0613525
658.5	8.87316	0.0612527
659	8.87313	0.0611533
659.5	8.8731	0.0610541
660	8.87307	0.0609553
660.5	8.87305	0.0608567
661	8.87302	0.0607584
661.5	8.87299	0.0606604
662	8.87296	0.0605627
662.5	8.87293	0.0604652
663	8.87291	0.0603681
663.5	8.87288	0.0602712
664	8.87285	0.0601746
664.5	8.87282	0.0600782
665	8.8728	0.0599822
665.5	8.87277	0.0598864
666	8.87274	0.0597908
666.5	8.87272	0.0596956
667	8.87269	0.0596006
667.5	8.87266	0.0595058
668	8.87263	0.0594113
668.5	8.87261	0.0593171
669	8.87258	0.0592232
669.5	8.87255	0.0591295
670	8.87253	0.059036
670.5	8.8725	0.0589429
671	8.87248	0.05885
671.5	8.87245	0.0587574
672	8.87242	0.0586651
672.5	8.8724	0.058573
673	8.87237	0.0584811
673.5	8.87234	0.0583896
674	8.87232	0.0582982
674.5	8.87229	0.0582072
675	8.87227	0.0581163
675.5	8.87224	0.0580257
676	8.87221	0.0579354
676.5	8.87219	0.0578453
677	8.87216	0.0577555
677.5	8.87214	0.0576659
678	8.87211	0.0575766
678.5	8.87209	0.0574875
679	8.87206	0.0573986
679.5	8.87204	0.05731
680	8.87201	0.0572216
680.5	8.87198	0.0571334
681	8.87196	0.0570455
681.5	8.87193	0.0569579
682	8.87191	0.0568705
682.5	8.87188	0.0567833
683	8.87186	0.0566964
683.5	8.87183	0.0566097
684	8.87181	0.0565232
684.5	8.87179	0.056437
685	8.87176	0.056351
685.5	8.87174	0.0562653
686	8.87171	0.0561797
686.5	8.87169	0.0560944
687	8.87166	0.0560094
687.5	8.87164	0.0559245
688	8.87161	0.0558399
688.5	8.87159	0.0557555
689	8.87157	0.0556714
689.5	8.87154	0.0555874
690	8.87152	0.0555037
690.5	8.87149	0.0554202
691	8.87147	0.0553369
691.5	8.87145	0.0552539
692	8.87142	0.055171
692.5	8.8714	0.0550884
693	8.87137	0.0550061
693.5	8.87135	0.0549239
694	8.87133	0.054842
694.5	8.8713	0.0547602
695	8.87128	0.0546787
695.5	8.87126	0.0545975
696	8.87123	0.0545164
696.5	8.87121	0.0544355
697	8.87119	0.0543549
697.5	8.87116	0.0542744
698	8.87114	0.0541942
698.5	8.87112	0.0541142
699	8.8711	0.0540344
699.5	8.87107	0.0539548
700	8.87105	0.0538754
