Time	[AMP]	[CDK5]	[CK1P]	[CK1P_PP2B]	[CK1]	[Ca]	[D137]	[D137_CDK5]	[D137_PKA]	[D137_PP2C]	[D34:137]	[D34:137_CDK5]	[D34:137_PP2B]	[D34:137_PP2C]	[D34:75:137]	[D34:75:137_PP2ACa]	[D34:75:137_PP2APCa]	[D34:75:137_PP2AP]	[D34:75:137_PP2A]	[D34:75:137_PP2B]	[D34:75:137_PP2C]	[D34:75]	[D34:75_CK1]	[D34:75_PP2ACa]	[D34:75_PP2APCa]	[D34:75_PP2AP]	[D34:75_PP2A]	[D34:75_PP2B]	[D34]	[D34_CDK5]	[D34_CK1]	[D34_PP2B]	[D75:137]	[D75:137_PKA]	[D75:137_PP2ACa]	[D75:137_PP2APCa]	[D75:137_PP2AP]	[D75:137_PP2A]	[D75:137_PP2C]	[D75]	[D75_CK1]	[D75_PKA]	[D75_PP2ACa]	[D75_PP2APCa]	[D75_PP2AP]	[D75_PP2A]	[D]	[D_CDK5]	[D_CK1]	[D_PKA]	[Empty]	[PDEP]	[PDE]	[PDE_PKA]	[PKA]	[PP2ACa]	[PP2ACa_PKA]	[PP2APCa]	[PP2AP]	[PP2A]	[PP2A_PKA]	[PP2B]	[PP2BinactiveCa2]	[PP2Binactive]	[PP2C]	[R2C2]	[cAMP2_R2C2]	[cAMP3_R2C2]	[cAMP4_R2C2]	[cAMP4_R2C]	[cAMP4_R2]	[cAMP]	[cAMP_PDEP]	[cAMP_PDE]	[cAMP_R2C2]
153	0	9.30269e-08	1.11434e-07	3.77015e-09	2.26166e-08	1.46916e-08	3.45708e-07	1.20063e-08	0	1.81232e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91307e-07	0	2.23492e-11	0	0	3.57957e-09	1.0029e-08	1.51316e-06	1.00386e-08	0	1.76775e-10	0	0	2.83132e-08	2.73442e-06	9.49668e-08	1.81407e-08	0	0	0	2e-06	0	0	4.91895e-10	0	0	0	1.67416e-07	0	3.38331e-08	5.22569e-08	2.4214e-07	1.04848e-07	6.64e-06	0	0	0	0	0	0	0	0	0
153.5	0	9.30269e-08	1.11432e-07	3.77031e-09	2.26177e-08	1.46918e-08	3.45732e-07	1.20072e-08	0	1.81242e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9132e-07	0	2.23512e-11	0	0	3.57982e-09	1.00295e-08	1.51315e-06	1.0039e-08	0	1.76777e-10	0	0	2.83129e-08	2.7344e-06	9.49659e-08	1.81413e-08	0	0	0	2e-06	0	0	4.91905e-10	0	0	0	1.67416e-07	0	3.38353e-08	5.22582e-08	2.42136e-07	1.04846e-07	6.64e-06	0	0	0	0	0	0	0	0	0
154	0	9.3027e-08	1.11429e-07	3.77047e-09	2.26187e-08	1.46921e-08	3.45756e-07	1.2008e-08	0	1.81252e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91333e-07	0	2.23531e-11	0	0	3.58007e-09	1.00301e-08	1.51314e-06	1.00394e-08	0	1.76779e-10	0	0	2.83127e-08	2.73437e-06	9.4965e-08	1.8142e-08	0	0	0	2e-06	0	0	4.91914e-10	0	0	0	1.67416e-07	0	3.38374e-08	5.22594e-08	2.42133e-07	1.04845e-07	6.64e-06	0	0	0	0	0	0	0	0	0
154.5	0	9.3027e-08	1.11427e-07	3.77063e-09	2.26197e-08	1.46924e-08	3.45779e-07	1.20088e-08	0	1.81261e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91346e-07	0	2.23551e-11	0	0	3.58031e-09	1.00306e-08	1.51312e-06	1.00397e-08	0	1.76781e-10	0	0	2.83124e-08	2.73435e-06	9.49642e-08	1.81427e-08	0	0	0	2e-06	0	0	4.91923e-10	0	0	0	1.67416e-07	0	3.38394e-08	5.22606e-08	2.42129e-07	1.04843e-07	6.64e-06	0	0	0	0	0	0	0	0	0
155	0	9.3027e-08	1.11425e-07	3.77078e-09	2.26207e-08	1.46926e-08	3.45802e-07	1.20096e-08	0	1.81271e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91359e-07	0	2.2357e-11	0	0	3.58054e-09	1.00311e-08	1.51311e-06	1.00401e-08	0	1.76782e-10	0	0	2.83122e-08	2.73432e-06	9.49634e-08	1.81433e-08	0	0	0	2e-06	0	0	4.91932e-10	0	0	0	1.67416e-07	0	3.38415e-08	5.22618e-08	2.42126e-07	1.04842e-07	6.64e-06	0	0	0	0	0	0	0	0	0
155.5	0	9.3027e-08	1.11423e-07	3.77093e-09	2.26217e-08	1.46929e-08	3.45824e-07	1.20104e-08	0	1.8128e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91371e-07	0	2.23588e-11	0	0	3.58078e-09	1.00316e-08	1.5131e-06	1.00404e-08	0	1.76784e-10	0	0	2.83119e-08	2.7343e-06	9.49626e-08	1.81439e-08	0	0	0	2e-06	0	0	4.91941e-10	0	0	0	1.67416e-07	0	3.38434e-08	5.2263e-08	2.42123e-07	1.0484e-07	6.64e-06	0	0	0	0	0	0	0	0	0
156	0	9.30271e-08	1.11421e-07	3.77108e-09	2.26227e-08	1.46931e-08	3.45846e-07	1.20112e-08	0	1.81289e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91384e-07	0	2.23606e-11	0	0	3.58101e-09	1.00322e-08	1.51308e-06	1.00408e-08	0	1.76786e-10	0	0	2.83117e-08	2.73427e-06	9.49618e-08	1.81445e-08	0	0	0	2e-06	0	0	4.91949e-10	0	0	0	1.67416e-07	0	3.38454e-08	5.22642e-08	2.42119e-07	1.04839e-07	6.64e-06	0	0	0	0	0	0	0	0	0
156.5	0	9.30271e-08	1.11419e-07	3.77122e-09	2.26236e-08	1.46934e-08	3.45868e-07	1.20119e-08	0	1.81298e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91396e-07	0	2.23624e-11	0	0	3.58123e-09	1.00326e-08	1.51307e-06	1.00411e-08	0	1.76787e-10	0	0	2.83114e-08	2.73425e-06	9.4961e-08	1.81451e-08	0	0	0	2e-06	0	0	4.91958e-10	0	0	0	1.67416e-07	0	3.38473e-08	5.22653e-08	2.42116e-07	1.04838e-07	6.64e-06	0	0	0	0	0	0	0	0	0
157	0	9.30271e-08	1.11417e-07	3.77136e-09	2.26245e-08	1.46936e-08	3.45889e-07	1.20127e-08	0	1.81307e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91407e-07	0	2.23642e-11	0	0	3.58145e-09	1.00331e-08	1.51306e-06	1.00414e-08	0	1.76789e-10	0	0	2.83112e-08	2.73423e-06	9.49602e-08	1.81457e-08	0	0	0	2e-06	0	0	4.91966e-10	0	0	0	1.67416e-07	0	3.38492e-08	5.22664e-08	2.42113e-07	1.04836e-07	6.64e-06	0	0	0	0	0	0	0	0	0
157.5	0	9.30271e-08	1.11415e-07	3.7715e-09	2.26254e-08	1.46938e-08	3.4591e-07	1.20134e-08	0	1.81316e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91419e-07	0	2.23659e-11	0	0	3.58167e-09	1.00336e-08	1.51305e-06	1.00417e-08	0	1.7679e-10	0	0	2.8311e-08	2.73421e-06	9.49595e-08	1.81463e-08	0	0	0	2e-06	0	0	4.91974e-10	0	0	0	1.67416e-07	0	3.3851e-08	5.22675e-08	2.4211e-07	1.04835e-07	6.64e-06	0	0	0	0	0	0	0	0	0
158	0	9.30272e-08	1.11413e-07	3.77164e-09	2.26263e-08	1.4694e-08	3.4593e-07	1.20141e-08	0	1.81324e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9143e-07	0	2.23676e-11	0	0	3.58188e-09	1.00341e-08	1.51304e-06	1.00421e-08	0	1.76792e-10	0	0	2.83108e-08	2.73418e-06	9.49587e-08	1.81469e-08	0	0	0	2e-06	0	0	4.91982e-10	0	0	0	1.67416e-07	0	3.38528e-08	5.22686e-08	2.42107e-07	1.04834e-07	6.64e-06	0	0	0	0	0	0	0	0	0
158.5	0	9.30272e-08	1.11411e-07	3.77177e-09	2.26272e-08	1.46943e-08	3.4595e-07	1.20148e-08	0	1.81332e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91441e-07	0	2.23693e-11	0	0	3.58209e-09	1.00345e-08	1.51302e-06	1.00424e-08	0	1.76793e-10	0	0	2.83105e-08	2.73416e-06	9.4958e-08	1.81474e-08	0	0	0	2e-06	0	0	4.9199e-10	0	0	0	1.67416e-07	0	3.38546e-08	5.22696e-08	2.42104e-07	1.04832e-07	6.64e-06	0	0	0	0	0	0	0	0	0
159	0	9.30272e-08	1.11409e-07	3.77191e-09	2.26281e-08	1.46945e-08	3.4597e-07	1.20155e-08	0	1.8134e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91452e-07	0	2.23709e-11	0	0	3.58229e-09	1.0035e-08	1.51301e-06	1.00427e-08	0	1.76795e-10	0	0	2.83103e-08	2.73414e-06	9.49573e-08	1.8148e-08	0	0	0	2e-06	0	0	4.91998e-10	0	0	0	1.67416e-07	0	3.38564e-08	5.22706e-08	2.42101e-07	1.04831e-07	6.64e-06	0	0	0	0	0	0	0	0	0
159.5	0	9.30273e-08	1.11408e-07	3.77203e-09	2.26289e-08	1.46947e-08	3.45989e-07	1.20162e-08	0	1.81348e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91463e-07	0	2.23725e-11	0	0	3.58249e-09	1.00354e-08	1.513e-06	1.0043e-08	0	1.76796e-10	0	0	2.83101e-08	2.73412e-06	9.49566e-08	1.81485e-08	0	0	0	2e-06	0	0	4.92005e-10	0	0	0	1.67416e-07	0	3.38581e-08	5.22717e-08	2.42098e-07	1.0483e-07	6.64e-06	0	0	0	0	0	0	0	0	0
160	0	9.30273e-08	1.11406e-07	3.77216e-09	2.26297e-08	1.46949e-08	3.46008e-07	1.20168e-08	0	1.81356e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91473e-07	0	2.23741e-11	0	0	3.58269e-09	1.00359e-08	1.51299e-06	1.00433e-08	0	1.76797e-10	0	0	2.83099e-08	2.7341e-06	9.49559e-08	1.8149e-08	0	0	0	2e-06	0	0	4.92013e-10	0	0	0	1.67416e-07	0	3.38597e-08	5.22726e-08	2.42095e-07	1.04829e-07	6.64e-06	0	0	0	0	0	0	0	0	0
160.5	0	9.30273e-08	1.11404e-07	3.77229e-09	2.26305e-08	1.46951e-08	3.46026e-07	1.20175e-08	0	1.81364e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91484e-07	0	2.23756e-11	0	0	3.58288e-09	1.00363e-08	1.51298e-06	1.00436e-08	0	1.76799e-10	0	0	2.83097e-08	2.73408e-06	9.49552e-08	1.81495e-08	0	0	0	2e-06	0	0	4.9202e-10	0	0	0	1.67416e-07	0	3.38614e-08	5.22736e-08	2.42093e-07	1.04827e-07	6.64e-06	0	0	0	0	0	0	0	0	0
161	0	9.30273e-08	1.11402e-07	3.77241e-09	2.26313e-08	1.46953e-08	3.46045e-07	1.20181e-08	0	1.81372e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91494e-07	0	2.23771e-11	0	0	3.58307e-09	1.00367e-08	1.51297e-06	1.00438e-08	0	1.768e-10	0	0	2.83095e-08	2.73406e-06	9.49546e-08	1.81501e-08	0	0	0	2e-06	0	0	4.92027e-10	0	0	0	1.67416e-07	0	3.3863e-08	5.22746e-08	2.4209e-07	1.04826e-07	6.64e-06	0	0	0	0	0	0	0	0	0
161.5	0	9.30273e-08	1.11401e-07	3.77253e-09	2.26321e-08	1.46955e-08	3.46063e-07	1.20187e-08	0	1.81379e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91504e-07	0	2.23786e-11	0	0	3.58326e-09	1.00371e-08	1.51296e-06	1.00441e-08	0	1.76801e-10	0	0	2.83093e-08	2.73404e-06	9.49539e-08	1.81506e-08	0	0	0	2e-06	0	0	4.92034e-10	0	0	0	1.67416e-07	0	3.38646e-08	5.22755e-08	2.42087e-07	1.04825e-07	6.64e-06	0	0	0	0	0	0	0	0	0
162	0	9.30274e-08	1.11399e-07	3.77265e-09	2.26329e-08	1.46957e-08	3.4608e-07	1.20194e-08	0	1.81386e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91513e-07	0	2.238e-11	0	0	3.58344e-09	1.00375e-08	1.51295e-06	1.00444e-08	0	1.76803e-10	0	0	2.83091e-08	2.73402e-06	9.49533e-08	1.8151e-08	0	0	0	2e-06	0	0	4.92041e-10	0	0	0	1.67416e-07	0	3.38661e-08	5.22764e-08	2.42085e-07	1.04824e-07	6.64e-06	0	0	0	0	0	0	0	0	0
162.5	0	9.30274e-08	1.11397e-07	3.77276e-09	2.26336e-08	1.46959e-08	3.46097e-07	1.202e-08	0	1.81393e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91523e-07	0	2.23814e-11	0	0	3.58362e-09	1.00379e-08	1.51294e-06	1.00447e-08	0	1.76804e-10	0	0	2.83089e-08	2.734e-06	9.49527e-08	1.81515e-08	0	0	0	2e-06	0	0	4.92048e-10	0	0	0	1.67416e-07	0	3.38677e-08	5.22773e-08	2.42082e-07	1.04823e-07	6.64e-06	0	0	0	0	0	0	0	0	0
163	0	9.30274e-08	1.11396e-07	3.77288e-09	2.26344e-08	1.46961e-08	3.46114e-07	1.20205e-08	0	1.814e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91532e-07	0	2.23828e-11	0	0	3.58379e-09	1.00383e-08	1.51293e-06	1.00449e-08	0	1.76805e-10	0	0	2.83088e-08	2.73399e-06	9.4952e-08	1.8152e-08	0	0	0	2e-06	0	0	4.92054e-10	0	0	0	1.67416e-07	0	3.38692e-08	5.22782e-08	2.4208e-07	1.04822e-07	6.64e-06	0	0	0	0	0	0	0	0	0
163.5	0	9.30274e-08	1.11394e-07	3.77299e-09	2.26351e-08	1.46963e-08	3.46131e-07	1.20211e-08	0	1.81407e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91542e-07	0	2.23842e-11	0	0	3.58397e-09	1.00387e-08	1.51292e-06	1.00452e-08	0	1.76806e-10	0	0	2.83086e-08	2.73397e-06	9.49514e-08	1.81525e-08	0	0	0	2e-06	0	0	4.92061e-10	0	0	0	1.67416e-07	0	3.38706e-08	5.22791e-08	2.42077e-07	1.04821e-07	6.64e-06	0	0	0	0	0	0	0	0	0
164	0	9.30275e-08	1.11393e-07	3.7731e-09	2.26358e-08	1.46964e-08	3.46147e-07	1.20217e-08	0	1.81414e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91551e-07	0	2.23856e-11	0	0	3.58414e-09	1.00391e-08	1.51291e-06	1.00454e-08	0	1.76807e-10	0	0	2.83084e-08	2.73395e-06	9.49508e-08	1.81529e-08	0	0	0	2e-06	0	0	4.92067e-10	0	0	0	1.67416e-07	0	3.38721e-08	5.22799e-08	2.42075e-07	1.0482e-07	6.64e-06	0	0	0	0	0	0	0	0	0
164.5	0	9.30275e-08	1.11391e-07	3.7732e-09	2.26365e-08	1.46966e-08	3.46163e-07	1.20223e-08	0	1.81421e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91559e-07	0	2.23869e-11	0	0	3.5843e-09	1.00394e-08	1.5129e-06	1.00457e-08	0	1.76809e-10	0	0	2.83082e-08	2.73393e-06	9.49503e-08	1.81533e-08	0	0	0	2e-06	0	0	4.92073e-10	0	0	0	1.67416e-07	0	3.38735e-08	5.22808e-08	2.42073e-07	1.04819e-07	6.64e-06	0	0	0	0	0	0	0	0	0
165	0	9.30275e-08	1.1139e-07	3.77331e-09	2.26372e-08	1.46968e-08	3.46179e-07	1.20228e-08	0	1.81427e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91568e-07	0	2.23882e-11	0	0	3.58446e-09	1.00398e-08	1.51289e-06	1.00459e-08	0	1.7681e-10	0	0	2.83081e-08	2.73392e-06	9.49497e-08	1.81538e-08	0	0	0	2e-06	0	0	4.92079e-10	0	0	0	1.67416e-07	0	3.38749e-08	5.22816e-08	2.4207e-07	1.04818e-07	6.64e-06	0	0	0	0	0	0	0	0	0
165.5	0	9.30275e-08	1.11388e-07	3.77341e-09	2.26378e-08	1.4697e-08	3.46194e-07	1.20233e-08	0	1.81433e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91577e-07	0	2.23895e-11	0	0	3.58462e-09	1.00401e-08	1.51288e-06	1.00462e-08	0	1.76811e-10	0	0	2.83079e-08	2.7339e-06	9.49491e-08	1.81542e-08	0	0	0	2e-06	0	0	4.92086e-10	0	0	0	1.67416e-07	0	3.38762e-08	5.22824e-08	2.42068e-07	1.04817e-07	6.64e-06	0	0	0	0	0	0	0	0	0
166	0	9.30275e-08	1.11387e-07	3.77351e-09	2.26385e-08	1.46971e-08	3.46209e-07	1.20239e-08	0	1.8144e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91585e-07	0	2.23907e-11	0	0	3.58478e-09	1.00405e-08	1.51287e-06	1.00464e-08	0	1.76812e-10	0	0	2.83077e-08	2.73388e-06	9.49486e-08	1.81546e-08	0	0	0	2e-06	0	0	4.92091e-10	0	0	0	1.67416e-07	0	3.38776e-08	5.22832e-08	2.42066e-07	1.04816e-07	6.64e-06	0	0	0	0	0	0	0	0	0
166.5	0	9.30276e-08	1.11386e-07	3.77361e-09	2.26391e-08	1.46973e-08	3.46224e-07	1.20244e-08	0	1.81446e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91593e-07	0	2.23919e-11	0	0	3.58493e-09	1.00408e-08	1.51286e-06	1.00466e-08	0	1.76813e-10	0	0	2.83076e-08	2.73387e-06	9.49481e-08	1.8155e-08	0	0	0	2e-06	0	0	4.92097e-10	0	0	0	1.67416e-07	0	3.38789e-08	5.2284e-08	2.42064e-07	1.04815e-07	6.64e-06	0	0	0	0	0	0	0	0	0
167	0	9.30276e-08	1.11384e-07	3.77371e-09	2.26398e-08	1.46975e-08	3.46238e-07	1.20249e-08	0	1.81452e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91601e-07	0	2.23931e-11	0	0	3.58508e-09	1.00412e-08	1.51286e-06	1.00468e-08	0	1.76814e-10	0	0	2.83074e-08	2.73385e-06	9.49475e-08	1.81554e-08	0	0	0	2e-06	0	0	4.92103e-10	0	0	0	1.67416e-07	0	3.38802e-08	5.22847e-08	2.42061e-07	1.04814e-07	6.64e-06	0	0	0	0	0	0	0	0	0
167.5	0	9.30276e-08	1.11383e-07	3.77381e-09	2.26404e-08	1.46976e-08	3.46252e-07	1.20254e-08	0	1.81458e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91609e-07	0	2.23943e-11	0	0	3.58523e-09	1.00415e-08	1.51285e-06	1.00471e-08	0	1.76815e-10	0	0	2.83072e-08	2.73384e-06	9.4947e-08	1.81558e-08	0	0	0	2e-06	0	0	4.92108e-10	0	0	0	1.67416e-07	0	3.38814e-08	5.22855e-08	2.42059e-07	1.04813e-07	6.64e-06	0	0	0	0	0	0	0	0	0
168	0	9.30276e-08	1.11382e-07	3.7739e-09	2.2641e-08	1.46978e-08	3.46266e-07	1.20259e-08	0	1.81463e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91617e-07	0	2.23955e-11	0	0	3.58538e-09	1.00418e-08	1.51284e-06	1.00473e-08	0	1.76816e-10	0	0	2.83071e-08	2.73382e-06	9.49465e-08	1.81562e-08	0	0	0	2e-06	0	0	4.92114e-10	0	0	0	1.67416e-07	0	3.38827e-08	5.22862e-08	2.42057e-07	1.04812e-07	6.64e-06	0	0	0	0	0	0	0	0	0
168.5	0	9.30276e-08	1.1138e-07	3.77399e-09	2.26416e-08	1.46979e-08	3.4628e-07	1.20264e-08	0	1.81469e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91624e-07	0	2.23966e-11	0	0	3.58552e-09	1.00421e-08	1.51283e-06	1.00475e-08	0	1.76817e-10	0	0	2.83069e-08	2.73381e-06	9.4946e-08	1.81566e-08	0	0	0	2e-06	0	0	4.92119e-10	0	0	0	1.67416e-07	0	3.38839e-08	5.22869e-08	2.42055e-07	1.04811e-07	6.64e-06	0	0	0	0	0	0	0	0	0
169	0	9.30276e-08	1.11379e-07	3.77408e-09	2.26422e-08	1.46981e-08	3.46294e-07	1.20268e-08	0	1.81475e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91632e-07	0	2.23977e-11	0	0	3.58566e-09	1.00424e-08	1.51282e-06	1.00477e-08	0	1.76818e-10	0	0	2.83068e-08	2.73379e-06	9.49455e-08	1.8157e-08	0	0	0	2e-06	0	0	4.92125e-10	0	0	0	1.67416e-07	0	3.38851e-08	5.22876e-08	2.42053e-07	1.0481e-07	6.64e-06	0	0	0	0	0	0	0	0	0
169.5	0	9.30277e-08	1.11378e-07	3.77417e-09	2.26427e-08	1.46982e-08	3.46307e-07	1.20273e-08	0	1.8148e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91639e-07	0	2.23988e-11	0	0	3.5858e-09	1.00427e-08	1.51282e-06	1.00479e-08	0	1.76819e-10	0	0	2.83067e-08	2.73378e-06	9.4945e-08	1.81574e-08	0	0	0	2e-06	0	0	4.9213e-10	0	0	0	1.67416e-07	0	3.38862e-08	5.22883e-08	2.42051e-07	1.04809e-07	6.64e-06	0	0	0	0	0	0	0	0	0
170	0	9.30277e-08	1.11377e-07	3.77426e-09	2.26433e-08	1.46984e-08	3.4632e-07	1.20277e-08	0	1.81485e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91646e-07	0	2.23999e-11	0	0	3.58593e-09	1.0043e-08	1.51281e-06	1.00481e-08	0	1.7682e-10	0	0	2.83065e-08	2.73376e-06	9.49446e-08	1.81577e-08	0	0	0	2e-06	0	0	4.92135e-10	0	0	0	1.67416e-07	0	3.38874e-08	5.2289e-08	2.42049e-07	1.04808e-07	6.64e-06	0	0	0	0	0	0	0	0	0
170.5	0	9.30277e-08	1.11375e-07	3.77434e-09	2.26439e-08	1.46985e-08	3.46332e-07	1.20282e-08	0	1.81491e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91654e-07	0	2.24009e-11	0	0	3.58606e-09	1.00433e-08	1.5128e-06	1.00483e-08	0	1.76821e-10	0	0	2.83064e-08	2.73375e-06	9.49441e-08	1.81581e-08	0	0	0	2e-06	0	0	4.9214e-10	0	0	0	1.67416e-07	0	3.38885e-08	5.22897e-08	2.42047e-07	1.04808e-07	6.64e-06	0	0	0	0	0	0	0	0	0
171	0	9.30277e-08	1.11374e-07	3.77443e-09	2.26444e-08	1.46986e-08	3.46345e-07	1.20286e-08	0	1.81496e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9166e-07	0	2.2402e-11	0	0	3.58619e-09	1.00436e-08	1.51279e-06	1.00485e-08	0	1.76822e-10	0	0	2.83062e-08	2.73374e-06	9.49437e-08	1.81584e-08	0	0	0	2e-06	0	0	4.92145e-10	0	0	0	1.67416e-07	0	3.38896e-08	5.22903e-08	2.42046e-07	1.04807e-07	6.64e-06	0	0	0	0	0	0	0	0	0
171.5	0	9.30277e-08	1.11373e-07	3.77451e-09	2.26449e-08	1.46988e-08	3.46357e-07	1.2029e-08	0	1.81501e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91667e-07	0	2.2403e-11	0	0	3.58632e-09	1.00439e-08	1.51279e-06	1.00487e-08	0	1.76823e-10	0	0	2.83061e-08	2.73372e-06	9.49432e-08	1.81588e-08	0	0	0	2e-06	0	0	4.92149e-10	0	0	0	1.67416e-07	0	3.38907e-08	5.2291e-08	2.42044e-07	1.04806e-07	6.64e-06	0	0	0	0	0	0	0	0	0
172	0	9.30277e-08	1.11372e-07	3.77459e-09	2.26455e-08	1.46989e-08	3.46369e-07	1.20295e-08	0	1.81506e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91674e-07	0	2.2404e-11	0	0	3.58645e-09	1.00442e-08	1.51278e-06	1.00489e-08	0	1.76824e-10	0	0	2.8306e-08	2.73371e-06	9.49428e-08	1.81591e-08	0	0	0	2e-06	0	0	4.92154e-10	0	0	0	1.67416e-07	0	3.38918e-08	5.22916e-08	2.42042e-07	1.04805e-07	6.64e-06	0	0	0	0	0	0	0	0	0
172.5	0	9.30278e-08	1.11371e-07	3.77467e-09	2.2646e-08	1.4699e-08	3.46381e-07	1.20299e-08	0	1.81511e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9168e-07	0	2.2405e-11	0	0	3.58657e-09	1.00444e-08	1.51277e-06	1.00491e-08	0	1.76824e-10	0	0	2.83058e-08	2.7337e-06	9.49424e-08	1.81594e-08	0	0	0	2e-06	0	0	4.92159e-10	0	0	0	1.67416e-07	0	3.38928e-08	5.22922e-08	2.4204e-07	1.04804e-07	6.64e-06	0	0	0	0	0	0	0	0	0
173	0	9.30278e-08	1.1137e-07	3.77475e-09	2.26465e-08	1.46992e-08	3.46392e-07	1.20303e-08	0	1.81515e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91687e-07	0	2.24059e-11	0	0	3.58669e-09	1.00447e-08	1.51277e-06	1.00492e-08	0	1.76825e-10	0	0	2.83057e-08	2.73368e-06	9.49419e-08	1.81597e-08	0	0	0	2e-06	0	0	4.92163e-10	0	0	0	1.67416e-07	0	3.38938e-08	5.22928e-08	2.42039e-07	1.04804e-07	6.64e-06	0	0	0	0	0	0	0	0	0
173.5	0	9.30278e-08	1.11369e-07	3.77482e-09	2.2647e-08	1.46993e-08	3.46404e-07	1.20307e-08	0	1.8152e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91693e-07	0	2.24069e-11	0	0	3.58681e-09	1.0045e-08	1.51276e-06	1.00494e-08	0	1.76826e-10	0	0	2.83056e-08	2.73367e-06	9.49415e-08	1.81601e-08	0	0	0	2e-06	0	0	4.92168e-10	0	0	0	1.67416e-07	0	3.38948e-08	5.22934e-08	2.42037e-07	1.04803e-07	6.64e-06	0	0	0	0	0	0	0	0	0
