# time 'Ca' 'D34:75:137_PP2ACa' 'D34:75:137_PP2APCa' 'D34:75_PP2ACa' 'D34:75_PP2APCa' 'D75:137_PP2ACa' 'D75:137_PP2APCa' 'D75_PP2ACa' 'D75_PP2APCa' 'PP2ACa' 'PP2ACa_PKA' 'PP2APCa' 'PP2BinactiveCa2_1' 'PP2BinactiveCa2_2' 'PP2BinactiveCa2_3' 'PP2BinactiveCa2_4' 'PP2BinactiveCa2_5' 'PP2BinactiveCa2_6'
 0.000000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 5.000000E-01 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 2
 1.000000E+00 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 1 1
 1.500000E+00 1 0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 2 1
 2.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 0 5 1 2 3 2
 2.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 1 5 3 3 4 2
 3.000000E+00 1 0 0 0 0 0 0 0 0 0 0 0 1 7 2 4 3 3
 3.500000E+00 6 0 0 0 0 0 0 0 0 0 0 0 2 6 1 4 5 2
 4.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 2 6 1 6 6 3
 4.500000E+00 1 0 0 0 0 0 0 0 0 0 0 0 2 3 4 8 8 2
 5.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 0 4 6 10 8 5
 5.500000E+00 6 0 0 0 0 0 0 0 0 0 0 0 3 3 7 6 8 7
 6.000000E+00 7 0 0 0 0 0 0 0 0 0 0 0 5 6 8 4 6 5
 6.500000E+00 4 0 0 0 0 0 0 0 0 0 0 0 3 8 6 6 8 7
 7.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 6 9 4 10 9 5
 7.500000E+00 6 0 0 0 0 0 0 0 0 0 0 0 8 7 2 9 12 5
 8.000000E+00 8 0 0 0 0 0 0 0 0 0 0 0 10 8 5 9 9 6
 8.500000E+00 2 0 0 0 0 0 0 0 0 0 0 0 10 10 4 9 10 6
 9.000000E+00 3 0 0 0 0 0 0 0 0 0 0 0 8 13 6 7 11 7
 9.500000E+00 9 0 0 0 0 0 0 0 0 1 0 0 9 10 9 5 12 5
 1.000000E+01 4 0 0 0 0 0 0 0 0 1 0 0 7 13 10 10 7 5
 1.050000E+01 4 0 0 0 0 0 0 0 0 0 0 0 5 13 7 7 9 10
 1.100000E+01 7 0 0 0 0 0 0 0 0 0 0 0 9 9 8 11 10 13
 1.150000E+01 4 0 0 0 0 0 0 0 0 0 0 0 8 7 15 10 7 11
 1.200000E+01 3 0 0 0 0 0 0 0 0 0 0 0 9 6 15 9 12 7
 1.250000E+01 6 0 0 0 0 0 0 0 0 0 0 0 7 10 13 8 13 10
 1.300000E+01 5 0 0 0 0 0 0 0 0 0 0 0 7 11 14 9 14 10
 1.350000E+01 7 0 0 0 0 0 0 0 0 1 0 0 10 12 8 14 10 8
 1.400000E+01 5 0 0 0 0 0 0 0 0 1 0 0 11 9 8 9 10 13
 1.450000E+01 9 0 0 0 0 0 0 0 0 1 0 0 9 10 10 8 11 15
 1.500000E+01 9 0 0 0 0 0 0 0 0 0 0 0 10 9 10 12 19 12
 1.550000E+01 3 0 0 0 0 0 0 0 0 1 0 0 12 10 8 16 12 16
 1.600000E+01 8 0 0 0 0 0 0 0 0 0 0 0 11 17 7 12 12 15
 1.650000E+01 11 0 0 0 0 0 0 0 0 0 0 0 13 16 14 12 10 12
 1.700000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 17 17 11 10 14
 1.750000E+01 7 0 0 0 0 0 0 1 0 0 0 0 13 17 10 8 6 15
 1.800000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 10 10 11 8 16
 1.850000E+01 10 0 0 0 0 0 0 0 0 0 0 0 13 7 12 14 13 16
 1.900000E+01 6 0 0 0 0 0 0 0 0 0 0 0 15 13 12 16 15 14
 1.950000E+01 6 0 0 0 0 0 0 0 0 0 0 0 12 12 20 16 12 11
 2.000000E+01 6 0 0 0 0 0 0 0 0 0 0 0 11 16 15 11 10 12
 2.050000E+01 3 0 0 0 0 0 0 0 0 0 0 0 23 16 9 14 11 12
 2.100000E+01 6 0 0 0 0 0 0 0 0 0 0 0 22 11 20 5 11 11
 2.150000E+01 11 0 0 0 0 0 0 0 0 0 0 0 14 13 18 5 13 15
 2.200000E+01 10 0 0 0 0 0 0 0 0 0 0 0 15 16 17 12 9 11
 2.250000E+01 5 0 0 0 0 0 0 0 0 0 0 0 11 15 12 14 12 13
 2.300000E+01 7 0 0 0 0 0 0 0 0 0 0 0 12 15 14 13 15 8
 2.350000E+01 8 0 0 0 0 0 0 1 0 0 0 0 15 16 11 14 17 14
 2.400000E+01 8 0 0 0 0 0 0 0 0 0 0 0 12 13 12 17 18 13
 2.450000E+01 8 0 0 0 0 0 0 0 0 1 0 0 10 10 14 19 20 18
 2.500000E+01 4 0 0 0 0 0 0 0 0 1 0 0 10 14 18 17 15 15
 2.550000E+01 7 0 0 0 0 0 0 0 0 1 0 0 17 22 14 17 20 9
 2.600000E+01 11 0 0 0 0 0 0 1 0 1 0 0 19 21 17 9 12 18
 2.650000E+01 8 0 0 0 0 0 0 1 0 0 0 0 17 16 16 12 16 12
 2.700000E+01 8 0 0 0 0 0 0 0 0 0 0 0 19 25 15 14 13 12
 2.750000E+01 7 0 0 0 0 0 0 0 0 0 0 0 21 25 10 11 10 14
 2.800000E+01 6 0 0 0 0 0 0 0 0 1 0 0 18 25 8 14 18 20
 2.850000E+01 9 0 0 0 0 0 0 0 0 0 0 0 15 20 14 13 19 21
 2.900000E+01 5 0 0 0 0 0 0 0 0 0 0 0 18 19 15 7 22 18
 2.950000E+01 9 0 0 0 0 0 0 0 0 0 0 0 24 19 16 7 22 18
 3.000000E+01 7 0 0 0 0 0 0 0 0 0 0 0 18 19 12 10 19 16
 3.050000E+01 7 0 0 0 0 0 0 0 0 0 0 0 20 20 17 8 20 20
 3.100000E+01 6 0 0 0 0 0 0 1 0 0 0 0 20 19 20 15 18 16
 3.150000E+01 9 0 0 0 0 0 0 1 0 0 0 0 25 19 12 14 20 10
 3.200000E+01 7 0 0 0 0 0 0 0 0 1 0 0 25 15 13 18 15 23
 3.250000E+01 5 0 0 0 0 0 0 0 0 1 0 0 21 15 17 21 16 20
 3.300000E+01 12 0 0 0 0 0 0 0 0 0 0 0 19 11 18 20 19 14
 3.350000E+01 13 0 0 0 0 0 0 0 0 0 0 0 19 14 17 21 14 16
 3.400000E+01 10 0 0 0 0 0 0 0 0 0 0 0 23 13 17 19 14 14
 3.450000E+01 12 0 0 0 0 0 0 0 0 0 0 0 17 16 17 17 12 14
 3.500000E+01 9 0 0 0 0 0 0 0 0 0 0 0 15 15 19 14 18 20
 3.550000E+01 8 0 0 0 0 0 0 0 0 0 0 0 14 15 16 14 19 22
 3.600000E+01 9 0 0 0 0 0 0 0 0 0 0 0 14 18 11 17 26 18
 3.650000E+01 7 0 0 0 0 0 0 0 0 0 0 0 15 20 12 11 28 13
 3.700000E+01 6 0 0 0 0 0 0 0 0 0 0 0 18 15 13 13 19 12
