'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'PKAa?' 'CDK5!_' 'CK1u~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?'
0 6 231 0 62 7 0 1 59 6 0 363 187 0 1565 885 0 0 0
0 9 232 0 61 7 0 1 60 8 0 358 189 0 1549 904 0 0 0
0 11 230 0 60 6 0 1 64 7 0 359 186 0 1541 914 0 0 0
0 8 230 0 66 4 0 0 60 14 0 371 173 0 1546 910 0 0 0
0 11 227 0 68 5 0 0 47 11 0 378 165 0 1559 898 0 0 0
0 5 225 0 62 8 0 0 58 15 0 366 175 0 1576 883 0 0 0
0 12 230 0 66 8 0 0 57 9 0 362 175 0 1580 883 0 0 0
0 7 231 0 62 9 0 0 50 12 0 359 177 0 1582 882 0 0 0
0 8 228 0 69 7 0 0 55 8 0 362 174 0 1567 897 0 0 0
0 7 227 0 61 8 0 0 63 8 0 353 179 0 1574 894 0 0 0
0 4 226 0 60 10 0 0 54 7 0 354 177 0 1577 892 0 0 0
0 9 233 0 67 10 0 0 58 6 0 350 177 0 1592 881 0 0 0
0 8 234 0 66 11 0 0 58 11 0 336 189 0 1588 887 0 0 0
0 8 230 0 60 8 0 0 59 8 0 337 185 0 1591 887 0 0 0
0 5 235 0 60 12 0 0 59 11 0 333 183 0 1573 911 0 0 0
0 5 237 0 56 8 0 0 60 8 0 341 174 0 1555 930 0 0 0
0 6 238 0 63 3 0 0 54 8 0 333 182 0 1536 949 0 0 0
0 11 237 0 64 4 0 0 63 13 0 331 184 0 1534 951 0 0 0
0 6 238 0 68 5 0 0 54 10 0 330 185 0 1534 951 0 0 0
0 5 241 0 60 7 0 0 60 13 0 333 180 0 1521 966 0 0 0
0 9 241 0 70 8 0 0 58 7 0 327 183 0 1528 962 0 0 0
0 10 242 0 73 8 0 0 60 9 0 334 174 0 1555 937 0 0 0
0 7 243 0 63 7 0 0 58 6 0 329 175 0 1556 940 0 0 0
0 12 242 0 62 10 0 0 60 13 0 318 184 0 1559 939 0 0 0
0 13 241 0 59 16 0 0 59 11 0 313 185 0 1570 932 0 0 0
0 7 241 0 66 13 0 0 63 5 0 308 185 0 1559 948 0 0 0
0 2 236 0 59 10 0 0 51 10 0 309 179 0 1562 950 0 0 0
0 13 233 0 57 10 0 0 52 6 0 303 182 0 1567 948 0 0 0
0 6 242 0 66 9 0 0 49 10 0 301 181 0 1578 940 0 0 0
0 7 239 0 65 10 0 0 63 12 0 302 177 0 1590 931 0 0 0
0 12 240 0 65 11 0 0 49 10 0 301 177 0 1583 939 0 0 0
0 5 240 0 66 10 0 1 57 12 0 296 177 0 1600 927 0 0 0
0 12 241 0 51 9 0 1 55 7 0 291 181 0 1601 927 0 0 0
0 6 249 0 66 5 0 1 61 13 0 293 175 0 1631 901 0 0 0
0 8 248 0 58 3 0 0 63 10 0 295 171 0 1627 907 0 0 0
0 8 252 0 63 6 0 0 55 8 0 294 171 0 1617 918 0 0 0
0 8 250 0 58 4 0 0 59 7 0 289 173 0 1614 924 0 0 0
0 9 249 0 61 7 0 0 53 12 0 284 177 0 1636 903 0 0 0
0 9 251 0 65 10 0 0 52 7 0 282 177 0 1624 917 0 0 0
0 16 252 0 52 9 0 0 57 13 0 283 168 0 1610 939 0 0 0
0 10 253 0 68 7 0 1 62 9 0 275 171 0 1629 925 0 0 0
0 7 256 0 63 9 0 1 63 10 0 286 155 0 1620 939 0 0 0
0 11 252 0 58 9 0 1 59 4 0 291 149 0 1626 934 0 0 0
0 11 254 0 52 12 0 1 58 8 0 287 148 0 1630 935 0 0 0
0 5 252 0 67 8 0 1 53 7 0 284 150 0 1612 954 0 0 0
0 6 252 0 62 9 0 0 56 6 0 282 149 0 1614 955 0 0 0
0 4 250 0 60 9 0 0 61 10 0 278 150 0 1626 946 0 0 0
0 6 246 0 78 9 0 0 53 9 0 275 148 0 1621 956 0 0 0
0 6 244 0 66 9 0 0 63 5 0 277 146 0 1629 948 0 0 0
0 6 244 0 67 9 0 0 52 13 0 273 146 0 1657 924 0 0 0
0 7 245 0 74 9 0 0 56 11 0 268 147 0 1679 906 0 0 0
0 8 240 0 57 12 0 0 61 8 0 258 152 0 1666 924 0 0 0
0 12 230 0 54 12 0 0 61 8 0 258 150 0 1667 925 0 0 0
0 12 232 0 62 13 0 0 64 8 0 262 142 0 1665 931 0 0 0
0 10 234 0 70 12 0 0 60 1 0 254 146 0 1643 957 0 0 0
0 3 231 0 52 5 0 0 66 5 0 251 148 0 1657 944 0 0 0
0 8 236 0 58 6 0 0 56 7 0 254 145 0 1650 951 0 0 0
0 6 234 0 73 9 0 0 60 10 0 257 142 0 1664 937 0 0 0
0 8 224 0 64 10 0 0 55 10 0 252 147 0 1653 948 0 0 0
0 7 226 0 55 10 0 1 58 12 0 248 148 0 1689 915 0 0 0
0 7 227 0 69 5 0 0 63 7 0 240 155 0 1692 913 0 0 0
0 6 233 0 64 10 0 1 63 10 0 239 155 0 1696 910 0 0 0
0 8 227 0 63 12 0 1 58 5 0 236 157 0 1694 913 0 0 0
0 4 232 0 58 9 0 2 62 11 0 240 148 0 1701 911 0 0 0
3937 9 234 602 76 8 8 1 54 12 146 214 150 23 1590 887 0 135 1
3899 8 230 639 58 9 17 2 56 8 357 169 146 67 1375 879 2 352 10
3849 9 233 667 65 11 14 2 52 11 518 144 134 99 1202 834 6 560 21
3810 7 227 635 66 9 19 2 59 6 632 116 130 121 1031 771 13 770 48
3756 4 230 609 64 7 22 2 57 12 715 102 115 144 870 723 17 960 69
3692 10 237 594 57 7 13 1 56 9 797 89 109 157 754 679 22 1076 114
3633 10 232 568 64 4 16 0 53 9 853 64 102 179 604 663 30 1206 152
3590 7 235 542 55 4 18 0 55 15 890 67 90 183 536 605 35 1293 191
3533 6 246 507 64 5 13 0 61 10 922 63 83 193 475 566 35 1369 216
3483 17 251 499 64 5 12 0 56 12 945 63 76 194 411 538 38 1439 241
3419 5 253 492 79 8 15 0 51 13 977 57 72 199 373 495 41 1477 286
3359 7 257 462 70 7 13 2 54 13 989 51 65 205 332 461 47 1526 313
3302 8 254 440 57 10 13 2 54 17 982 51 58 198 302 433 59 1550 349
3246 10 254 457 74 10 24 2 63 13 997 48 53 214 268 396 49 1590 382
3179 8 254 400 54 7 21 0 53 13 997 44 49 219 258 367 50 1607 406
3115 6 260 404 67 7 25 0 54 18 1002 35 51 223 246 334 52 1630 429
3056 9 257 373 63 9 21 0 62 15 1017 42 46 211 230 309 59 1652 451
2997 9 259 375 70 9 19 0 62 16 1015 39 39 215 200 291 61 1679 476
2938 10 264 368 67 9 17 0 55 19 1021 38 33 219 177 264 62 1718 489
2893 7 265 367 68 10 16 0 55 16 1023 42 30 213 167 243 65 1743 497
2838 10 260 357 69 8 18 0 64 17 1021 35 28 211 158 223 74 1791 480
2783 7 265 348 66 7 19 0 59 17 1012 29 24 216 148 210 77 1782 514
2725 7 269 337 61 8 19 0 51 20 998 32 20 216 141 189 78 1799 525
2671 4 268 334 58 5 11 0 55 15 988 27 20 217 130 170 80 1811 545
2629 9 270 312 54 8 22 1 58 21 994 24 19 222 119 152 79 1833 552
2595 7 268 295 60 10 12 1 59 23 985 30 13 223 110 144 78 1836 566
2544 8 268 279 71 11 16 0 56 21 985 27 13 230 112 125 70 1867 556
2498 5 271 276 68 13 12 0 64 21 983 26 14 232 104 119 62 1856 587
2439 10 278 273 78 9 14 0 58 21 978 25 15 227 95 116 66 1863 593
2388 6 284 276 68 7 14 0 59 17 961 24 15 221 97 103 72 1862 606
2346 8 280 261 61 9 21 0 57 22 966 26 14 227 98 81 65 1885 604
2307 10 282 268 68 11 18 0 57 19 971 31 10 224 95 75 65 1892 608
2261 13 283 243 77 11 11 0 51 21 973 30 10 224 89 75 64 1883 625
2220 9 289 247 64 11 16 0 59 19 964 23 13 226 81 65 63 1910 619
2169 11 293 238 64 11 7 0 52 24 961 19 14 218 69 66 69 1911 634
2130 12 290 235 69 11 17 0 50 23 977 20 13 214 63 61 68 1918 643
2110 5 285 224 73 9 9 0 60 18 967 18 14 214 64 60 64 1906 660
2063 5 287 218 69 4 9 0 56 20 960 21 14 206 59 60 68 1894 678
2025 11 283 204 60 3 18 0 50 20 955 19 14 202 56 54 74 1935 646
1990 6 284 195 66 6 16 0 59 22 943 19 14 201 51 51 72 1950 642
1956 10 280 193 66 6 18 0 54 20 936 17 13 200 47 48 74 1948 653
1923 6 284 198 63 11 17 0 55 23 937 19 10 203 44 44 72 1933 675
1886 2 286 193 69 10 12 0 65 23 935 16 9 208 44 41 69 1934 679
1861 7 285 180 71 8 12 0 55 23 934 19 9 202 41 38 70 1948 673
1824 9 289 192 61 6 9 0 56 19 941 22 9 196 38 37 72 1945 681
1788 7 291 188 74 7 11 0 56 25 932 24 6 196 32 33 73 1954 682
1762 9 287 174 67 10 10 0 60 29 928 22 7 199 29 34 68 1962 679
1731 5 287 165 62 9 14 0 55 27 912 24 6 199 29 32 67 1955 688
1698 6 290 163 78 8 6 0 57 29 896 23 6 191 29 29 72 1963 687
1670 7 296 154 67 13 4 1 56 22 872 24 5 182 30 29 78 1959 693
1633 8 291 141 67 10 13 1 53 22 867 19 8 183 29 29 79 1936 717
1610 11 290 151 69 10 6 1 61 23 857 23 6 188 29 29 72 1954 699
1587 5 297 152 68 7 9 2 53 25 858 22 6 190 28 29 71 1943 711
1563 5 296 158 66 7 11 1 53 22 861 23 7 181 29 25 77 1957 701
1544 7 293 149 62 6 4 2 63 22 853 18 11 178 31 21 78 1942 721
1516 11 301 153 75 12 12 0 59 24 851 20 11 173 29 20 80 1939 728
1494 5 301 145 55 6 13 0 47 27 842 23 10 178 23 21 73 1929 743
1460 9 306 148 73 6 8 1 64 24 846 21 9 181 20 21 71 1924 753
1436 11 310 150 56 6 10 1 55 25 849 23 10 174 20 19 75 1912 767
1413 6 310 153 64 9 11 0 52 25 850 21 11 181 16 20 69 1912 770
1398 10 310 148 77 8 8 0 63 29 850 20 11 174 15 20 77 1910 773
1375 6 310 149 74 8 12 0 60 21 868 22 11 171 14 19 77 1939 747
1353 9 305 148 68 9 9 0 58 18 871 20 12 177 17 17 71 1936 750
1331 9 303 136 63 12 11 0 63 20 868 25 10 171 16 17 72 1941 748
1310 9 305 132 74 6 12 0 60 20 845 23 9 171 16 16 71 1944 750
1287 9 311 126 65 4 10 0 57 25 826 26 9 171 18 13 68 1949 746
1271 14 308 132 70 7 9 0 64 23 831 25 10 174 18 13 65 1934 761
1252 10 309 124 75 9 12 1 60 25 810 27 9 176 20 8 60 1935 765
1230 14 314 126 63 9 8 2 61 28 785 29 8 177 18 8 57 1939 764
1208 10 312 119 84 11 9 0 64 26 782 27 7 183 14 8 54 1939 768
1190 13 307 109 63 16 4 0 59 29 784 31 7 174 14 8 58 1924 784
1176 6 304 101 66 10 3 0 54 26 789 30 11 163 14 9 65 1934 774
1155 11 303 101 61 10 4 0 60 28 787 29 12 165 14 10 62 1927 781
1129 10 308 103 66 7 2 0 58 26 779 29 11 162 13 9 64 1910 802
1111 10 306 102 70 8 10 0 58 25 771 27 13 158 14 7 66 1895 820
1093 10 302 105 65 9 10 2 62 23 763 24 14 162 12 8 63 1920 797
1078 11 300 102 67 12 6 1 61 28 760 26 11 162 10 10 62 1918 801
1057 7 302 103 64 11 6 1 63 34 757 28 11 157 9 10 61 1907 817
1038 12 309 98 79 12 10 1 58 24 755 29 10 156 9 11 59 1916 810
1022 10 313 103 74 10 7 1 59 25 753 29 10 159 10 10 55 1924 803
1008 9 314 100 60 12 7 1 55 24 761 28 11 152 11 8 61 1923 806
999 8 312 98 67 8 4 0 61 22 745 30 11 150 10 7 59 1902 831
986 8 314 99 72 11 8 0 60 26 730 32 12 143 10 7 62 1896 838
974 10 310 89 62 12 6 0 60 30 732 31 11 143 10 7 61 1890 847
964 12 316 98 62 11 5 0 61 32 729 34 11 140 11 6 61 1881 856
944 13 317 96 66 9 8 0 48 30 720 30 13 143 12 6 57 1882 857
935 6 318 93 64 7 7 0 53 34 743 32 13 137 10 8 58 1884 858
926 13 323 91 65 7 7 0 56 36 745 29 15 142 11 7 52 1883 861
913 13 323 93 65 12 9 0 58 27 748 34 14 134 8 7 54 1887 862
897 9 319 88 68 12 12 0 65 31 727 37 13 130 9 6 54 1909 842
885 14 322 86 81 16 10 0 56 29 731 38 13 129 9 5 52 1919 835
873 14 322 87 62 11 6 0 62 31 733 39 11 135 11 4 46 1893 861
859 7 319 89 63 7 7 0 53 22 718 36 11 139 10 4 45 1879 876
844 12 318 90 69 9 8 0 66 26 702 36 15 129 9 5 49 1873 884
829 12 314 80 68 12 7 0 66 24 716 37 13 125 10 5 54 1846 910
824 7 315 82 79 10 4 0 57 26 710 39 12 126 9 6 51 1865 892
815 4 312 78 73 13 5 0 61 25 720 39 11 121 9 6 52 1861 901
800 7 315 80 60 10 5 0 57 20 712 36 12 122 9 6 52 1871 892
791 3 317 75 62 11 3 0 57 28 712 35 14 121 10 4 52 1876 888
779 12 316 71 62 13 6 0 55 26 706 33 14 125 11 3 49 1880 885
771 1090 1895 72 68 42 5 5 69 200 688 49 13 104 12 3 51 1861 907
758 1831 2660 73 61 52 8 29 55 200 687 54 16 97 15 3 44 1856 915
746 2073 2913 69 72 57 3 40 56 200 671 56 18 94 16 5 36 1886 889
739 2149 2994 68 65 52 5 45 56 200 664 68 18 77 17 7 36 1915 862
728 895 1738 69 63 54 5 43 59 200 641 76 16 68 20 8 31 1941 840
722 449 1287 66 68 48 10 38 56 200 653 79 19 62 22 10 25 1978 805
714 204 1028 66 59 48 10 24 60 200 648 82 15 59 23 10 23 2007 781
707 108 911 66 62 52 7 15 60 194 641 87 18 47 23 10 25 2011 779
694 1399 2220 68 72 36 4 21 66 200 639 79 19 47 29 9 26 2024 767
680 1899 2733 72 68 39 1 34 55 200 643 83 18 37 28 11 28 2043 752
667 2240 3088 68 71 41 5 48 56 200 640 80 19 36 30 13 26 2032 764
659 2241 3080 66 67 46 3 39 60 200 635 75 22 40 33 14 23 2009 784
653 926 1765 70 66 46 2 39 59 200 620 73 23 39 38 14 19 2027 767
642 417 1247 71 67 44 4 30 53 200 621 71 23 31 42 17 20 2006 790
631 190 1007 69 54 44 6 21 56 198 612 73 21 27 45 16 21 1996 801
618 85 894 67 68 41 3 17 58 196 612 70 19 29 46 17 18 2002 799
611 1407 2227 70 66 46 3 20 55 200 605 67 18 30 47 18 17 2006 797
602 2028 2862 69 58 44 8 34 61 200 608 70 18 22 49 18 18 1994 811
595 2231 3080 69 65 42 4 49 62 200 609 68 16 23 51 21 14 1989 818
592 2286 3132 67 56 38 5 46 59 200 612 63 18 20 47 25 14 2040 773
579 1006 1844 67 58 39 6 38 52 200 618 58 20 20 49 22 13 2046 772
572 470 1302 66 66 46 9 32 64 200 610 56 22 21 46 22 12 2063 758
567 221 1041 63 65 35 6 22 58 199 603 56 21 24 45 22 9 2070 753
562 122 931 61 64 35 2 17 54 196 611 53 20 22 52 21 10 2056 766
549 1404 2230 58 67 37 1 26 55 200 606 53 20 21 48 24 9 2050 775
544 1954 2793 57 58 39 7 39 57 200 587 54 18 21 50 25 8 2059 765
536 2174 3022 58 69 42 1 48 58 200 594 49 20 18 55 27 10 2085 736
528 2217 3063 58 64 51 3 46 55 200 604 45 19 20 57 28 8 2091 732
516 969 1809 61 66 42 4 40 49 200 604 47 19 20 61 25 6 2090 732
512 395 1225 57 58 37 6 30 64 200 604 47 19 16 67 23 6 2098 724
508 180 995 60 63 37 2 17 57 199 605 42 22 15 67 24 6 2081 743
505 85 887 60 67 43 2 14 51 194 600 41 20 16 68 25 5 2076 749
495 1343 2169 57 57 42 4 26 66 200 606 40 20 17 68 25 4 2070 756
490 1945 2784 56 53 54 9 39 55 200 607 38 21 15 64 28 5 2083 746
486 2172 3021 56 62 43 5 49 61 200 593 35 22 13 65 29 6 2096 734
482 2341 3192 52 72 39 4 51 58 200 588 31 23 16 67 27 4 2107 725
477 1026 1872 54 62 34 3 46 59 200 577 30 22 15 64 30 5 2115 719
468 475 1309 53 72 32 2 34 57 200 577 32 20 12 70 30 5 2103 728
464 205 1026 53 66 30 5 25 60 198 585 32 19 12 70 29 4 2066 768
458 105 916 52 66 32 1 17 62 197 588 31 20 12 68 32 4 2063 770
454 1392 2219 50 66 33 2 27 63 200 589 29 21 10 64 34 5 2051 786
447 1975 2807 51 68 46 4 32 57 200 579 28 21 14 64 35 2 2057 779
444 2145 2980 51 56 50 6 35 65 200 571 25 23 15 63 33 1 2059 781
439 2276 3119 50 62 53 2 43 58 200 572 27 19 15 63 33 1 2076 766
435 997 1835 49 62 46 4 38 52 200 562 30 15 10 70 35 3 2065 772
427 436 1269 48 63 44 1 35 58 199 559 26 16 13 76 30 2 2040 797
421 197 1026 45 64 37 4 29 64 200 547 27 13 12 72 33 3 2056 784
417 106 920 46 66 35 2 20 58 197 538 27 12 11 70 36 3 2044 797
412 1397 2223 47 68 42 3 26 62 200 526 22 13 14 70 37 2 2028 814
405 1820 2654 48 68 41 3 34 52 200 525 22 15 11 71 37 2 2048 794
400 2068 2911 48 63 46 6 43 58 200 518 21 16 9 74 34 3 2074 769
396 2277 3124 45 75 42 1 47 56 200 520 21 15 9 78 32 3 2105 737
390 1013 1855 44 72 45 4 42 51 200 517 22 14 8 80 31 4 2087 754
387 443 1272 46 58 45 3 29 58 200 519 24 12 7 82 32 4 2065 774
383 191 1016 46 69 41 5 27 57 199 510 23 13 8 88 27 1 2064 776
380 88 900 46 63 45 2 24 56 194 514 21 15 8 85 27 1 2060 783
374 1348 2176 43 64 39 1 28 60 200 516 23 13 8 85 27 1 2069 774
368 1950 2791 45 67 43 1 41 57 200 517 19 14 10 89 24 1 2060 783
365 2187 3040 43 56 39 1 53 69 200 509 19 13 9 90 23 1 2057 788
362 2301 3150 39 63 40 2 49 56 200 491 21 10 9 93 21 1 2077 768
360 982 1831 40 69 35 0 49 64 200 492 26 9 6 91 22 0 2076 770
353 435 1271 39 70 35 2 38 59 199 480 23 10 6 94 22 0 2085 760
351 200 1027 38 69 42 0 31 54 198 467 25 9 5 92 25 0 2093 751
349 100 911 40 69 40 3 23 59 194 475 22 8 7 91 27 0 2064 781
344 1391 2219 40 70 39 2 28 61 200 464 23 7 6 86 31 0 2063 784
340 1919 2753 40 68 37 1 34 58 200 466 23 8 5 81 37 0 2058 788
337 2170 3015 40 75 33 1 45 59 200 449 22 9 5 83 37 0 2047 797
336 2383 3225 39 71 29 4 42 61 200 448 21 7 4 85 40 1 2049 793
334 985 1829 40 66 34 3 44 55 200 444 19 7 4 87 38 3 2069 773
328 442 1279 40 71 31 4 37 55 200 441 20 6 4 82 41 3 2089 755
325 202 1031 39 54 36 2 33 61 198 434 19 6 5 80 40 2 2109 739
318 105 920 38 71 34 3 25 57 195 437 17 8 5 77 42 2 2107 742
312 1425 2249 39 66 34 1 24 58 200 436 13 9 5 78 42 2 2092 759
306 1961 2802 39 62 31 1 41 60 200 436 14 9 4 73 45 2 2089 764
304 2130 2973 40 63 36 1 43 62 200 444 15 8 5 76 44 1 2075 776
298 2302 3147 40 71 46 3 45 63 200 445 15 7 4 86 36 2 2054 796
294 1021 1869 39 70 41 2 48 59 200 453 15 7 4 86 34 2 2060 792
291 440 1279 40 70 34 4 39 61 200 455 14 7 3 84 37 2 2062 791
286 199 1017 38 74 42 8 22 55 198 455 15 5 3 86 36 2 2072 781
284 85 892 37 63 46 5 15 62 196 444 16 5 2 84 39 2 2088 764
279 60 830 36 63 40 2 10 62 180 447 15 5 3 88 37 1 2069 782
276 45 797 34 72 42 2 6 64 173 448 16 4 2 88 36 0 2057 797
272 35 779 34 67 40 2 4 59 171 435 14 5 2 83 37 0 2060 799
271 29 764 34 64 32 0 3 59 169 433 13 4 2 83 41 0 2035 822
271 29 747 34 71 28 0 2 57 160 430 14 4 1 93 34 0 2019 835
267 20 721 34 66 18 5 1 51 157 437 12 5 2 93 34 0 2006 848
264 22 711 33 68 29 0 3 62 146 430 11 5 3 93 34 0 1982 872
262 27 696 34 64 25 4 3 61 142 419 11 4 4 92 35 0 1962 892
259 16 688 33 66 29 2 2 62 143 423 11 4 4 89 36 0 1958 898
258 22 678 33 68 30 2 2 58 138 411 12 2 3 83 42 1 1963 894
253 13 669 34 56 22 3 2 54 138 410 11 3 3 83 40 1 1965 894
251 13 657 34 59 20 3 2 62 129 413 10 4 3 81 40 1 1991 870
247 23 652 34 57 24 1 1 59 126 415 10 4 2 79 41 2 1988 874
240 16 639 34 67 28 3 3 66 118 411 11 3 1 80 40 3 1968 894
237 20 628 34 63 22 3 2 63 116 411 10 4 2 77 41 2 1975 889
232 18 618 34 68 29 1 0 58 115 394 7 4 3 78 43 2 1986 877
227 19 611 34 58 22 2 0 54 107 390 7 4 2 76 44 3 1979 885
227 22 601 34 69 24 3 1 64 107 400 6 5 3 75 43 2 1971 895
223 19 595 34 67 27 2 0 60 108 395 7 4 3 74 45 2 1971 894
222 14 592 34 65 30 2 0 63 107 386 8 3 3 70 47 2 1963 904
220 11 581 34 59 19 0 0 55 101 380 6 4 4 72 44 2 1978 890
218 18 570 34 61 16 0 0 58 96 380 7 3 4 74 42 2 1979 889
217 17 565 34 54 18 1 0 58 93 391 10 0 4 70 44 2 1962 908
214 15 565 34 59 22 5 0 59 98 392 10 0 4 68 44 2 1957 915
213 18 554 34 59 21 3 0 60 93 384 11 1 4 67 44 0 1957 916
211 11 553 31 64 19 2 0 62 96 383 10 0 6 68 44 0 1967 905
207 11 539 32 67 18 2 0 56 83 387 11 0 5 70 42 0 1952 920
206 7 533 32 69 19 4 0 59 88 389 10 0 5 66 43 1 1958 917
205 12 530 32 66 18 1 0 64 85 386 9 0 5 69 41 1 1941 934
204 14 516 31 60 18 1 0 57 80 383 9 0 5 71 41 1 1956 917
201 16 510 32 62 22 1 0 61 79 388 7 1 4 67 44 2 1934 941
201 13 501 30 65 19 2 0 61 75 393 7 1 4 69 44 2 1946 927
200 14 498 32 67 17 4 0 59 78 395 6 1 4 70 45 2 1961 911
200 16 494 31 66 21 2 0 63 76 393 6 1 4 74 39 2 1974 900
198 15 494 32 48 18 1 1 61 76 397 5 3 3 71 40 2 1960 916
197 12 484 32 61 21 6 0 64 72 389 5 3 2 70 40 3 1955 922
196 18 478 32 63 19 4 0 59 70 397 6 2 2 71 39 3 1965 912
194 8 470 31 66 18 3 0 57 72 396 5 2 3 69 38 2 1960 921
194 17 460 32 66 14 2 1 59 63 398 5 2 3 74 35 2 1976 903
191 9 455 32 66 14 0 0 55 61 390 5 2 5 72 35 0 1977 904
191 13 449 29 64 15 2 0 59 60 387 4 2 5 66 41 0 1969 913
190 12 444 30 66 15 3 0 56 56 376 4 2 5 69 39 0 1968 913
187 12 438 29 76 16 1 0 60 54 377 6 1 4 71 37 0 1945 936
186 10 435 30 69 14 1 1 63 56 371 5 2 3 69 38 1 1948 934
186 9 432 29 59 17 0 1 64 58 364 5 2 3 67 38 1 1944 940
183 14 432 30 63 17 4 0 64 57 366 5 3 2 62 41 1 1936 950
177 11 431 30 63 15 3 0 64 54 381 5 3 2 62 42 1 1946 939
175 10 428 30 66 20 5 0 65 55 388 5 3 2 58 43 1 1938 950
174 7 427 30 56 19 2 0 59 57 383 4 4 2 62 41 1 1923 963
172 4 422 30 65 18 5 0 57 60 383 5 3 1 64 40 2 1913 972
172 13 416 30 69 21 6 1 61 51 393 6 2 2 61 42 1 1925 961
171 8 407 30 57 20 2 1 58 50 388 6 1 2 61 42 1 1929 958
170 8 398 30 58 17 3 0 61 43 381 5 1 2 63 41 1 1929 958
169 13 399 30 68 13 3 0 60 44 390 5 1 2 61 43 1 1939 948
167 5 399 30 61 13 1 0 58 49 386 4 2 2 62 43 1 1944 942
162 15 397 30 65 15 2 0 54 45 376 4 2 2 58 46 1 1932 955
161 13 401 30 68 17 2 0 64 45 382 4 2 2 60 44 0 1924 964
159 10 402 29 59 16 2 0 63 46 403 4 2 2 56 47 0 1933 956
156 10 402 30 67 19 2 0 52 41 392 4 2 2 56 49 0 1932 955
155 17 401 30 66 20 1 0 58 42 388 4 2 2 60 44 0 1942 946
154 10 398 30 61 21 4 0 57 42 387 4 1 3 61 43 0 1946 942
153 13 390 30 62 20 4 1 59 40 385 4 1 3 57 43 0 1969 923
149 19 376 28 68 19 4 1 57 36 387 4 1 2 55 44 1 1993 900
148 9 366 30 56 18 1 1 58 39 384 5 0 2 59 40 1 1985 908
148 11 371 30 64 18 3 0 62 39 381 5 0 3 59 40 0 1961 932
147 7 363 30 62 19 3 0 58 42 382 3 2 3 61 40 0 1988 903
145 15 363 30 67 11 3 0 63 38 390 4 1 3 64 36 0 1976 916
145 9 365 30 69 13 1 0 60 40 387 5 0 3 64 36 0 1980 912
143 10 368 30 67 12 0 0 60 36 379 5 0 3 60 40 0 1991 901
141 12 366 30 57 6 2 0 57 37 376 5 0 3 58 40 0 1980 914
141 9 369 30 65 7 4 0 50 39 387 5 0 3 61 35 0 1971 925
140 9 367 30 63 7 3 0 55 43 386 5 0 3 57 36 0 1972 927
136 8 370 27 67 10 3 0 63 40 380 5 0 3 55 37 0 1956 944
133 6 366 28 57 4 1 0 58 36 376 5 0 2 56 36 1 1947 953
133 7 355 28 65 6 0 0 56 36 374 5 0 3 53 38 0 1939 962
132 6 354 28 64 5 0 0 55 39 376 5 0 3 51 40 0 1945 956
130 6 358 28 67 9 0 0 61 42 374 5 0 3 54 38 0 1936 964
130 7 357 26 68 12 1 0 55 42 363 5 0 3 55 36 0 1947 954
128 13 361 25 62 10 2 0 51 40 361 5 0 3 58 36 0 1939 959
126 7 367 26 68 10 1 0 60 41 362 4 0 4 63 31 0 1934 964
125 5 367 25 67 13 2 0 58 41 357 4 0 4 65 26 0 1909 992
124 13 367 26 60 14 2 0 62 43 361 2 2 4 63 27 0 1890 1012
123 10 372 26 73 15 3 0 58 39 355 2 2 4 66 24 0 1891 1011
122 10 376 26 69 9 6 0 62 43 349 2 1 4 66 24 0 1908 995
119 11 375 26 69 9 2 0 53 38 350 2 1 4 65 25 0 1930 973
119 12 374 26 66 7 2 0 57 45 348 2 1 4 61 28 0 1926 978
118 14 378 26 61 9 1 0 63 45 353 1 2 4 58 30 0 1928 977
118 8 378 26 65 8 2 0 54 43 345 1 2 4 58 30 0 1941 964
117 12 379 26 60 7 1 1 50 43 343 1 2 4 54 33 0 1939 967
116 17 378 26 55 8 3 1 62 38 343 1 2 3 52 35 1 1913 993
116 10 383 26 69 7 3 1 60 41 341 1 2 3 52 36 1 1924 981
113 13 382 26 60 9 2 1 66 37 337 1 2 3 49 39 1 1911 994
112 11 382 25 61 11 2 1 57 42 332 0 2 4 51 37 1 1903 1002
111 5 384 26 72 14 3 1 58 43 339 0 2 4 54 34 1 1897 1008
111 7 384 26 72 9 0 1 54 43 338 0 2 3 58 31 2 1897 1007
110 13 383 26 59 12 1 0 61 40 333 1 2 3 57 31 1 1895 1010
109 9 381 26 57 8 4 0 61 42 331 1 2 3 57 29 1 1889 1018
109 13 383 26 67 10 2 0 56 43 333 1 2 3 57 28 1 1895 1013
108 5 385 26 60 7 1 0 59 42 337 0 2 4 54 31 1 1898 1010
106 10 383 26 65 10 3 1 60 40 342 1 1 4 51 33 1 1918 991
106 6 377 26 73 9 2 1 61 49 345 1 1 3 54 30 2 1917 992
106 6 372 26 62 11 3 0 60 38 345 1 1 3 57 27 2 1908 1001
106 9 370 26 60 9 4 1 59 45 350 1 1 3 54 29 2 1897 1013
106 10 372 25 61 12 1 0 64 38 353 1 1 3 53 31 2 1888 1021
