# time 'cAMP_on' 'cAMP_on?'
 5.335000E+02 0 70
 5.340000E+02 0 70
 5.345000E+02 0 70
 5.350000E+02 0 70
 5.355000E+02 0 70
 5.360000E+02 0 70
 5.365000E+02 0 70
 5.370000E+02 0 70
 5.375000E+02 0 70
 5.380000E+02 0 70
 5.385000E+02 1 70
 5.390000E+02 0 70
 5.395000E+02 0 70
 5.400000E+02 0 70
 5.405000E+02 0 70
 5.410000E+02 0 70
 5.415000E+02 0 70
 5.420000E+02 0 70
 5.425000E+02 0 70
 5.430000E+02 0 70
 5.435000E+02 0 70
 5.440000E+02 0 70
 5.445000E+02 0 69
 5.450000E+02 0 69
 5.455000E+02 0 69
 5.460000E+02 0 69
 5.465000E+02 0 69
 5.470000E+02 0 69
 5.475000E+02 0 69
 5.480000E+02 0 69
 5.485000E+02 0 69
 5.490000E+02 0 69
 5.495000E+02 0 69
 5.500000E+02 0 69
 5.505000E+02 0 69
 5.510000E+02 0 69
 5.515000E+02 0 69
 5.520000E+02 0 69
 5.525000E+02 0 69
 5.530000E+02 0 69
 5.535000E+02 0 69
 5.540000E+02 0 69
 5.545000E+02 0 69
 5.550000E+02 0 69
 5.555000E+02 0 69
 5.560000E+02 0 69
 5.565000E+02 0 69
 5.570000E+02 0 69
 5.575000E+02 1 69
 5.580000E+02 0 69
 5.585000E+02 0 69
 5.590000E+02 0 69
 5.595000E+02 0 69
 5.600000E+02 0 69
 5.605000E+02 0 69
 5.610000E+02 0 69
 5.615000E+02 0 69
 5.620000E+02 0 69
 5.625000E+02 0 69
 5.630000E+02 0 69
 5.635000E+02 0 69
 5.640000E+02 0 69
 5.645000E+02 0 69
 5.650000E+02 0 69
 5.655000E+02 0 69
 5.660000E+02 0 69
 5.665000E+02 0 69
 5.670000E+02 0 69
 5.675000E+02 0 69
 5.680000E+02 0 69
 5.685000E+02 0 69
 5.690000E+02 0 69
 5.695000E+02 0 69
 5.700000E+02 0 69
 5.705000E+02 0 69
 5.710000E+02 0 69
 5.715000E+02 0 69
 5.720000E+02 0 69
 5.725000E+02 0 69
 5.730000E+02 0 69
 5.735000E+02 0 69
 5.740000E+02 0 69
 5.745000E+02 0 69
 5.750000E+02 0 69
 5.755000E+02 0 69
 5.760000E+02 0 69
 5.765000E+02 0 69
 5.770000E+02 0 69
 5.775000E+02 0 69
 5.780000E+02 0 69
 5.785000E+02 0 69
 5.790000E+02 0 69
 5.795000E+02 0 69
 5.800000E+02 0 69
 5.805000E+02 0 69
 5.810000E+02 0 69
 5.815000E+02 0 69
 5.820000E+02 0 69
 5.825000E+02 0 69
 5.830000E+02 0 69
 5.835000E+02 0 69
 5.840000E+02 1 69
 5.845000E+02 0 69
 5.850000E+02 0 69
 5.855000E+02 0 69
 5.860000E+02 1 69
 5.865000E+02 0 69
 5.870000E+02 0 69
 5.875000E+02 0 69
 5.880000E+02 0 69
 5.885000E+02 1 69
 5.890000E+02 0 69
 5.895000E+02 0 69
 5.900000E+02 0 69
 5.905000E+02 0 69
 5.910000E+02 0 69
 5.915000E+02 0 69
 5.920000E+02 0 69
 5.925000E+02 0 69
 5.930000E+02 1 69
 5.935000E+02 1 69
 5.940000E+02 0 69
 5.945000E+02 0 68
 5.950000E+02 0 66
 5.955000E+02 0 66
 5.960000E+02 0 66
 5.965000E+02 0 66
 5.970000E+02 0 66
 5.975000E+02 0 66
 5.980000E+02 0 66
 5.985000E+02 0 66
 5.990000E+02 0 66
 5.995000E+02 0 66
 6.000000E+02 0 66
 6.005000E+02 1 66
 6.010000E+02 0 66
 6.015000E+02 0 66
 6.020000E+02 0 64
 6.025000E+02 0 64
 6.030000E+02 0 64
 6.035000E+02 0 64
 6.040000E+02 0 64
 6.045000E+02 0 64
 6.050000E+02 0 64
 6.055000E+02 0 64
 6.060000E+02 0 64
 6.065000E+02 0 64
 6.070000E+02 0 64
 6.075000E+02 0 64
 6.080000E+02 1 64
 6.085000E+02 0 64
 6.090000E+02 0 64
 6.095000E+02 1 64
 6.100000E+02 0 64
 6.105000E+02 1 64
 6.110000E+02 0 64
 6.115000E+02 0 64
 6.120000E+02 0 64
 6.125000E+02 0 63
 6.130000E+02 0 63
 6.135000E+02 0 63
 6.140000E+02 0 62
 6.145000E+02 0 62
 6.150000E+02 0 62
 6.155000E+02 1 62
 6.160000E+02 0 62
 6.165000E+02 0 62
 6.170000E+02 0 61
 6.175000E+02 1 61
 6.180000E+02 0 61
 6.185000E+02 0 61
 6.190000E+02 0 61
 6.195000E+02 0 61
 6.200000E+02 0 61
 6.205000E+02 1 61
 6.210000E+02 0 61
 6.215000E+02 0 61
 6.220000E+02 0 61
 6.225000E+02 0 61
 6.230000E+02 0 61
 6.235000E+02 1 61
 6.240000E+02 1 61
 6.245000E+02 1 61
 6.250000E+02 1 61
 6.255000E+02 1 60
 6.260000E+02 0 60
 6.265000E+02 0 60
 6.270000E+02 0 59
 6.275000E+02 0 59
 6.280000E+02 0 59
 6.285000E+02 0 58
 6.290000E+02 0 58
 6.295000E+02 0 58
 6.300000E+02 0 58
 6.305000E+02 0 58
 6.310000E+02 0 58
 6.315000E+02 0 58
 6.320000E+02 0 58
 6.325000E+02 0 58
 6.330000E+02 0 58
 6.335000E+02 0 58
 6.340000E+02 0 58
 6.345000E+02 0 58
 6.350000E+02 0 58
 6.355000E+02 0 57
 6.360000E+02 1 56
 6.365000E+02 0 56
 6.370000E+02 0 56
 6.375000E+02 0 55
 6.380000E+02 0 54
 6.385000E+02 0 54
 6.390000E+02 0 54
 6.395000E+02 0 54
 6.400000E+02 0 54
 6.405000E+02 0 53
 6.410000E+02 0 53
 6.415000E+02 0 53
 6.420000E+02 0 53
 6.425000E+02 1 53
 6.430000E+02 0 53
 6.435000E+02 0 53
 6.440000E+02 0 53
 6.445000E+02 0 53
 6.450000E+02 0 53
 6.455000E+02 0 52
 6.460000E+02 0 52
 6.465000E+02 1 52
 6.470000E+02 1 52
 6.475000E+02 0 52
 6.480000E+02 0 52
 6.485000E+02 0 52
 6.490000E+02 0 52
 6.495000E+02 0 52
 6.500000E+02 0 52
 6.505000E+02 0 52
 6.510000E+02 0 52
 6.515000E+02 0 52
 6.520000E+02 0 52
 6.525000E+02 0 52
 6.530000E+02 1 52
 6.535000E+02 0 52
 6.540000E+02 0 52
 6.545000E+02 0 52
 6.550000E+02 0 52
 6.555000E+02 0 52
 6.560000E+02 0 52
 6.565000E+02 0 52
 6.570000E+02 0 52
 6.575000E+02 0 52
 6.580000E+02 0 52
 6.585000E+02 0 52
 6.590000E+02 0 52
 6.595000E+02 0 52
 6.600000E+02 0 52
 6.605000E+02 0 52
 6.610000E+02 0 52
 6.615000E+02 0 52
 6.620000E+02 1 52
 6.625000E+02 2 52
 6.630000E+02 0 52
 6.635000E+02 0 52
 6.640000E+02 1 52
 6.645000E+02 0 52
 6.650000E+02 0 51
 6.655000E+02 0 51
 6.660000E+02 0 51
 6.665000E+02 0 51
 6.670000E+02 0 51
 6.675000E+02 0 51
 6.680000E+02 0 51
 6.685000E+02 0 51
 6.690000E+02 0 51
 6.695000E+02 0 51
 6.700000E+02 0 51
 6.705000E+02 0 51
 6.710000E+02 0 51
 6.715000E+02 0 51
 6.720000E+02 0 51
 6.725000E+02 0 51
 6.730000E+02 0 51
 6.735000E+02 1 51
 6.740000E+02 0 51
 6.745000E+02 0 51
 6.750000E+02 0 51
 6.755000E+02 0 51
 6.760000E+02 0 51
 6.765000E+02 0 51
 6.770000E+02 0 51
 6.775000E+02 0 51
 6.780000E+02 0 50
 6.785000E+02 0 50
 6.790000E+02 0 50
 6.795000E+02 0 50
 6.800000E+02 0 50
 6.805000E+02 0 50
 6.810000E+02 0 50
 6.815000E+02 0 50
 6.820000E+02 1 50
 6.825000E+02 0 50
 6.830000E+02 0 50
 6.835000E+02 0 50
 6.840000E+02 1 50
 6.845000E+02 0 50
 6.850000E+02 0 50
 6.855000E+02 0 50
 6.860000E+02 0 50
 6.865000E+02 0 50
 6.870000E+02 0 50
 6.875000E+02 1 50
 6.880000E+02 0 50
 6.885000E+02 0 50
 6.890000E+02 0 50
 6.895000E+02 0 50
 6.900000E+02 0 50
 6.905000E+02 0 49
 6.910000E+02 0 49
 6.915000E+02 0 49
 6.920000E+02 0 49
 6.925000E+02 0 49
 6.930000E+02 0 49
 6.935000E+02 1 49
 6.940000E+02 0 49
 6.945000E+02 0 49
 6.950000E+02 0 49
 6.955000E+02 0 48
 6.960000E+02 0 48
 6.965000E+02 0 48
 6.970000E+02 0 48
 6.975000E+02 1 48
 6.980000E+02 0 48
 6.985000E+02 0 48
 6.990000E+02 0 48
 6.995000E+02 0 48
 7.000000E+02 0 48
